Source,Target
Q902930,Q838744
Q903066,Q431110
Q903903,Q201240
Q903944,Q26375
Q903982,Q72968
Q906152,Q1073958
Q906894,Q10759610
Q9086492,Q129059
Q9086499,Q129059
Q9086500,Q129059
Q9086502,Q129059
Q909083,Q387610
Q909086,Q387610
Q909276,Q1073958
Q909402,Q857531
Q909965,Q2048635
Q909973,Q2048635
Q913760,Q839855
Q9197797,Q19961774
Q920780,Q695754
Q925476,Q578278
Q926064,Q26375
Q929489,Q221209
Q929516,Q578278
Q929817,Q1073958
Q929945,Q1080907
Q9304816,Q26375
Q930558,Q632986
Q934165,Q516980
Q935204,Q574867
Q9360055,Q43624
Q937286,Q623060
Q937910,Q10793514
Q939650,Q740872
Q941562,Q632986
Q941990,Q455997
Q943281,Q1073958
Q943588,Q455997
Q944489,Q1073958
Q944496,Q1037395
Q944609,Q540586
Q944676,Q1073958
Q944945,Q2415068
Q94601,Q43794
Q946856,Q10783981
Q948701,Q1071983
Q952376,Q687310
Q953144,Q1073958
Q953318,Q9304816
Q959798,Q1286431
Q961494,Q868271
Q961967,Q777396
Q963376,Q10803902
Q967158,Q10752893
Q968178,Q777396
Q974811,Q26375
Q990759,Q1073958
Q994067,Q21334133
Q997349,Q10832159
Q997393,Q791206
Q997413,Q455997
Q998275,Q869569
Q998729,Q570477
Q100196,Q2087629
Q1002093,Q431179
Q100250410,Q737426
Q1002588,Q220598
Q1002666,Q15874125
Q1006422,Q15876181
Q1006679,Q27515
Q1007804,Q990759
Q101003021,Q55696196
Q101498469,Q737426
Q101499897,Q25376
Q1018461,Q147880
Q1022081,Q1266282
Q1027753,Q868183
Q10288134,Q786045
Q1029511,Q27589
Q1029778,Q310465
Q1029849,Q18510877
Q1030296,Q975809
Q1030303,Q743573
Q1031335,Q18789
Q10333351,Q55805
Q1033761,Q1033762
Q1037230,Q2511641
Q103817303,Q249826
Q10384807,Q76366
Q1039427,Q733306
Q104178009,Q26623
Q1047787,Q13426919
Q1048773,Q27515
Q1049267,Q207767
Q1050513,Q1137291
Q105063209,Q19338
Q1051101,Q21695
Q1051348,Q21695
Q1053111,Q205323
Q1055821,Q1089119
Q1055885,Q751299
Q105736401,Q21651
Q105753540,Q26623
Q1059573,Q1088385
Q1061004,Q431179
Q1061829,Q945260
Q1061841,Q431179
Q1062313,Q26626
Q1063704,Q570328
Q106413479,Q222951
Q106413480,Q222951
Q1064214,Q1835559
Q106447031,Q198823
Q106447096,Q736322
Q106447105,Q736322
Q106447128,Q50698084
Q106447136,Q50698084
Q106447159,Q50698093
Q106447166,Q50698105
Q106447189,Q13426919
Q106447198,Q13426919
Q106447235,Q30838
Q106447245,Q30838
Q106447255,Q41152107
Q106447275,Q990590
Q106447283,Q41153518
Q106447304,Q41153518
Q106447312,Q41153518
Q106447334,Q786045
Q106447345,Q786045
Q106447373,Q786045
Q106447384,Q215166
Q106447410,Q215166
Q106447421,Q642855
Q106447444,Q642855
Q106447456,Q7828263
Q106447468,Q7828263
Q106447496,Q7828263
Q106447507,Q7828263
Q106447523,Q7828263
Q106447549,Q7828263
Q106447553,Q7828263
Q106447556,Q7828263
Q106447562,Q7828263
Q106447578,Q41972
Q106447581,Q41972
Q106447584,Q41972
Q106447588,Q41972
Q106447591,Q41972
Q106447595,Q41972
Q106447597,Q41972
Q106447623,Q21446665
Q106447636,Q209239
Q106447638,Q209239
Q106447672,Q209239
Q106447735,Q737426
Q106447740,Q737426
Q106447757,Q12785142
Q106447760,Q16529427
Q106447763,Q47549
Q106447818,Q21352687
Q106447824,Q21352687
Q106447826,Q21352687
Q106447831,Q21352687
Q106447833,Q21352687
Q106447838,Q21352687
Q106481129,Q28114097
Q1065072,Q853653
Q1065114,Q953144
Q1066511,Q147880
Q1067009,Q2283955
Q106704224,Q2048635
Q106716100,Q3285302
Q106716121,Q3285302
Q106716142,Q106716121
Q106716144,Q106716121
Q106716146,Q106716100
Q1067564,Q777139
Q10676562,Q3539268
Q1068189,Q27515
Q10684448,Q743573
Q106875490,Q25269454
Q1068980,Q143473
Q1069427,Q869407
Q1069867,Q147880
Q1069981,Q482057
Q1070011,Q526626
Q1070365,Q135851
Q107055494,Q2375770
Q107055495,Q10807623
Q107055498,Q76366
Q107055499,Q76366
Q107055501,Q76366
Q107055502,Q76366
Q107055503,Q76366
Q107055504,Q76366
Q107055505,Q76366
Q107055507,Q76366
Q107055508,Q133577
Q107055509,Q316342
Q107055510,Q316342
Q107055511,Q316342
Q107055513,Q316342
Q107055515,Q642855
Q107055516,Q642855
Q107055517,Q642855
Q107055518,Q642855
Q107055519,Q642855
Q107055521,Q642855
Q107055522,Q642855
Q107055523,Q7828263
Q107055525,Q41972
Q107055526,Q41972
Q107055527,Q41972
Q107055528,Q41972
Q107055529,Q41972
Q107055530,Q41972
Q107055531,Q41972
Q107055546,Q41972
Q107055561,Q41972
Q107055577,Q41972
Q107055582,Q41972
Q107055614,Q289873
Q107055616,Q637533
Q107055617,Q637533
Q107055618,Q853653
Q107055620,Q853653
Q107055621,Q220705
Q107055628,Q220705
Q107055629,Q220705
Q107155014,Q858264
Q1071722,Q10787015
Q107203619,Q107203612
Q1072367,Q15331248
Q107272770,Q28449
Q107272771,Q28449
Q107272772,Q28449
Q107272775,Q27589
Q107272778,Q26626
Q107272785,Q26626
Q107272793,Q26626
Q107272795,Q26626
Q107272798,Q26626
Q107272808,Q26626
Q107272813,Q26626
Q107272819,Q26626
Q107272824,Q26626
Q107272828,Q26626
Q107272830,Q26626
Q107272846,Q25978
Q107272847,Q18789
Q107272848,Q162085
Q107272849,Q162085
Q107272851,Q15631713
Q107272853,Q26012
Q1072916,Q1053111
Q10730781,Q26623
Q107315577,Q3605955
Q10732443,Q26623
Q107333199,Q107272770
Q107333200,Q107272771
Q107333201,Q107272772
Q107333202,Q107272772
Q107333203,Q107272775
Q107333204,Q107272775
Q107333205,Q107272775
Q107333206,Q107272778
Q107333207,Q107272785
Q107333208,Q107272793
Q107333209,Q107272795
Q107333210,Q107272795
Q107333211,Q107272798
Q107333213,Q107272808
Q107333214,Q107272813
Q107333215,Q107272819
Q107333217,Q107272819
Q107333218,Q107272828
Q107333219,Q107272830
Q107333220,Q107272846
Q107333221,Q107272847
Q107333222,Q107272848
Q107333224,Q107272849
Q107333225,Q107272849
Q10733493,Q28449
Q10733978,Q217484
Q107340305,Q507184
Q107341724,Q21695
Q107341730,Q107341724
Q107342026,Q21695
Q107343551,Q733120
Q10734553,Q26626
Q10734555,Q207767
Q10734801,Q26623
Q107348123,Q2330918
Q107349309,Q1051348
Q107349493,Q1051348
Q107361134,Q13168473
Q1073618,Q10821880
Q1074116,Q764211
Q10741583,Q25365
Q1074291,Q249826
Q1074450,Q209239
Q1074470,Q944489
Q10746998,Q25978
Q10748948,Q27042
Q10750082,Q213827
Q10750768,Q27589
Q10750772,Q26623
Q10751282,Q26623
Q10753819,Q207767
Q10755437,Q10856
Q1075576,Q746658
Q10756896,Q10856
Q10756906,Q25978
Q10756909,Q10756906
Q10758360,Q28449
Q107594975,Q16548850
Q10759509,Q26623
Q10759666,Q26626
Q1076025,Q241449
Q10760869,Q193404
Q10763051,Q770245
Q10764422,Q26623
Q10765069,Q207767
Q1076585,Q835525
Q10766515,Q661898
Q10767144,Q26623
Q10770062,Q193404
Q10770072,Q11725806
Q10770074,Q27589
Q10770118,Q27589
Q1077059,Q10802315
Q107723458,Q207767
Q10772606,Q10772608
Q10772608,Q25978
Q1077298,Q209239
Q10774330,Q26012
Q1077472,Q178702
Q1078223,Q853653
Q10784777,Q27589
Q1078580,Q72109
Q1078590,Q147880
Q10785969,Q10856
Q10787015,Q10856
Q10787024,Q26012
Q10787358,Q26626
Q10789401,Q1401386
Q10792275,Q26623
Q10793378,Q26012
Q10793428,Q26381
Q10793508,Q26623
Q10794585,Q659657
Q10794759,Q26381
Q1080000,Q743573
Q10801903,Q1401386
Q10803023,Q28449
Q10803414,Q10856
Q10803654,Q26381
Q10803694,Q207767
Q10803699,Q27589
Q1080382,Q431179
Q108040699,Q27112
Q10804436,Q14817069
Q10804513,Q193404
Q10804543,Q28449
Q10804972,Q27589
Q10804997,Q1401386
Q10805189,Q28449
Q10807619,Q2085312
Q10807623,Q14817284
Q10808005,Q661898
Q10809431,Q253499
Q1080950,Q1088556
Q10809797,Q26012
Q108101486,Q105082007
Q10811276,Q551092
Q10811649,Q27589
Q108117338,Q2330918
Q108117411,Q2330918
Q10811746,Q788536
Q108117479,Q2330918
Q10811918,Q26623
Q10811980,Q213827
Q10820081,Q217272
Q10820870,Q10856
Q1082137,Q220705
Q10821410,Q1409287
Q10821880,Q217272
Q10822188,Q26012
Q10822502,Q21755
Q10824656,Q207767
Q10825107,Q531118
Q10826841,Q18789
Q10827838,Q431179
Q10828493,Q26626
Q108292140,Q667778
Q10832166,Q26012
Q10832170,Q10856
Q10834788,Q26012
Q10838557,Q12643590
Q1084570,Q943281
Q108477972,Q43642
Q1084845,Q743573
Q10856,Q28078
Q1086553,Q853653
Q1086846,Q12886356
Q1087446,Q431179
Q1088377,Q27589
Q1088551,Q213827
Q1088556,Q21695
Q108855853,Q5150353
Q108911240,Q107348123
Q1089138,Q132736
Q108913892,Q2330918
Q108916660,Q2330918
Q108923229,Q4040699
Q1089812,Q1062313
Q1092096,Q743573
Q109328219,Q20991814
Q109348068,Q30838
Q10936223,Q41152107
Q10945358,Q41152107
Q1094736,Q431179
Q109498765,Q100196
Q109501704,Q21446665
Q109556940,Q209239
Q109556941,Q209239
Q109556943,Q687310
Q109556945,Q687310
Q109556948,Q687310
Q109556958,Q1237815
Q109556972,Q637533
Q109556973,Q209239
Q109556986,Q368369
Q109556987,Q209239
Q109556995,Q687310
Q109556997,Q736322
Q109557005,Q7828263
Q109557008,Q209239
Q109557011,Q21352687
Q109557013,Q737426
Q109557015,Q2418074
Q109557022,Q687310
Q109557028,Q687310
Q109557033,Q687310
Q109557035,Q198823
Q109557041,Q687310
Q109557042,Q687310
Q109557048,Q1071983
Q109563042,Q63865511
Q109563043,Q63865511
Q109563169,Q853979
Q109563179,Q198823
Q109563180,Q198823
Q109563181,Q198823
Q109563182,Q198823
Q109563183,Q198823
Q109563184,Q198823
Q109563187,Q198823
Q109563188,Q198823
Q109563189,Q198823
Q109563201,Q736322
Q109563202,Q736322
Q109563203,Q736322
Q109563213,Q209239
Q109563214,Q209239
Q109563215,Q209239
Q109563216,Q209239
Q109563217,Q209239
Q109563218,Q209239
Q109563219,Q209239
Q109563220,Q209239
Q109563221,Q209239
Q109563222,Q209239
Q109563223,Q209239
Q109563224,Q209239
Q109563225,Q209239
Q109563226,Q209239
Q109563227,Q209239
Q109563228,Q209239
Q109563229,Q209239
Q109563230,Q209239
Q109563231,Q209239
Q109563232,Q209239
Q109563233,Q209239
Q109563236,Q746658
Q109563237,Q746658
Q109563238,Q746658
Q109563239,Q746658
Q109563240,Q746658
Q109563241,Q746658
Q109563242,Q746658
Q109563243,Q746658
Q109563244,Q746658
Q109563246,Q899806
Q109563247,Q746658
Q109563248,Q899806
Q109563314,Q107272775
Q109563324,Q585636
Q109563369,Q215166
Q109563417,Q1237815
Q109563458,Q220705
Q109563459,Q220705
Q109563460,Q220705
Q109563464,Q779455
Q109563470,Q642855
Q109563471,Q642855
Q109563482,Q76366
Q109563484,Q76366
Q109563485,Q76366
Q109563502,Q2576337
Q109563503,Q2576337
Q109563525,Q107272849
Q109563526,Q107272849
Q109563527,Q107272849
Q109563542,Q368369
Q109563543,Q368369
Q109563544,Q368369
Q109563545,Q368369
Q109563553,Q41972
Q109563554,Q41972
Q109563555,Q687310
Q109563556,Q687310
Q109563557,Q687310
Q109563558,Q687310
Q109563559,Q687310
Q109563560,Q687310
Q109563561,Q687310
Q109563562,Q687310
Q109563563,Q687310
Q109563564,Q687310
Q109563565,Q687310
Q109563566,Q687310
Q109563567,Q687310
Q109563568,Q687310
Q109563569,Q687310
Q109563570,Q687310
Q109563571,Q687310
Q109563572,Q687310
Q109563573,Q687310
Q109563574,Q687310
Q109563575,Q687310
Q109563576,Q687310
Q109563577,Q687310
Q109563578,Q687310
Q109563579,Q687310
Q109563580,Q687310
Q109563581,Q687310
Q109563582,Q687310
Q109563583,Q687310
Q109563584,Q687310
Q109563585,Q687310
Q109563586,Q687310
Q109563600,Q1608770
Q109577990,Q63865511
Q109577992,Q63865511
Q109578020,Q2716283
Q109578021,Q310465
Q109578041,Q132906
Q109578064,Q209239
Q109578065,Q209239
Q109578066,Q209239
Q109578067,Q209239
Q109578069,Q209239
Q109578070,Q209239
Q109578071,Q209239
Q109578072,Q209239
Q109578073,Q209239
Q109578074,Q209239
Q109578075,Q209239
Q109578076,Q209239
Q109578077,Q209239
Q109578078,Q209239
Q109578079,Q18449889
Q109578081,Q18449889
Q109578155,Q990590
Q109578157,Q1270229
Q109578160,Q746658
Q109578163,Q746658
Q109578164,Q746658
Q109578166,Q746658
Q109578169,Q746658
Q109578171,Q746658
Q109578172,Q746658
Q109578176,Q740872
Q109578181,Q899806
Q109578191,Q786045
Q109578192,Q786045
Q109578193,Q853653
Q109578224,Q1572676
Q109578227,Q944676
Q109578273,Q21445741
Q109578297,Q27969053
Q109578298,Q27969053
Q109578320,Q737426
Q109578348,Q569096
Q109578349,Q569096
Q109578350,Q569096
Q109578351,Q835525
Q109578384,Q220705
Q109578385,Q220705
Q109578386,Q220705
Q109578387,Q220705
Q109578388,Q220705
Q109578413,Q642855
Q109578414,Q642855
Q109578416,Q642855
Q109578421,Q76366
Q109578458,Q107272849
Q109578476,Q368369
Q109578481,Q41972
Q109578482,Q41972
Q109578484,Q687310
Q109578485,Q687310
Q109578486,Q687310
Q109578487,Q687310
Q109578488,Q687310
Q109578489,Q687310
Q109578490,Q687310
Q109578491,Q687310
Q109578492,Q687310
Q109578493,Q687310
Q109578494,Q687310
Q109578495,Q687310
Q109578496,Q687310
Q109578497,Q687310
Q109578504,Q687310
Q109578505,Q687310
Q109578506,Q687310
Q109578507,Q687310
Q109578508,Q687310
Q109578509,Q687310
Q109578510,Q687310
Q109578511,Q687310
Q109582763,Q109578388
Q1096617,Q310465
Q109670535,Q26623
Q109670553,Q109670535
Q109670566,Q109670553
Q1101389,Q10811980
Q110257383,Q60966991
Q110257426,Q786422
Q110257435,Q786422
Q110257438,Q786422
Q110257442,Q786422
Q110276213,Q18789
Q110279163,Q110276213
Q11044298,Q201231
Q1106412,Q209239
Q110833883,Q33140745
Q110901495,Q575930
Q110901540,Q310465
Q11106501,Q41152107
Q1110879,Q2647056
Q11110662,Q746658
Q1112214,Q209239
Q1113722,Q835525
Q11179834,Q2638301
Q1118712,Q14942034
Q1121370,Q786045
Q1123824,Q1869243
Q1124403,Q10804543
Q1127687,Q1887740
Q1128681,Q15875003
Q11294313,Q21728
Q1131683,Q869407
Q1136862,Q869407
Q1136865,Q869407
Q1137192,Q198823
Q1137277,Q829334
Q1137291,Q26623
Q1139391,Q19832810
Q1139929,Q639312
Q1141135,Q47549
Q1151175,Q198823
Q1151179,Q198823
Q1151184,Q198823
Q1151188,Q198823
Q1151271,Q198823
Q1151296,Q198823
Q1151395,Q198823
Q1151433,Q198823
Q1152180,Q133807
Q1158217,Q76408
Q1158219,Q310465
Q116686,Q2841020
Q116708,Q2375770
Q11688160,Q205930
Q11688166,Q205930
Q11688171,Q205930
Q11688176,Q205930
Q11725806,Q26617
Q11754747,Q577346
Q11754749,Q577346
Q11794255,Q27244
Q1180273,Q28507
Q11840576,Q27589
Q11840725,Q25950
Q11841912,Q132906
Q11841968,Q30838
Q11842207,Q736322
Q11842208,Q736322
Q11842209,Q736322
Q11842210,Q736322
Q11842275,Q860944
Q11842623,Q570328
Q11842624,Q570328
Q11842625,Q570328
Q11842626,Q570328
Q11843253,Q11840725
Q11844909,Q2283955
Q11845425,Q18175622
Q11846678,Q19338
Q11846956,Q1237815
Q11846957,Q1237815
Q11846958,Q1237815
Q11846959,Q1237815
Q11846960,Q1237815
Q11846961,Q1237815
Q11846962,Q1237815
Q11846963,Q1237815
Q11847543,Q1248923
Q11847545,Q1248923
Q11848189,Q76366
Q11848755,Q41972
Q11848756,Q41972
Q11848757,Q41972
Q11848964,Q13426919
Q11849318,Q1466731
Q1186101,Q198823
Q1186108,Q198823
Q118698,Q764211
Q1187233,Q198823
Q1187246,Q198823
Q1187772,Q209239
Q1188330,Q945732
Q1188385,Q431179
Q1189971,Q944489
Q1190032,Q569096
Q1190038,Q1083213
Q1190491,Q869404
Q1193054,Q431179
Q1193343,Q1237815
Q11965316,Q2330918
Q12029168,Q13426919
Q1207101,Q14635103
Q12072009,Q21293477
Q121596,Q736322
Q1217133,Q26623
Q1218233,Q26012
Q1219291,Q990042
Q12198609,Q19595985
Q12203302,Q12241512
Q12211695,Q19173
Q12213965,Q6090573
Q12213967,Q19171
Q12214029,Q1113470
Q12214438,Q12215072
Q12215072,Q25978
Q12232394,Q12232395
Q12234701,Q316342
Q12252811,Q1062313
Q12267692,Q76408
Q12371014,Q26650
Q1237815,Q21695
Q12397647,Q25432
Q1242812,Q736322
Q1244098,Q1887740
Q1248923,Q26381
Q1255816,Q198823
Q125882,Q19630
Q1258878,Q2061919
Q1258935,Q858186
Q1258992,Q736322
Q1259066,Q899806
Q1259290,Q743573
Q1259352,Q743573
Q1259380,Q953144
Q1259404,Q736322
Q1259421,Q688188
Q1259434,Q2054278
Q1259452,Q198823
Q1259459,Q1193305
Q1259483,Q858186
Q1259556,Q10793508
Q1259564,Q945732
Q1259592,Q728674
Q1259637,Q786045
Q1259647,Q860944
Q1259717,Q2663394
Q1259751,Q249826
Q1259774,Q2465028
Q1259803,Q1869243
Q1259938,Q1007774
Q1259957,Q198823
Q1260013,Q76366
Q1260044,Q746658
Q1260062,Q2567525
Q1260161,Q1007774
Q1260171,Q853979
Q1260197,Q2054278
Q1260228,Q780819
Q1260318,Q786045
Q1260334,Q220598
Q1260361,Q1888384
Q1260505,Q1573935
Q1260542,Q1089119
Q1260573,Q736322
Q1260591,Q868199
Q1260592,Q869404
Q1260615,Q220598
Q1260623,Q786045
Q1260684,Q2061919
Q1260867,Q1573935
Q1260910,Q764211
Q1260945,Q868199
Q1260975,Q637533
Q1260982,Q147880
Q1261001,Q310465
Q1261074,Q743573
Q1261098,Q853653
Q1261104,Q2296751
Q1261141,Q853979
Q1261152,Q674094
Q1261192,Q777139
Q1261228,Q198823
Q1261239,Q570328
Q1261260,Q743573
Q1261278,Q2054278
Q1261287,Q835525
Q1261378,Q2181627
Q1261387,Q853653
Q1261397,Q10767144
Q1261408,Q2511641
Q1261475,Q860944
Q1261537,Q868199
Q1261648,Q1137291
Q1261664,Q593360
Q1261791,Q2511641
Q1261924,Q868199
Q1261934,Q310465
Q1261963,Q637533
Q1261990,Q786422
Q1261995,Q2465028
Q1262002,Q728674
Q1262057,Q1608770
Q1262062,Q132736
Q1262071,Q853653
Q1262103,Q575930
Q1262114,Q1988524
Q1262138,Q736322
Q1262147,Q1573935
Q1262172,Q1127757
Q1262284,Q858186
Q1262303,Q198823
Q1262312,Q858186
Q1262324,Q743573
Q1262382,Q2293807
Q1262511,Q132736
Q1262552,Q743573
Q1262561,Q743573
Q1262633,Q786045
Q1262651,Q1083213
Q12626543,Q2046834
Q1262730,Q10794759
Q1262824,Q531118
Q1262906,Q575930
Q1262940,Q637533
Q1262955,Q860944
Q12629839,Q899705
Q1263014,Q786045
Q1263031,Q740872
Q1263043,Q198823
Q1263086,Q764211
Q12631348,Q21291059
Q12631395,Q3758978
Q12631396,Q3758978
Q12631398,Q3758978
Q1263163,Q10764422
Q1263186,Q10751282
Q1263194,Q1232156
Q1263241,Q13426919
Q1263247,Q786422
Q1263294,Q1089119
Q1263310,Q990759
Q1263328,Q743573
Q1263350,Q853979
Q1263425,Q10792275
Q12634279,Q7512165
Q1263469,Q853653
Q1263508,Q990759
Q1263584,Q1572676
Q1263591,Q868199
Q1263624,Q736322
Q1263683,Q764211
Q1263712,Q2054278
Q1263733,Q743573
Q1263754,Q975809
Q1263790,Q975809
Q1263833,Q990759
Q1263893,Q786422
Q1263925,Q2061919
Q1263936,Q1988524
Q1263986,Q1608770
Q1264019,Q198823
Q1264159,Q132736
Q1264166,Q198823
Q1264209,Q869404
Q1264261,Q620213
Q12642882,Q2576337
Q12642883,Q2576337
Q12642884,Q2576337
Q12642885,Q2576337
Q12642886,Q2576337
Q12642888,Q2576337
Q12642889,Q2576337
Q12643590,Q18789
Q12643602,Q49155923
Q1264388,Q853979
Q1264409,Q2663394
Q1264492,Q15883070
Q1264536,Q743573
Q1264567,Q310465
Q1264627,Q860944
Q1264696,Q1608770
Q1264712,Q736322
Q1264739,Q575930
Q1264782,Q198823
Q1264916,Q751299
Q1264971,Q198823
Q1265046,Q2103813
Q1265122,Q1089119
Q1265154,Q743573
Q1265165,Q10832170
Q1265250,Q304580
Q1265260,Q76408
Q1265278,Q1608770
Q1265346,Q1608770
Q1265381,Q220705
Q1265442,Q198823
Q1265532,Q13854304
Q1265549,Q786045
Q1265557,Q728674
Q1265592,Q1573935
Q1265652,Q2312123
Q1265686,Q858186
Q1265766,Q10809431
Q1265785,Q575930
Q1265803,Q637533
Q1265936,Q517533
Q1265972,Q743573
Q1266081,Q786045
Q1266113,Q777139
Q1266228,Q481579
Q1266317,Q777139
Q1266419,Q786422
Q1266427,Q10732443
Q1266506,Q746658
Q1266639,Q829334
Q1266720,Q1127757
Q1266771,Q2465028
Q1266791,Q860944
Q1266800,Q1080907
Q1266857,Q198823
Q1266895,Q648113
Q1267239,Q637533
Q1267269,Q1608770
Q1267313,Q575930
Q1267347,Q777139
Q1267371,Q1089119
Q1267391,Q310465
Q1267401,Q1089119
Q1267407,Q1089119
Q1267453,Q733306
Q1267482,Q835525
Q1267488,Q132736
Q1267551,Q906152
Q1267582,Q648781
Q1267601,Q740872
Q1267636,Q786422
Q1267644,Q777139
Q1267654,Q10750772
Q1267686,Q27515
Q1267696,Q286072
Q1267770,Q2191457
Q1267780,Q853979
Q1267915,Q2296751
Q1267937,Q598825
Q1267945,Q76408
Q1267955,Q648113
Q1267974,Q2296751
Q1267993,Q743573
Q1268078,Q135851
Q1268088,Q786045
Q1268100,Q743573
Q1268116,Q198823
Q1268135,Q869407
Q1268156,Q786422
Q1268205,Q1573935
Q1268218,Q786045
Q1268240,Q1088357
Q1268282,Q2220919
Q1268308,Q728674
Q1268366,Q133807
Q1268385,Q777139
Q1268404,Q777139
