Source,Target 
Q27616840,Q1264527
Q27616841,Q1264527
Q27616842,Q1264527
Q27616843,Q1264527
Q27616844,Q1264527
Q27616845,Q1264527
Q27616846,Q1264527
Q27616847,Q1264527
Q27616848,Q1264527
Q27616849,Q1272035
Q27616850,Q1272035
Q27616851,Q1272035
Q27616852,Q1272035
Q27616853,Q1272035
Q27616854,Q1272035
Q27616855,Q1272035
Q27616856,Q1272035
Q27616857,Q1272035
Q27616858,Q1272035
Q27616859,Q1272035
Q27616860,Q1268716
Q27616861,Q1268716
Q27616862,Q1266107
Q27616863,Q1266107
Q27616864,Q1266107
Q27616865,Q1266107
Q27616866,Q1266107
Q27616867,Q1266107
Q27616868,Q1266107
Q27616869,Q1266107
Q27616870,Q1266107
Q27616871,Q1266107
Q27616872,Q3726485
Q27616873,Q3726485
Q27616874,Q903916
Q27616875,Q903916
Q27616876,Q903916
Q27616877,Q1271974
Q27616878,Q1271974
Q27616879,Q1271974
Q27616880,Q1271974
Q27616881,Q1271974
Q27616882,Q1271974
Q27616883,Q1262945
Q27616884,Q1262945
Q27616885,Q1262945
Q27616886,Q1262945
Q27616962,Q839235
Q27616963,Q839235
Q27616964,Q839235
Q27616965,Q839235
Q27616966,Q606781
Q27616968,Q606781
Q27616969,Q606781
Q27616970,Q606781
Q27616971,Q606781
Q27616972,Q606781
Q27616973,Q1272878
Q27616974,Q1272878
Q27616975,Q1272878
Q27616976,Q1272878
Q27616977,Q1272878
Q27616978,Q1272878
Q27616979,Q1272878
Q27616980,Q1272878
Q27616982,Q1272878
Q27616983,Q1272878
Q27616984,Q1274502
Q27616985,Q1274502
Q27616986,Q903968
Q27616987,Q903968
Q27616988,Q903968
Q27616989,Q903968
Q27616990,Q903968
Q27616991,Q903968
Q27616992,Q903968
Q27616993,Q903968
Q27616994,Q903968
Q27616996,Q903968
Q27616997,Q903968
Q27616998,Q903968
Q27617000,Q931633
Q27617001,Q931633
Q27617002,Q931633
Q27617003,Q931633
Q27617004,Q910301
Q27617006,Q910301
Q27617007,Q910301
Q27617042,Q571306
Q27617043,Q571306
Q27617044,Q571306
Q27617045,Q571306
Q27617046,Q571306
Q27617047,Q571306
Q27617048,Q571306
Q27617049,Q571306
Q27617054,Q909211
Q27617055,Q909211
Q27617056,Q909211
Q27617057,Q909211
Q27617058,Q909211
Q27617139,Q1270857
Q27617140,Q1270857
Q27617141,Q1270857
Q27617142,Q1270857
Q27617143,Q1270857
Q27617144,Q1270857
Q27617145,Q1262127
Q27617147,Q1262127
Q27617148,Q863581
Q27617149,Q863581
Q27617150,Q863581
Q27617151,Q863581
Q27617152,Q863581
Q27617153,Q863581
Q27617154,Q863581
Q27617155,Q863581
Q27617157,Q863581
Q27617158,Q863581
Q27617159,Q863581
Q27617160,Q863581
Q27617161,Q1269768
Q27617162,Q1269768
Q27617164,Q1076012
Q27617165,Q1076012
Q27617166,Q1076012
Q27617167,Q1076012
Q27617169,Q1076015
Q27617170,Q1076015
Q27617171,Q1076015
Q27617172,Q840174
Q27617173,Q840174
Q27617174,Q840174
Q27617175,Q840174
Q27617177,Q1266146
Q27617178,Q1266146
Q27617179,Q1266146
Q27617180,Q1266146
Q27617181,Q1266146
Q27617183,Q372834
Q27617184,Q372834
Q27617185,Q372834
Q27617186,Q372834
Q27617187,Q372834
Q27617188,Q372834
Q27617189,Q372834
Q27617190,Q372834
Q27617191,Q543291
Q27617192,Q543291
Q27617194,Q543291
Q27617195,Q1269054
Q27617196,Q1269054
Q27617197,Q1269054
Q27617198,Q1262123
Q27617199,Q1262123
Q27617201,Q1262123
Q27617202,Q1261013
Q27617203,Q1261013
Q27617204,Q903087
Q27617206,Q903087
Q27617208,Q903087
Q27617209,Q903087
Q27617210,Q1076020
Q27617211,Q1076020
Q27617212,Q1268649
Q27617213,Q1268649
Q27617214,Q1268649
Q27617215,Q1268649
Q27617216,Q1268649
Q27617217,Q1076035
Q27617218,Q1076035
Q27617219,Q1193392
Q27617220,Q1193392
Q27617221,Q1193392
Q27617222,Q1193392
Q27617223,Q1193392
Q27617224,Q1193392
Q27617225,Q1193392
Q27617226,Q903493
Q27617227,Q903493
Q27617228,Q903493
Q27617229,Q903493
Q27617230,Q903493
Q27617239,Q903045
Q27617240,Q903045
Q27617241,Q903045
Q27617242,Q903045
Q27617243,Q903045
Q27617245,Q903045
Q27617247,Q903045
Q27617248,Q903045
Q27617249,Q903045
Q27617250,Q903045
Q27617252,Q903045
Q27617254,Q903045
Q27617255,Q903045
Q27617256,Q903045
Q27617257,Q903045
Q27617258,Q903045
Q27617259,Q903045
Q27617262,Q903045
Q27617263,Q1263966
Q27617265,Q1263966
Q27617266,Q1273001
Q27617268,Q1273001
Q27617269,Q576662
Q27617270,Q576662
Q27617387,Q1261334
Q27617388,Q1261334
Q27617390,Q1267305
Q27617392,Q1267305
Q27617393,Q1267305
Q27617395,Q589704
Q27617396,Q589704
Q27617398,Q589704
Q27617399,Q589704
Q27617461,Q859634
Q27617463,Q859634
Q27617464,Q859634
Q27617466,Q859634
Q27617467,Q1006669
Q27617470,Q1006669
Q27617471,Q1006669
Q27617473,Q1006669
Q27617474,Q1263332
Q27617475,Q1263332
Q27617477,Q1267214
Q27617479,Q1267214
Q27617480,Q1267214
Q27617481,Q1267214
Q27617483,Q1267214
Q27617572,Q1272924
Q27617575,Q1272924
Q27617576,Q1272924
Q27617578,Q1272924
Q27617579,Q742709
Q27617581,Q742709
Q27617582,Q742709
Q27617583,Q742709
Q27617585,Q742709
Q27617586,Q1265748
Q27617588,Q1265748
Q27617589,Q581571
Q27617590,Q581571
Q27617592,Q1265391
Q27617594,Q1265391
Q27617595,Q557610
Q27617596,Q557610
Q27617598,Q1268150
Q27617599,Q1268150
Q27617601,Q1268150
Q27617602,Q1268150
Q27617603,Q1268150
Q27617605,Q574776
Q27617606,Q574776
Q27617608,Q1038313
Q27617609,Q1038313
Q27617611,Q15707880
Q27617612,Q15707880
Q27617616,Q790515
Q27617618,Q790515
Q27617643,Q1274102
Q27617645,Q1274102
Q27617646,Q1262833
Q27617648,Q1262833
Q27617649,Q1262833
Q27617651,Q1262833
Q27617652,Q1262833
Q27617893,Q903053
Q27617895,Q903053
Q27617896,Q942420
Q27617897,Q942420
Q27617899,Q942420
Q27617900,Q942420
Q27617902,Q942420
Q27617903,Q942420
Q27617905,Q903123
Q27617906,Q903123
Q27617908,Q902710
Q27617909,Q902710
Q27617910,Q902710
Q27617912,Q902710
Q27617914,Q686477
Q27617915,Q686477
Q27617944,Q1262200
Q27617945,Q1262200
Q27617946,Q1262200
Q27617948,Q973602
Q27617950,Q973602
Q27617951,Q1258983
Q27617953,Q1258983
Q27617954,Q1270817
Q27617956,Q1270817
Q27617957,Q1268434
Q27617958,Q1268434
Q27617960,Q1268434
Q27617961,Q1267260
Q27617963,Q1267260
Q27617964,Q1260582
Q27617966,Q1260582
Q27617967,Q907845
Q27617968,Q907845
Q27617970,Q907845
Q27619505,Q757013
Q27619506,Q757013
Q27619508,Q757013
Q27619510,Q1188350
Q27619511,Q1188350
Q27620449,Q1300780
Q27620784,Q1307621
Q27620786,Q1307621
Q27620787,Q1307621
Q27620789,Q1307621
Q27620790,Q1307621
Q27620791,Q1307621
Q27620793,Q1306497
Q27620794,Q1306497
Q27620795,Q1306497
Q27620905,Q26537
Q27620907,Q26537
Q27620908,Q26537
Q27620910,Q26537
Q27620911,Q26537
Q27620913,Q26537
Q27620914,Q26537
Q27620916,Q26537
Q27620917,Q26537
Q27620919,Q26537
Q27620920,Q26537
Q27620922,Q968830
Q27620924,Q968830
Q27620925,Q738724
Q27620926,Q738724
Q27620928,Q738724
Q27621738,Q537579
Q27621740,Q537579
Q27621741,Q537579
Q27621744,Q1590584
Q27621746,Q1590584
Q27621748,Q1590584
Q27621749,Q1590584
Q27621751,Q1588787
Q27621753,Q1588787
Q27621754,Q1588787
Q27621755,Q1588787
Q27621757,Q1590824
Q27621758,Q1590824
Q27621760,Q512812
Q27621761,Q512812
Q27621763,Q512812
Q27621764,Q512812
Q27621766,Q512812
Q27621767,Q512812
Q27621768,Q2667730
Q27621770,Q2667730
Q27621771,Q2667730
Q27621772,Q2667730
Q27621774,Q2667730
Q27621775,Q1302920
Q27621777,Q1302920
Q27621778,Q1302920
Q27621779,Q1302920
Q27621781,Q1302920
Q27621782,Q1302920
Q27621784,Q1302920
Q27621785,Q1302920
Q27621786,Q1302920
Q27621788,Q2667740
Q27621790,Q2667740
Q27621791,Q2667740
Q27621793,Q2667740
Q27621794,Q1303897
Q27621795,Q1303897
Q27621797,Q1303897
Q27621798,Q1303897
Q27621800,Q1318023
Q27621802,Q1318023
Q27621803,Q1318023
Q27621805,Q1318023
Q27621806,Q1588260
Q27621807,Q1588260
Q27621809,Q1586476
Q27621810,Q1586476
Q27621812,Q2667675
Q27621813,Q2667675
Q27621815,Q2667675
Q27621816,Q2667675
Q27621817,Q2667675
Q27621819,Q2667675
Q27621820,Q2667675
Q27621822,Q2667675
Q27621823,Q2667675
Q27621824,Q2667675
Q27621826,Q2667675
Q27621828,Q2667675
Q27621829,Q1590852
Q27621831,Q1590852
Q27621832,Q1590852
Q27621834,Q596266
Q27621835,Q596266
Q27621837,Q596266
Q27621838,Q596266
Q27621839,Q596266
Q27621841,Q2667703
Q27621842,Q2667703
Q27621844,Q2667703
Q27621845,Q2667703
Q27621846,Q2667703
Q27621848,Q2667703
Q27621850,Q2667703
Q27621851,Q2667703
Q27621852,Q2667703
Q27621854,Q2667703
Q27621855,Q2667703
Q27621857,Q2667703
Q27621858,Q2667703
Q27621860,Q2667703
Q27621870,Q1588139
Q27621871,Q1588139
Q27621873,Q1588139
Q27621874,Q1588139
Q27621876,Q1588139
Q27621877,Q2667746
Q27621879,Q2667746
Q27621880,Q2667746
Q27621881,Q2667746
Q27621883,Q2667746
Q27621884,Q2667746
Q27621886,Q2667684
Q27621887,Q2667684
Q27621888,Q2667684
Q27621890,Q2667684
Q27622513,Q3726802
Q27622514,Q3726802
Q27622516,Q541440
Q27622517,Q541440
Q27622518,Q541440
Q27622520,Q541440
Q27622521,Q541440
Q27622523,Q541440
Q27622524,Q541440
Q27622526,Q541440
Q27622527,Q541440
Q27622529,Q541440
Q27622530,Q568512
Q27622532,Q568512
Q27622533,Q22117249
Q27622534,Q22117249
Q27622536,Q22117249
Q27622537,Q22117249
Q27622539,Q22117249
Q27622540,Q22117249
Q27622542,Q22117249
Q27622543,Q22117249
Q27622545,Q22117249
Q27622546,Q22117249
Q27622548,Q1074163
Q27622549,Q1074163
Q27622551,Q1074163
Q27622552,Q2066661
Q27622553,Q2066661
Q27622555,Q2066661
Q27622557,Q903024
Q27622558,Q903024
Q27622560,Q903024
Q27622561,Q903024
Q27622562,Q903024
Q27622564,Q942170
Q27622565,Q942170
Q27622686,Q1190650
Q27622687,Q1190650
Q27623366,Q26135
Q27623367,Q26135
Q27624488,Q775394
Q27624489,Q775394
Q27624490,Q1059968
Q27624491,Q1059968
Q27624503,Q631350
Q27624504,Q631350
Q27624505,Q631350
Q27624506,Q2671352
Q27624507,Q2671352
Q27624508,Q2671352
Q27624526,Q25429
Q27624527,Q25429
Q27624529,Q25429
Q27624530,Q25429
Q27624532,Q25429
Q27624533,Q25429
Q27624534,Q25429
Q27624535,Q25429
Q27624536,Q1036824
Q27624537,Q1036824
Q27624538,Q1036824
Q27624539,Q767050
Q27624540,Q767050
Q27624541,Q767050
Q27624542,Q767050
Q27624543,Q767050
Q27624544,Q767050
Q27624545,Q767050
Q27624546,Q938692
Q27624547,Q938692
Q27624548,Q992097
Q27624549,Q992097
Q27624550,Q375793
Q27624551,Q375793
Q27624552,Q767065
Q27624553,Q767065
Q27624571,Q26055
Q27624572,Q26055
Q27624573,Q26055
Q27624574,Q728235
Q27624575,Q728235
Q27624576,Q728235
Q27624577,Q1466513
Q27624578,Q1466513
Q27624579,Q1589215
Q27624581,Q1589215
Q27624582,Q1589215
Q27624583,Q1589215
Q27624584,Q1589215
Q27624585,Q1589215
Q27624586,Q781535
Q27624587,Q781535
Q27624588,Q3136315
Q27624589,Q3136315
Q27624590,Q3136315
Q27624591,Q27075446
Q27624592,Q27075446
Q27624593,Q27075446
Q27624594,Q27075446
Q27624595,Q27075446
Q27624596,Q27075446
Q27624597,Q27075446
Q27624598,Q27075446
Q27624599,Q1591061
Q27624600,Q1591061
Q27624601,Q1591061
Q27624602,Q1591061
Q27624603,Q2668013
Q27624604,Q2668013
Q27624605,Q2668013
Q27624606,Q1591775
Q27624607,Q1591775
Q27624608,Q1591775
Q27624609,Q1591775
Q27624610,Q1591775
Q27624611,Q1587890
Q27624612,Q1587890
Q27624613,Q1587890
Q27624614,Q1587890
Q27624615,Q1587890
Q27624616,Q1587890
Q27624617,Q2667779
Q27624618,Q2667779
Q27624767,Q1305790
Q27624768,Q1305790
Q27624769,Q1305790
Q27624770,Q248607
Q27624771,Q248607
Q27624772,Q248607
Q27624773,Q2668148
Q27624774,Q2668148
Q27625110,Q19682735
Q27625111,Q19682735
Q27628706,Q700028
Q27628707,Q700028
Q27628709,Q700028
Q27628710,Q700028
Q27628712,Q700028
Q27628713,Q700028
Q27628714,Q700028
Q27628716,Q700028
Q27628717,Q700028
Q27628719,Q1303396
Q27628720,Q1303396
Q27628722,Q795545
Q27628723,Q795545
Q27628725,Q795545
Q27628726,Q795545
Q27628728,Q795545
Q27628729,Q795545
Q27628730,Q795545
Q27628732,Q795545
Q27628733,Q795545
Q27628735,Q795545
Q27628738,Q795545
Q27628739,Q795545
Q27628741,Q905178
Q27628742,Q905178
Q27628744,Q2226282
Q27628745,Q2226282
Q27628747,Q2226282
Q27628749,Q596250
Q27628751,Q596250
Q27628752,Q2225846
Q27628754,Q2225846
Q27628755,Q2225846
Q27628758,Q2225846
Q27628759,Q2225846
Q27628761,Q2225846
Q27628762,Q2225846
Q27628764,Q2225846
Q27628765,Q2488433
Q27628767,Q2488433
Q27628768,Q2488433
Q27628769,Q2488433
Q27628770,Q2488433
Q27628772,Q2488433
Q27628773,Q2488433
Q27628775,Q2488433
Q27628776,Q795625
Q27628778,Q795625
Q27628779,Q795625
Q27628780,Q795625
Q27628782,Q795625
Q27628783,Q795625
Q27628784,Q795625
Q27628786,Q795625
Q27628787,Q795625
Q27628789,Q2227428
Q27628790,Q2227428
Q27628791,Q2227428
Q27628793,Q2227428
Q27628794,Q2227428
Q27628796,Q1923087
Q27628797,Q1923087
Q27628798,Q1923087
Q27628800,Q1923113
Q27628801,Q1923113
Q27628803,Q1923113
Q27628804,Q1923098
Q27628805,Q1923098
Q27628807,Q1923098
Q27628808,Q1923098
Q27628810,Q1923563
Q27628811,Q1923563
Q27628812,Q1923563
Q27628814,Q1923563
Q27628815,Q1923563
Q27628817,Q1923563
Q27628820,Q1923563
Q27628822,Q1923445
Q27628824,Q1923445
Q27628825,Q1923445
Q27628827,Q643746
Q27628830,Q1923092
Q27628832,Q1923092
Q27628833,Q1923092
Q27628836,Q1923092
Q27628837,Q1923092
Q27628840,Q1923092
Q27628841,Q1923120
Q27628843,Q1923120
Q27628844,Q1923120
Q27628845,Q2226191
Q27628847,Q2226191
Q27628848,Q1923538
Q27628849,Q1923538
Q27628852,Q1923538
Q27628853,Q1923538
Q27628855,Q1923538
Q27628856,Q24997849
Q27628858,Q24997849
Q27628859,Q2225766
Q27628861,Q2225766
Q27628862,Q2225766
Q27628863,Q1319474
Q27628865,Q1319474
Q27628866,Q1319474
Q27628869,Q1319474
Q27628870,Q1319474
Q27628872,Q1319474
Q27628873,Q1319474
Q27628875,Q313394
Q27628876,Q313394
Q27628878,Q313394
Q27628880,Q313394
Q27628881,Q313394
Q27628882,Q313394
Q27628884,Q313394
Q27628885,Q313394
Q27628886,Q313394
Q27628888,Q313394
Q27628889,Q313394
Q27628890,Q313394
Q27628893,Q313394
Q27628894,Q3178456
Q27628895,Q3178456
Q27628897,Q3178456
Q27628898,Q3178456
Q27628899,Q3178456
Q27628901,Q3178456
Q27628902,Q12269418
Q27628904,Q12269418
Q27628905,Q2668026
Q27628906,Q2668026
Q27628908,Q2668026
Q27628910,Q2668026
Q27628911,Q2668026
Q27628913,Q2668026
Q27628914,Q2668026
Q27628916,Q2668026
Q27628917,Q2668026
Q27628919,Q2668026
Q27628920,Q2668026
Q27628922,Q2668026
Q27628923,Q2668026
Q27628925,Q3073755
Q27628926,Q3073755
Q27628927,Q3073755
Q27628929,Q3073755
Q27628930,Q3073755
Q27628931,Q3073755
Q27628934,Q1061897
Q27628935,Q1061897
Q27628938,Q1061897
Q27628939,Q3179439
Q27628941,Q3179439
Q27628942,Q3179439
Q27628943,Q3179439
Q27628945,Q3179439
Q27628946,Q3179439
Q27628972,Q27471
Q27628973,Q27471
Q27628974,Q27471
Q27628976,Q27471
Q27628978,Q26657
Q27628979,Q26657
Q27628983,Q26657
Q27628984,Q26657
Q27628985,Q26657
Q27628987,Q26657
Q27628988,Q26657
Q27628989,Q26657
Q27628991,Q26657
Q27628992,Q26657
Q27628994,Q1063246
Q27628996,Q1063246
Q27628997,Q1063246
Q27628999,Q1063246
Q27629000,Q1063246
Q27629002,Q576050
Q27629003,Q576050
Q27629004,Q576050
Q27629006,Q1314731
Q27629007,Q1314731
Q27629009,Q1315318
Q27629011,Q1315318
Q27629012,Q1315318
Q27629014,Q1317483
Q27629015,Q1317483
Q27629544,Q940954
Q27629546,Q940954
Q27629548,Q940954
Q27629549,Q940954
Q27629550,Q940954
Q27629552,Q637143
Q27629553,Q637143
Q27629555,Q637143
Q27629556,Q637143
Q27629558,Q637143
Q27629559,Q637143
Q27629561,Q637143
Q27630489,Q605720
Q27630494,Q605720
Q27630497,Q605720
Q27630501,Q605720
Q27630506,Q2110987
Q27630511,Q2110987
Q27630514,Q948662
Q27630517,Q948662
Q27630522,Q3314356
Q27630527,Q3314356
Q27630530,Q3314356
Q27630533,Q2065773
Q27630534,Q2065773
Q27630536,Q2065773
Q27630538,Q3315569
Q27630541,Q517230
Q27630542,Q517230
Q27630545,Q517230
Q27630546,Q517230
Q27630548,Q517230
Q27630550,Q517230
Q27630551,Q517230
Q27630553,Q517230
Q27630555,Q517230
Q27630556,Q517230
Q27630559,Q517230
Q27630560,Q517230
Q27630561,Q517230
Q27630564,Q1305187
Q27630566,Q1305187
Q27630569,Q3315397
Q27630570,Q3315397
Q27630573,Q657815
Q27630574,Q657815
Q27630577,Q657815
Q27630578,Q657815
Q27630581,Q657815
Q27630582,Q657815
Q27630584,Q657815
Q27630586,Q2483492
Q27630587,Q2483492
Q27630589,Q2483492
Q27630590,Q2483492
Q27630592,Q2483492
Q27630597,Q2483492
Q27630599,Q2483492
Q27630600,Q2483492
Q27630602,Q2483492
Q27630603,Q2483492
Q27630605,Q2483492
Q27630606,Q3728750
Q27630608,Q3728750
Q27630610,Q3728750
Q27630611,Q3302619
Q27630613,Q3302619
Q27630614,Q3302619
Q27630623,Q337416
Q27630625,Q337416
Q27630626,Q337416
Q27630628,Q337416
Q27630630,Q337416
Q27630631,Q337416
Q27630632,Q337416
Q27630633,Q715819
Q27630635,Q715819
Q27630636,Q715819
Q27630638,Q1262207
Q27630639,Q1262207
Q27630641,Q1262207
Q27630642,Q1262207
Q27630644,Q116667
Q27630645,Q116667
Q27630647,Q1881975
Q27630648,Q1881975
Q27630650,Q1881975
Q27630651,Q18229940
Q27630653,Q18229940
Q27630670,Q25469
Q27630671,Q25469
Q27630673,Q25469
Q27630674,Q25469
Q27630675,Q25469
Q27630677,Q25469
Q27630678,Q25469
Q27630679,Q25469
Q27630681,Q25469
Q27630682,Q25469
Q27630683,Q25469
Q27630685,Q25469
Q27630689,Q2733541
Q27630691,Q2733541
Q27630692,Q2733541
Q27630693,Q240445
Q27630695,Q240445
Q27630696,Q240445
Q27630697,Q240445
Q27630699,Q2668344
Q27630700,Q2668344
Q27630702,Q1588010
Q27630703,Q1588010
Q27630704,Q1588010
Q27630706,Q1588010
Q27630707,Q2964580
Q27630708,Q2964580
Q27630710,Q933321
Q27630711,Q933321
Q27630713,Q908219
Q27630714,Q908219
Q27630717,Q908219
Q27630719,Q3316484
Q27630721,Q3316484
Q27630723,Q27075610
Q27630724,Q27075610
Q27632968,Q1588957
Q27632970,Q1588957
Q27632973,Q1067137
Q27632976,Q1067137
Q27632979,Q73848
Q27632982,Q73848
Q27632984,Q73848
Q27632987,Q73848
Q27632989,Q73848
Q27632991,Q73848
Q27632994,Q73848
Q27632996,Q73848
Q27632999,Q875931
Q27633001,Q875931
Q27633003,Q875931
Q27633007,Q602806
Q27633010,Q602806
Q27633012,Q1092295
Q27633015,Q1092295
Q27633017,Q795655
Q27633020,Q795655
Q27633022,Q339470
Q27633025,Q339470
Q27633029,Q1868513
Q27633031,Q1868513
Q27633034,Q1868513
Q27633036,Q933231
Q27633038,Q933231
Q27633041,Q933231
Q27633044,Q785583
Q27633047,Q785583
Q27633049,Q785583
Q27633051,Q785583
Q27633053,Q785583
Q27633056,Q785583
Q27633058,Q785583
Q27633061,Q785583
Q27633063,Q785583
Q27633066,Q785583
Q27633068,Q785583
Q27633070,Q785583
Q27633073,Q785583
Q27633075,Q785583
Q27633078,Q785583
Q27633080,Q785583
Q27633083,Q785583
Q27633085,Q997454
Q27633088,Q997454
Q27633090,Q997454
Q27633093,Q997454
Q27633095,Q997454
Q27633099,Q905057
Q27633101,Q3026823
Q27633104,Q3026823
Q27633107,Q3026823
Q27633110,Q3026823
Q27633112,Q3026823
Q27633117,Q1871298
Q27633119,Q1871298
Q27633121,Q1871298
Q27633125,Q1871298
Q27633127,Q1871298
Q27633130,Q3026839
Q27633133,Q3026839
Q27633135,Q3026822
Q27633138,Q3026822
Q27633140,Q3026822
Q27633143,Q3026822
Q27633145,Q3026822
Q27633147,Q3026822
Q27633149,Q3026822
Q27633152,Q3026822
Q27633154,Q3026822
Q27633156,Q3026822
Q27633159,Q3026822
Q27633162,Q2668255
Q27633166,Q2668255
Q27633170,Q3026826
Q27633172,Q3026826
Q27633176,Q3026826
Q27633178,Q1302403
Q27633180,Q1302403
Q27633184,Q1302403
Q27633187,Q73776
Q27633190,Q73776
Q27633193,Q73776
Q27633195,Q73776
Q27633198,Q538383
Q27633201,Q538383
Q27633203,Q538383
Q27633205,Q538383
Q27633209,Q522402
Q27633212,Q522402
Q27633214,Q522402
Q27633217,Q522402
Q27633219,Q522402
Q27633222,Q1441623
Q27633224,Q1441623
Q27633226,Q1441623
Q27633229,Q1441623
Q27633231,Q1441623
Q27633234,Q1441623
Q27633236,Q1441623
Q27633239,Q1441623
Q27633241,Q73836
Q27633243,Q73836
Q27633246,Q73836
Q27633248,Q73836
Q27633251,Q590200
Q27633253,Q590200
Q27633255,Q590200
Q27633258,Q590200
Q27633260,Q590200
Q27633263,Q590200
Q27633266,Q73773
Q27633270,Q73773
Q27633312,Q542925
Q27633315,Q542925
Q27633317,Q73567
Q27633320,Q73567
Q27633322,Q73567
Q27633325,Q73567
Q27633327,Q73567
Q27633329,Q73567
Q27633332,Q73567
Q27633335,Q73567
Q27633337,Q73567
Q27633339,Q73567
Q27633342,Q73567
Q27633344,Q73567
Q27633347,Q73567
Q27633349,Q73567
Q27633380,Q839914
Q27633382,Q839914
Q27633384,Q839914
Q27633387,Q839914
Q27633389,Q839914
Q27633391,Q839914
Q27633394,Q839914
Q27633397,Q839914
Q27633399,Q839914
Q27633879,Q2216514
Q27633881,Q2216514
Q27633897,Q1809611
Q27633899,Q1809611
Q27633901,Q1809611
Q27633904,Q1809611
Q27633906,Q1809611
Q27633908,Q1809611
Q27633950,Q2454690
Q27633952,Q2454690
Q27633955,Q2454690
Q27633957,Q2454690
Q27633959,Q2454690
Q27633962,Q2454690
Q27633964,Q2454690
Q27633965,Q2454690
Q27633968,Q2454690
Q27633970,Q2454690
Q27633973,Q73760
Q27633976,Q73760
Q27633978,Q73760
Q27633980,Q73760
Q27633982,Q73760
Q27633985,Q73760
Q27633987,Q73760
Q27633989,Q73760
Q27633992,Q73760
Q27633994,Q73760
Q27633996,Q73760
Q27633998,Q73760
Q27634000,Q73760
Q27634002,Q73760
Q27634013,Q863101
Q27634015,Q863101
Q27634017,Q863101
Q27634020,Q863101
Q27634022,Q863101
Q27634024,Q863101
Q27634026,Q863101
Q27634028,Q863101
Q27634030,Q863101
Q27634038,Q73779
Q27634040,Q73779
Q27634059,Q1067932
Q27634061,Q1067932
Q27634063,Q1067932
Q27634066,Q773105
Q27634068,Q773105
Q27634070,Q773105
Q27634073,Q773105
Q27634075,Q773105
Q27634549,Q917082
Q27634551,Q917082
Q27635259,Q25383
Q27635262,Q25383
Q27635263,Q25383
Q27635264,Q25383
Q27635265,Q25383
Q27635267,Q25383
Q27635268,Q25383
Q27635269,Q25383
Q27635271,Q25383
Q27635272,Q25383
Q27635274,Q25383
Q27635275,Q25383
Q27635277,Q25383
Q27635278,Q25383
Q27635279,Q25383
Q27635281,Q25383
Q27636021,Q1552323
Q27636022,Q1552323
Q27636023,Q1552323
Q27636026,Q1552323
Q27636027,Q1552323
Q27636028,Q1552323
Q27636374,Q787047
Q27636376,Q787047
Q27636711,Q27220
Q27636712,Q27220
Q27636714,Q26205
Q27636715,Q26205
Q27636717,Q26205
Q27636718,Q221423
Q27636719,Q221423
Q27636721,Q205491
Q27636722,Q205491
Q27636723,Q205491
Q27636725,Q205491
Q27636726,Q205491
Q27636728,Q205491
Q27636729,Q1011320
Q27636730,Q1011320
Q27636731,Q1011320
Q27636732,Q1011320
Q27636733,Q1011320
Q27636734,Q1076007
Q27636736,Q1076007
Q27636737,Q1076007
Q27636738,Q1076007
Q27636739,Q1076007
Q27636741,Q648313
Q27636742,Q648313
Q27636744,Q648313
Q27636745,Q265701
Q27636746,Q265701
Q27636748,Q1193031
Q27636749,Q1193031
Q27636750,Q1193031
Q27636752,Q2742585
Q27636753,Q2742585
Q27636754,Q259826
Q27636756,Q259826
Q27636757,Q259826
Q27636758,Q1034950
Q27636759,Q1034950
Q27636761,Q1034950
Q27636763,Q1034950
Q27636764,Q1034950
Q27636766,Q3726265
Q27636767,Q3726265
Q27636768,Q3726265
Q27636770,Q3726265
Q27636771,Q3726265
Q27636773,Q3726265
Q27636774,Q3726265
Q27636775,Q3726265
Q27636777,Q3726265
Q27636778,Q3726265
Q27636779,Q1586230
Q27636781,Q1586230
Q27636782,Q1586230
Q27636783,Q1193779
Q27636784,Q1193779
Q27636786,Q335535
Q27636787,Q335535
Q27636789,Q901933
Q27636791,Q901933
Q27636792,Q901933
Q27636794,Q901933
Q27636795,Q1302962
Q27636796,Q1302962
Q27636797,Q1302962
Q27636799,Q1302962
Q27636800,Q2668354
Q27636801,Q2668354
Q27636802,Q1190674
Q27636804,Q1190674
Q27636805,Q1190674
Q27636807,Q1586258
Q27636808,Q1586258
Q27636811,Q1314178
Q27636812,Q1314178
Q27636813,Q1314178
Q27636814,Q1314178
Q27636816,Q1589261
Q27636818,Q1589261
Q27636819,Q26961
Q27636821,Q26961
Q27636822,Q26961
Q27636823,Q26961
Q27636824,Q26961
Q27636826,Q26961
Q27636827,Q26961
Q27636828,Q26961
Q27636830,Q26961
Q27636831,Q26961
Q27636832,Q26961
Q27636834,Q26961
Q27636835,Q26961
Q27636836,Q26961
Q27636838,Q26961
Q27636839,Q26961
Q27636840,Q26961
Q27636842,Q26961
Q27636843,Q26961
Q27636924,Q587505
Q27636927,Q587505
Q27636928,Q587505
Q27636930,Q587505
Q27636933,Q587505
Q27636937,Q587505
Q27636939,Q587505
Q27636943,Q587505
Q27636944,Q587505
Q27636946,Q587505
Q27636949,Q587505
Q27636953,Q587505
Q27636954,Q587505
Q27636956,Q587505
Q27636961,Q587505
Q27636962,Q587505
Q27636963,Q587505
Q27636964,Q587505
Q27636967,Q587505
Q27636968,Q587505
