id	en_name	ja_name	en_aliases	ja_aliases	img_urls	taxon_rank	taxon_name	parent_taxon	BirdJPBookDB__data_audio_id	BirdJPBookDB__data_birdname	BirdResearchDB_label01_32k_audio_id	BirdResearchDB_label01_32k_birdname	JP	Research
Q177798	Japanese Tit	シジュウカラ	{'0': 'Parus minor'}	{'0': 'イシガキシジュウカラ', '1': '四十雀', '2': 'アマミシジュウカラ', '3': 'オキナワシジュウカラ'}	{'0': 'https://www.wikidata.org/wiki/Q177798#/media/File:Parus%20minor%20male.JPG', '1': 'https://www.wikidata.org/wiki/Q177798#/media/File:Parus%20minor%20female.JPG'}	Q7432	Parus minor	Q719380	5_35	イシガキシジュウカラ	data01/shijuukara_0806_hyogo_kaji.0003.wav	シジュウカラ	1	1
Q28106731	Northern Shoveler	ハシビロガモ	{'0': 'Spatula clypeata'}	{}	{'0': 'https://www.wikidata.org/wiki/Q28106731#/media/File:Northern%20shoveler%20Steve%20Sinclair%20outreach%20use%20only%20(19838806616).jpg', '1': 'https://www.wikidata.org/wiki/Q28106731#/media/File:Northern%20Shoveler-Anas%20clypeata%20female.jpg', '2': 'https://www.wikidata.org/wiki/Q28106731#/media/File:Northern%20shoveler%20pair%20in%20Marine%20Park%20(33233).jpg'}	Q7432	Spatula clypeata	Q28106738			data01/hashibirogamo_110318_sano_hirano.0000.wav	ハシビロガモ	0	1
Q839526	Drongo	オウチュウ亜科	{'0': 'Dicruridae'}	{'0': 'オウチュウ科', '1': 'カササギヒタキ科'}	{'0': 'https://www.wikidata.org/wiki/Q839526#/media/File:Drongo1.jpg', '1': 'https://www.wikidata.org/wiki/Q839526#/media/File:Black%20Drongo%20I%20IMG%207924.jpg'}	Q35409	Dicruridae	Q25341					0	0
Q253776	Phalaropus	ヒレアシシギ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q253776#/media/File:Phalaropus%20lobatus.jpg'}	Q34740	Phalaropus	Q26626					0	0
Q116708	Oriental Pratincole	ツバメチドリ	{'0': 'Glareola maldivarum', '1': 'Eastern collared pratincole', '2': 'Oriental Pratincole'}	{}	{'0': 'https://www.wikidata.org/wiki/Q116708#/media/File:Glareola%20maldivarum%20-%20Beung%20Borapet.jpg'}	Q7432	Glareola maldivarum	Q2375770	2_74	ツバメチドリ			1	0
Q14860497	Nipponia		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q14860497#/media/File:Ibis%20KIN.JPG'}	Q34740	Nipponia	Q193833					0	0
Q160835	Fringillidae	アトリ科	{'0': 'finches', '1': 'finch'}	{'0': 'アトリ亜科', '1': 'アトリ科 (Sibley)', '2': 'アトリ亜科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q160835#/media/File:Fringilla%20coelebs%20chaffinch%20male%20edit2.jpg'}	Q35409	Fringillidae	Q25341					0	0
Q926664	Red-faced Cormorant	チシマウガラス	{'0': 'Phalacrocorax urile', '1': 'Red-faced Cormorant'}	{}	{'0': 'https://www.wikidata.org/wiki/Q926664#/media/File:Phalacrocorax%20urile1.jpg'}	Q7432	Phalacrocorax urile	Q19401	1_16	チシマウガラス			1	0
Q600319	Black-footed Albatross	クロアシアホウドリ	{'0': 'Phoebastria nigripes', '1': 'Diomedea nigripes', '2': 'Black-footed Albatross'}	{}	{'0': 'https://www.wikidata.org/wiki/Q600319#/media/File:Black%20footed%20albatross1.jpg'}	Q7432	Phoebastria nigripes	Q370849	1_06	クロアシアホウドリ			1	0
Q270722	Striated Heron	ササゴイ	{'0': 'Butorides striata', '1': 'Striated Heron'}	{}	{'0': 'https://www.wikidata.org/wiki/Q270722#/media/File:Butorides%20striata%20Garcita%20rayada%20Striated%20Heron%20(6549356697).jpg', '1': 'https://www.wikidata.org/wiki/Q270722#/media/File:Butorides%20striata%20-%20Laem%20Pak%20Bia.jpg', '2': 'https://www.wikidata.org/wiki/Q270722#/media/File:Butorides%20striatus%20-%20Daintree%20River.jpg'}	Q7432	Butorides striata	Q132906	1_24	ササゴイ	data01/sasagoi_120623_2_utsunomiya_hirano.0004.wav	ササゴイ	1	1
Q767050	Pacific Swallow	リュウキュウツバメ	{'0': 'Hirundo tahitica', '1': 'welcome swallow', '2': 'Pacific Swallow'}	{}	{'0': 'https://www.wikidata.org/wiki/Q767050#/media/File:Hirundo%20tahitica%20-%20Pak%20Thale.jpg'}	Q7432	Hirundo tahitica	Q28135	4_05	リュウキュウツバメ			1	0
Q128029	Chinese Sparrowhawk	アカハラダカ	{'0': 'Accipiter soloensis', '1': 'Chinese Sparrowhawk'}	{}	{'0': 'https://www.wikidata.org/wiki/Q128029#/media/File:AccipiterSoloensisKeulemans.jpg'}	Q7432	Accipiter soloensis	Q188737	2_07	アカハラダカ			1	0
Q642855	Woodcock		{'0': 'Scolopax', '1': 'Woodbird', '2': 'Woodhen', '3': 'wood bird', '4': 'wood hen'}	{}	{'0': 'https://www.wikidata.org/wiki/Q642855#/media/File:Woodcock%20earthworm.jpg'}	Q34740	Scolopax	Q26626					0	0
Q136358	Acridotheres		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q136358#/media/File:Acridotheres%20tristis,%20Common%20Myna.jpg', '1': 'https://www.wikidata.org/wiki/Q136358#/media/File:Indian-Mynah444.jpg'}	Q34740	Acridotheres	Q185237					0	0
Q2784761	Taiga Flycatcher	オジロビタキ	{'0': 'Ficedula albicilla', '1': 'Taiga Flycatcher'}	{}	{'0': 'https://www.wikidata.org/wiki/Q2784761#/media/File:Ficedula%20albicilla,%20Tokushima,%20Japan.jpg'}	Q7432	Ficedula albicilla	Q388003			data01/ojirobitaki_111204_utsunomiya_hirano.0003.wav	オジロビタキ	0	1
Q1029511	Gygis		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q1029511#/media/File:Gygis%20alba%2001.jpg', '1': 'https://www.wikidata.org/wiki/Q1029511#/media/File:Starr%20990412-0532%20Scaevola%20taccada.jpg'}	Q34740	Gygis	Q27589					0	0
Q1070365	Saunders’s Gull	ズグロカモメ	{'0': 'Chroicocephalus saundersi', '1': 'Saunders’s Gull'}	{}	"{'0': ""https://www.wikidata.org/wiki/Q1070365#/media/File:Saunders's%20Gull%20-%20Hong%20Kong%202.jpg"", '1': ""https://www.wikidata.org/wiki/Q1070365#/media/File:Saunders's%20Gull%20-%20Hong%20Kong%201.jpg""}"	Q7432	Chroicocephalus saundersi	Q135851	3_08	ズグロカモメ	data01/zugurokamome_121123_hyogo_kuroda.0002.wav	ズグロカモメ	1	1
Q917150	Spectacled Guillemot	ケイマフリ	{'0': 'Cepphus carbo'}	{'0': 'Cepphus carbo'}	{'0': 'https://www.wikidata.org/wiki/Q917150#/media/File:SpectacledGuillemot.jpg'}	Q7432	Cepphus carbo	Q132913	3_21	ケイマフリ			1	0
Q131450	Aix	オシドリ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q131450#/media/File:Woodduck95.jpg'}	Q34740	Aix	Q27725					0	0
Q26800	Arctic Tern	キョクアジサシ	{'0': 'Sterna paradisaea'}	{}	"{'0': ""https://www.wikidata.org/wiki/Q26800#/media/File:2009%2007%2002%20-%20Arctic%20tern%20on%20Farne%20Islands%20-%20The%20blue%20rope%20demarcates%20the%20visitors'%20path.JPG"", '1': 'https://www.wikidata.org/wiki/Q26800#/media/File:Arctic%20terns%20(Sterna%20paradisaea)%20displaying.jpg'}"	Q7432	Sterna paradisaea	Q76366	3_11	キョクアジサシ			1	0
Q606755	Japanese Sparrowhawk	ツミ	{'0': 'Accipiter gularis', '1': 'Japanese Sparrowhawk'}	{'0': 'リュウキュウツミ', '1': 'Accipiter gularis'}	{'0': 'https://www.wikidata.org/wiki/Q606755#/media/File:Inokashira%20Park%20Zoo%20PC052955.jpg'}	Q7432	Accipiter gularis	Q188737	2_08	ツミ	data01/tumiyoutyou_100716_utsunomiya.0002.wav	ツミ	1	1
Q28915	Oenanthe		{'0': 'Wheatears'}	{}	{'0': 'https://www.wikidata.org/wiki/Q28915#/media/File:Oenanthe%20oenanthe%2001%20II.jpg'}	Q34740	Oenanthe	Q200989					0	0
Q27725	Anatinae	カモ亜科	{'0': 'dabbling duck', '1': 'dabbling ducks'}	{}	{'0': 'https://www.wikidata.org/wiki/Q27725#/media/File:Wwscoter12.JPG', '1': 'https://www.wikidata.org/wiki/Q27725#/media/File:Anas%20platyrhynchos%20male%20female%20quadrat.jpg'}	Q164280	Anatinae	Q7556					0	0
Q1315689	African Stonechat	ノビタキ	{'0': 'Saxicola torquatus'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1315689#/media/File:Saxicola%20torquatus%20-South%20Africa%20-male-8%20(3).jpg'}	Q7432	Saxicola torquatus	Q906092	4_46	ノビタキ	data01/nobitaki2_070620_nagano_kaji.0011.wav	ノビタキ	1	1
Q612817	Sula	ブービー	{'0': 'Booby'}	{}	{'0': 'https://www.wikidata.org/wiki/Q612817#/media/File:Atobá-pardo.jpg', '1': 'https://www.wikidata.org/wiki/Q612817#/media/File:Blue-footed%20Booby%20(Sula%20nebouxii)%20-one%20leg%20raised.jpg', '2': 'https://www.wikidata.org/wiki/Q612817#/media/File:Masked%20Booby%20Sula%20dactylatra%20Mumbai%20Maharashtra%20174%20(6).jpg'}	Q34740	Sula	Q208492					0	0
Q191096	Coal Tit	ヒガラ	{'0': 'coal tit', '1': 'Periparus ater', '2': 'Parus ater'}	{}	{'0': 'https://www.wikidata.org/wiki/Q191096#/media/File:Svartmeis.JPG', '1': 'https://www.wikidata.org/wiki/Q191096#/media/File:Coal%20Tit%20-%20Dugalbitta,%20Uttarakhand,%20India%20(15143483976).jpg'}	Q7432	Periparus ater	Q1193281	5_30	ヒガラ	data01/higara_100112_utsunomiya_hirano.0008.wav	ヒガラ	1	1
Q1049056	Black-capped Kingfisher	ヤマショウビン	{'0': 'Halcyon pileata', '1': 'Black-capped Kingfisher'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1049056#/media/File:Halcyon%20pileata%20-%20Phra%20Non.jpg'}	Q7432	Halcyon pileata	Q371767	3_53	ヤマショウビン			1	0
Q28922	Passeridae	スズメ科	{'0': 'true sparrows', '1': 'Old World sparrows', '2': 'sparrow'}	{'0': 'スズメ科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q28922#/media/File:House%20sparrowIII.jpg', '1': 'https://www.wikidata.org/wiki/Q28922#/media/File:Southern%20Grey-headed%20Sparrow%20(Passer%20diffusus).jpg'}	Q35409	Passeridae	Q749521					0	0
Q25341	Passeriformes	スズメ目	{'0': 'passerine', '1': 'perching bird'}	{'0': '鳴禽亜目', '1': 'スズメ目 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q25341#/media/File:Pardalotus%20with%20nesting%20material.jpg', '1': 'https://www.wikidata.org/wiki/Q25341#/media/File:Fringilla%20coelebs%20chaffinch%20male%20edit2.jpg', '2': 'https://www.wikidata.org/wiki/Q25341#/media/File:Cuervo%20grande%20(Corvus%20corax),%20Arcos%20de%20la%20Frontera,%20Cádiz,%20España,%202015-12-08,%20DD%2007.JPG'}	Q36602	Passeriformes	Q5856078					0	0
Q111674	Large-billed Crow	ハシブトガラス	{'0': 'Corvus macrorhynchos', '1': 'Large-billed Crow'}	{'0': '嘴太烏'}	{'0': 'https://www.wikidata.org/wiki/Q111674#/media/File:Large%20billed%20Crow%20I%20IMG%200965.jpg'}	Q7432	Corvus macrorhynchos	Q43365	6_37	ハシブトガラス	data01/osahashibuto_120423_ishigaki_moriya.0000.wav	オサハシブト	1	1
Q19598622	Picocoraciae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q19598622#/media/File:Picocoraciae.jpg'}		Picocoraciae	Q19596314					0	0
Q548262	White-headed Munia	ヘキチョウ	{'0': 'Lonchura maja'}	{}	{'0': 'https://www.wikidata.org/wiki/Q548262#/media/File:White-headed%20Munia.jpg', '1': 'https://www.wikidata.org/wiki/Q548262#/media/File:Ctbmaschio.JPG'}	Q7432	Lonchura maja	Q852860	6_73	ヘキチョウ			1	0
Q183361	Anser	マガン属	{'0': 'grey geese', '1': 'white geese'}	{'0': '真雁属'}	{'0': 'https://www.wikidata.org/wiki/Q183361#/media/File:Anser%20anser%202%20(Piotr%20Kuczynski).jpg'}	Q34740	Anser	Q82562					0	0
Q25928	Eurasian Oystercatcher	ミヤコドリ	{'0': 'Haematopus ostralegus', '1': 'Oystercatcher', '2': 'Common Pied Oystercatcher', '3': 'Palaearctic Oystercatcher', '4': 'Eurasian Oystercatcher'}	{'0': '都鳥'}	{'0': 'https://www.wikidata.org/wiki/Q25928#/media/File:Haematopus%20ostralegus%20He.jpg', '1': 'https://www.wikidata.org/wiki/Q25928#/media/File:Haematopus%20ostralegus0.jpg'}	Q7432	Haematopus ostralegus	Q27515	2_42	ミヤコドリ	data01/miyakodori_130405_sanbanse_moriya.0002.wav	ミヤコドリ	1	1
Q28106789	Falcated Duck	ヨシガモ	{'0': 'Falcated Duck', '1': 'falcated teal', '2': 'Mareca falcata'}	{}	{'0': 'https://www.wikidata.org/wiki/Q28106789#/media/File:Anas%20falcata%20male.JPG', '1': 'https://www.wikidata.org/wiki/Q28106789#/media/File:Falcated%20Duck%20(Anas%20falcata)%20RWD3.jpg'}	Q7432	Mareca falcata	Q28106682	1_52	ヨシガモ			1	0
Q1075355	Poecile	コガラ属	{'0': 'chickadee'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1075355#/media/File:Mountain%20Chickadee,%20Santa%20Fe%20Ski%20Area.jpg', '1': 'https://www.wikidata.org/wiki/Q1075355#/media/File:Poecile-atricapilla-001.jpg'}	Q34740	Poecile	Q168473					0	0
Q331065	Zebra Finch	キンカチョウ	{'0': 'Taeniopygia guttata', '1': 'Poephila guttata'}	{}	{'0': 'https://www.wikidata.org/wiki/Q331065#/media/File:2014-08-19%20Zebra%20Finch,%20Sumba,%20Nusa%20Tenggara%20Timur,%20Indonesia%201.jpg', '1': 'https://www.wikidata.org/wiki/Q331065#/media/File:Taeniopygia%20guttata%20-Karratha,%20Pilbara,%20Western%20Australia,%20Australia%20-male-8%20(2).jpg', '2': 'https://www.wikidata.org/wiki/Q331065#/media/File:Zebra%20finches%20waiting%20for%20water5%20(7648886172).jpg'}	Q7432	Taeniopygia guttata	Q3214630	6_66	キンカチョウ			1	0
Q1073197	Plectrophenax		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q1073197#/media/File:Snow%20Bunting%20Cairngorm.jpg'}	Q34740	Plectrophenax	Q28486					0	0
Q11234198	Dicrurus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q11234198#/media/File:Dicrurus%20balicassius.jpg'}	Q34740	Dicrurus	Q839526					0	0
Q265279	Amami Woodcock	アマミヤマシギ	{'0': 'Scolopax mira', '1': 'Ryukyu woodcock', '2': 'Scopolax mira'}	{}	{'0': 'https://www.wikidata.org/wiki/Q265279#/media/File:Amami%20Woodcock%20Stuffed%20specimen.jpg'}	Q7432	Scolopax mira	Q642855	2_68	アマミヤマシギ	data01/amamiyamashigi_040312_kagoshima_kaji.0000.wav	アマミヤマシギ	1	1
Q739209	Asian Rosy Finch	ハギマシコ	{'0': 'Leucosticte arctoa', '1': 'Asian Rosy Finch'}	{}	{'0': 'https://www.wikidata.org/wiki/Q739209#/media/File:Leucosticte%20arctoa.jpg'}	Q7432	Leucosticte arctoa	Q673853	6_06	ハギマシコ	data01/hagimashiko_160315_kochi_kuroda.0006.wav	ハギマシコ	1	1
Q25432	Common Pheasant	コウライキジ	{'0': 'Phasianus colchicus', '1': 'Pheasant', '2': 'ring-necked pheasant'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25432#/media/File:A%20monograph%20of%20the%20pheasants%20(10052517376).jpg', '1': 'https://www.wikidata.org/wiki/Q25432#/media/File:Fagiano%201.jpg', '2': 'https://www.wikidata.org/wiki/Q25432#/media/File:Phasianus%20colchicus%20formosanus,%20Taipingxi%201.jpg', '3': 'https://www.wikidata.org/wiki/Q25432#/media/File:Phasianus%20colchicus%20karpowi%20male.jpg', '4': 'https://www.wikidata.org/wiki/Q25432#/media/File:00%204488%20Hühnervogel%20-%20Edelfasan.jpg'}	Q7432	Phasianus colchicus	Q737426	6_45	コウライキジ			1	0
Q27589	Laridae	カモメ科	{'0': 'the gull family', '1': 'gulls & terns', '2': 'seagulls'}	{'0': 'カモメ科 (Sibley)', '1': 'カモメ亜科 (Sibley)', '2': 'カモメ族 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q27589#/media/File:Great%20Black%20Backed%20Gull,%20Fowey,%20Cornwall%20-%20UK,%20July%2025%202012.%20(7668580890).jpg', '1': 'https://www.wikidata.org/wiki/Q27589#/media/File:Swallow-tail%20Gulls%20(Creagrus%20furcatus)%20-Espanola%20-Punta%20Suarez2.jpg'}	Q35409	Laridae	Q864492					0	0
Q764171	Malayan Night Heron	ズグロミゾゴイ	{'0': 'Gorsachius melanolophus', '1': 'Malayan Night Heron'}	{}	{'0': 'https://www.wikidata.org/wiki/Q764171#/media/File:55594021%20Yongfu%20Bridge,%20Taipei%20City%20+ID%202411215+002%200005.jpg', '1': 'https://www.wikidata.org/wiki/Q764171#/media/File:黑冠麻鷺雛鳥.jpg'}	Q7432	Gorsachius melanolophus	Q135951	1_22	ズグロミゾゴイ			1	0
Q132906	Butorides		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q132906#/media/File:Green%20heron%20in%20PP%20(14296).jpg'}	Q34740	Butorides	Q18789					0	0
Q968266	Tarsiger		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q968266#/media/File:Collared%20Bush%20Robin.jpg', '1': 'https://www.wikidata.org/wiki/Q968266#/media/File:Tarsiger%20cyanurus.jpg'}	Q34740	Tarsiger	Q200989					0	0
Q16124376	Anatoidea		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q16124376#/media/File:Presbyornis%20pervetus%20AMNH%2028505.jpg'}	Q2136103	Anatoidea	Q21651					0	0
Q371767	Halcyon		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q371767#/media/File:WoodlandKingfisher.jpg'}	Q34740	Halcyon	Q1607847					0	0
Q1071547	Japanese Wagtail	セグロセキレイ	{'0': 'Motacilla grandis', '1': 'Japanese wagtail', '2': 'Japanese Wagtail'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1071547#/media/File:Segurosekirei.JPG'}	Q7432	Motacilla grandis	Q230042	4_13	セグロセキレイ	data01/seguroseki_090312_nasu_hirano.0002.wav	セグロセキレイ	1	1
Q1316962	Passer rutilans	ニュウナイスズメ	{'0': 'Russet Sparrow'}	{'0': 'Passer rutilans'}	{'0': 'https://www.wikidata.org/wiki/Q1316962#/media/File:Russet%20Sparrow%20(Passer%20rutilans)%20(47617083041).jpg'}	Q7432	Passer rutilans	Q28753	6_19	ニュウナイスズメ	data01/nyunai_080614_nikko_hirano.0004.wav	ニュウナイスズメ	1	1
Q1270171	Grey-faced Buzzard	サシバ	{'0': 'Butastur indicus', '1': 'Grey-faced Buzzard'}	{'0': '大扇', '1': '差羽', '2': 'Butastur indicus'}	{'0': 'https://www.wikidata.org/wiki/Q1270171#/media/File:Butastur%20indicus.jpg'}	Q7432	Butastur indicus	Q852334	2_12	サシバ	data01/sashiba_140708_utsunomiya_hirano.0001.wav	サシバ	1	1
Q188854	Pycnonotidae	ヒヨドリ科	{'0': 'the Bulbuls'}	{'0': 'シロガシラ科', '1': 'ヒヨドリ科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q188854#/media/File:Brown-eared%20Bulbul%201.jpg', '1': 'https://www.wikidata.org/wiki/Q188854#/media/File:Red-vented%20Bulbul%20(Pycnonotus%20cafer)%20feeding%20at%20Kapok%20(Ceiba%20pentandra)%20at%20Kolkata%20I%20IMG%202535.jpg', '2': 'https://www.wikidata.org/wiki/Q188854#/media/File:Pycnonotus%20xanthopygos%20-%20White-spectacled%20Bulbul%2005.jpg'}	Q35409	Pycnonotidae	Q194240					0	0
Q2330918	Neoaves		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q2330918#/media/File:Toulouse%20-%20Sturnus%20vulgaris%20-%202012-02-26%20-%203.jpg', '1': 'https://www.wikidata.org/wiki/Q2330918#/media/File:Schuhschnabel%20Weltvogelpark%20Walsrode%202014.jpg', '2': 'https://www.wikidata.org/wiki/Q2330918#/media/File:Crested%20Tern%20Tasmania%20(edit).jpg', '3': 'https://www.wikidata.org/wiki/Q2330918#/media/File:Eurasian%20collared-dove%20(Streptopelia%20decaocto).jpg'}	Q5868144	Neoaves	Q19168					0	0
Q26381	Cuculidae	カッコウ科	{'0': 'Cuckoos'}	{'0': 'カッコウ目', '1': 'ホトトギス目', '2': 'ホトトギス科'}	{'0': 'https://www.wikidata.org/wiki/Q26381#/media/File:Gök%20Common%20Cuckoo%20(20163877259).jpg', '1': 'https://www.wikidata.org/wiki/Q26381#/media/File:Guira%20guira.jpg', '2': 'https://www.wikidata.org/wiki/Q26381#/media/File:Greater%20Roadrunner-JRO.jpg'}	Q35409	Cuculidae	Q183364					0	0
Q5113	bird	鳥類	{'0': 'Aves', '1': 'birds'}	{'0': '鳥鋼', '1': '現生鳥類', '2': '鳥種', '3': '囀', '4': '鳥綱', '5': '鳥', '6': '小鳥', '7': '鳥類相', '8': '新鳥類'}	{'0': 'https://www.wikidata.org/wiki/Q5113#/media/File:Female%20house%20sparrow%20at%20Kodai.jpg'}	Q37517	Aves	Q19159					0	0
Q180991	Common Merganser	カワアイサ	{'0': 'Goosander', '1': 'Common Merganser', '2': 'Mergus merganser'}	{'0': 'オオカワアイサ'}	{'0': 'https://www.wikidata.org/wiki/Q180991#/media/File:Mergus%20merganser%20-Sandwell%20-England%20-male-8.jpg', '1': 'https://www.wikidata.org/wiki/Q180991#/media/File:Female%20Mergus%20merganser%20americanus%20at%20Las%20Gallinas%20Wildlife%20Ponds.jpg', '2': 'https://www.wikidata.org/wiki/Q180991#/media/File:Mergus%20merganser%20m.jpg', '3': 'https://www.wikidata.org/wiki/Q180991#/media/File:Mergus%20merganser%20juv%20Algonquin%20Tea%20Lake.jpg'}	Q7432	Mergus merganser	Q253789	1_61	カワアイサ			1	0
Q3389415	Pitta		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q3389415#/media/File:Fairy%20Pitta%203895%20(cropped).jpg', '1': 'https://www.wikidata.org/wiki/Q3389415#/media/File:Hooded%20Pitta%20RWD2.jpg'}	Q34740	Pitta	Q217472					0	0
Q287293	Synthliboramphus	ウミスズメ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q287293#/media/File:Ancient%20Murrelet.png'}	Q34740	Synthliboramphus	Q28294					0	0
Q581391	Fringilla	アトリ属	{'0': 'bramblings and chaffinches'}	{}	{'0': 'https://www.wikidata.org/wiki/Q581391#/media/File:Fringilla%20coelebs%20chaffinch%20male%20edit2.jpg'}	Q34740	Fringilla	Q160835					0	0
Q310865	Pinicola		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q310865#/media/File:Pine%20grosbeak17g.jpg'}	Q34740	Pinicola	Q667490					0	0
Q858444	Cardinalis		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q858444#/media/File:Cardinalis%20sinuatus.jpg'}	Q34740	Cardinalis	Q223402					0	0
Q21736	Accipitriformes	タカ目	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q21736#/media/File:דורסי-יום-01.jpg', '1': 'https://www.wikidata.org/wiki/Q21736#/media/File:Red-tailed%20Hawk%20Buteo%20jamaicensis%20Full%20Body%201880px.jpg'}	Q36602	Accipitriformes	Q19595747					0	0
Q27112	Tytonidae	メンフクロウ科	{'0': 'Barn Owls & Bay Owls'}	{}	{'0': 'https://www.wikidata.org/wiki/Q27112#/media/File:Tyto%20alba%20tylluan%20wen%20detail.jpg', '1': 'https://www.wikidata.org/wiki/Q27112#/media/File:Lesser%20Sooty%20Owl%20(Tyto%20multipunctata)%20(30566643833).jpg', '2': 'https://www.wikidata.org/wiki/Q27112#/media/File:Ceylon%20Bay%20Owl%20Abhilash%20Arjunan.jpg'}	Q35409	Tytonidae	Q25222					0	0
Q1190674	Black-faced Bunting	アオジ	{'0': 'Emberiza spodocephala', '1': 'Black-faced Bunting'}	{'0': 'シベリアアオジ', '1': '青鵐', '2': 'Emberiza spodocephala'}	{'0': 'https://www.wikidata.org/wiki/Q1190674#/media/File:Aoji%20male.JPG'}	Q7432	Emberiza spodocephala	Q614481	5_55	アオジ	data01/aoji_0803_hyogo_kaji.0003.wav	アオジ	1	1
Q39861	Hirundinidae	ツバメ科	{'0': 'the swallows', '1': 'swallow', '2': 'swallow family'}	{'0': 'ツバメ亜科'}	{'0': 'https://www.wikidata.org/wiki/Q39861#/media/File:Swallow%20chicks444.jpg'}	Q35409	Hirundinidae	Q25341					0	0
Q208060	Rose-ringed Parakeet	ワカケホンセイインコ	{'0': 'Psittacula krameri', '1': 'Ring-necked Parakeet'}	{}	{'0': 'https://www.wikidata.org/wiki/Q208060#/media/File:Rose-ringed%20parakeet%20(Psittacula%20krameri%20borealis)%20male%20Jaipur.jpg', '1': 'https://www.wikidata.org/wiki/Q208060#/media/File:Rose-ringed%20Parakeet%20(Psittacula%20krameri)-%20Female%20on%20a%20Neem%20(Azadirachta%20indica)%20tree%20at%20Hodal%20Iws%20IMG%201279.jpg'}	Q7432	Psittacula krameri	Q518087	6_53	ワカケホンセイインコ			1	0
Q208492	Sulidae	カツオドリ科	{'0': 'Sulids', '1': 'Gannets', '2': 'Boobies'}	{}	{'0': 'https://www.wikidata.org/wiki/Q208492#/media/File:Brown%20booby.jpg'}	Q35409	Sulidae	Q21728					0	0
Q7142618	Passerae	スズメ小綱	{}	{}	{}	Q5867051	Passerae	Q5113					0	0
Q728235	Asian House Martin	イワツバメ	{'0': 'Delichon dasypus', '1': 'Asian House Martin'}	{}	{'0': 'https://www.wikidata.org/wiki/Q728235#/media/File:Delichon%20dasypus%20-Taiwan-8-4c.jpg'}	Q7432	Delichon dasypus	Q310857	4_07	イワツバメ	data01/iwatsubame_040506_fuchu_mju.0005.wav	イワツバメ	1	1
Q333842	Sturnus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q333842#/media/File:Star%20Sturnus%20vulgaris.jpg'}	Q34740	Sturnus	Q185237					0	0
Q205938	treecreeper	キバシリ科	{'0': 'Certhiidae'}	{'0': 'キバシリ亜科', '1': 'キバシリ科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q205938#/media/File:Certhia-americana-001.jpg'}	Q35409	Certhiidae	Q25341					0	0
Q25777	Fieldfare	ノハラツグミ	{'0': 'Turdus pilaris', '1': 'Fieldfare', '2': 'fieldfare'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25777#/media/File:Björktrast%20(Turdus%20pilaris)-4.jpg', '1': 'https://www.wikidata.org/wiki/Q25777#/media/File:Grive%20litorne.jpg', '2': 'https://www.wikidata.org/wiki/Q25777#/media/File:Turdus%20pilaris2.jpg'}	Q7432	Turdus pilaris	Q115661	4_59	ノハラツグミ			1	0
Q5881279	Strigimorphae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q5881279#/media/File:Snowy%20Owl%20-%20Schnee-Eule.jpg'}	Q5868144	Strigimorphae	Q7142618					0	0
Q425900	Green Pheasant	キジ	{'0': 'Phasianus versicolor'}	{'0': '雉子', '1': '雉'}	{'0': 'https://www.wikidata.org/wiki/Q425900#/media/File:Phasianus%20versicolor%20-Japan%20-male-8.jpg', '1': 'https://www.wikidata.org/wiki/Q425900#/media/File:Phasianus%20versicolor%20female.JPG'}	Q7432	Phasianus versicolor	Q737426	2_23	キジ	data01/kizi_101209_watarase_hirano.0004.wav	キジ	1	1
