Source,Label,Target 
Q27624782,Q27624782_Aegithalos caudatus europaeus,Q170831
Q27624783,Q27624783_Aegithalos caudatus aremoricus,Q170831
Q27624784,Q27624784_Aegithalos caudatus taiti,Q170831
Q27624785,Q27624785_Aegithalos caudatus irbii,Q170831
Q27624786,Q27624786_Aegithalos caudatus macedonicus,Q170831
Q27624787,Q27624787_Aegithalos caudatus tephronotus,Q170831
Q27624788,Q27624788_Aegithalos caudatus tauricus,Q170831
Q27624789,Q27624789_Aegithalos caudatus major,Q170831
Q27624791,Q27624791_Aegithalos caudatus alpinus,Q170831
Q27624792,Q27624792_Aegithalos caudatus passekii,Q170831
Q27624794,Q27624794_Aegithalos caudatus trivirgatus,Q170831
Q27624795,Q27624795_キュウシュウエナガ,Q170831
Q27624796,Q27624796_チョウセンエナガ,Q170831
Q27624798,Q27624798_Aegithalos glaucogularis vinaceus,Q12252815
Q27624799,Q27624799_Aegithalos glaucogularis glaucogularis,Q12252815
Q27624800,Q27624800_Aegithalos concinnus iredalei,Q1089092
Q27624801,Q27624801_Aegithalos concinnus manipurensis,Q1089092
Q27624803,Q27624803_Aegithalos concinnus talifuensis,Q1089092
Q27624804,Q27624804_Aegithalos concinnus pulchellus,Q1089092
Q27624805,Q27624805_Aegithalos concinnus concinnus,Q1089092
Q27624807,Q27624807_Aegithalos concinnus annamensis,Q1089092
Q27624808,Q27624808_Aegithalos bonvaloti bonvaloti,Q12252818
Q27624809,Q27624809_Aegithalos bonvaloti obscuratus,Q12252818
Q27624811,Q27624811_Leptopoecile sophiae sophiae,Q1590939
Q27624812,Q27624812_Leptopoecile sophiae stoliczkae,Q1590939
Q27624813,Q27624813_Leptopoecile sophiae major,Q1590939
Q27624814,Q27624814_Leptopoecile sophiae obscurus,Q1590939
Q27624815,Q27624815_Leptopoecile elegans meissneri,Q1591070
Q27624816,Q27624816_Leptopoecile elegans elegans,Q1591070
Q27624817,Q27624817_Psaltriparus minimus saturatus,Q2746307
Q27624818,Q27624818_Psaltriparus minimus minimus,Q2746307
Q27624819,Q27624819_Psaltriparus minimus melanurus,Q2746307
Q27624820,Q27624820_Psaltriparus minimus grindae,Q2746307
Q27624821,Q27624821_Psaltriparus minimus californicus,Q2746307
Q27624822,Q27624822_Psaltriparus minimus plumbeus,Q2746307
Q27624823,Q27624823_Psaltriparus minimus dimorphicus,Q2746307
Q27624824,Q27624824_Psaltriparus minimus iulus,Q2746307
Q27624825,Q27624825_Psaltriparus minimus personatus,Q2746307
Q27624826,Q27624826_Psaltriparus minimus melanotis,Q2746307
Q27624973,Q27624973_Seicercus affinis affinis,Q1037980
Q27624975,Q27624975_Seicercus affinis intermedius,Q1037980
Q27624976,Q27624976_Seicercus whistleri whistleri,Q3726386
Q27624978,Q27624978_Seicercus whistleri nemoralis,Q3726386
Q27624979,Q27624979_Seicercus valentini valentini,Q1923600
Q27624981,Q27624981_Seicercus valentini latouchei,Q1923600
Q27624982,Q27624982_Seicercus castaniceps castaniceps,Q3728930
Q27624984,Q27624984_Seicercus castaniceps laurentei,Q3728930
Q27624986,Q27624986_Seicercus castaniceps sinensis,Q3728930
Q27624989,Q27624989_Seicercus castaniceps collinsi,Q3728930
Q27624990,Q27624990_Seicercus castaniceps stresemanni,Q3728930
Q27624992,Q27624992_Seicercus castaniceps annamensis,Q3728930
Q27624993,Q27624993_Seicercus castaniceps youngi,Q3728930
Q27624994,Q27624994_Seicercus castaniceps butleri,Q3728930
Q27624996,Q27624996_Seicercus castaniceps muelleri,Q3728930
Q27624997,Q27624997_Seicercus montis davisoni,Q767074
Q27624998,Q27624998_Seicercus montis inornatus,Q767074
Q27625000,Q27625000_Seicercus montis montis,Q767074
Q27625001,Q27625001_Seicercus montis xanthopygius,Q767074
Q27625003,Q27625003_Seicercus montis floris,Q767074
Q27625004,Q27625004_Seicercus montis paulinae,Q767074
Q27625006,Q27625006_Seicercus grammiceps sumatrensis,Q73860
Q27625007,Q27625007_Seicercus grammiceps grammiceps,Q73860
Q27625009,Q27625009_Nesillas typica moheliensis,Q2668513
Q27625010,Q27625010_Nesillas typica obscura,Q2668513
Q27625012,Q27625012_Nesillas typica ellisii,Q2668513
Q27625014,Q27625014_Nesillas typica typica,Q2668513
Q27625222,Q27625222_Schoenicola brevirostris alexinae,Q3726383
Q27625223,Q27625223_Schoenicola brevirostris brevirostris,Q3726383
Q27625225,Q27625225_Megalurus palustris toklao,Q73512
Q27625227,Q27625227_Megalurus palustris palustris,Q73512
Q27625228,Q27625228_Megalurus palustris forbesi,Q73512
Q27625230,Q27625230_Megalurus gramineus papuensis,Q1591383
Q27625232,Q27625232_Megalurus gramineus goulburni,Q1591383
Q27625233,Q27625233_Megalurus gramineus thomasi,Q1591383
Q27625235,Q27625235_Megalurus gramineus gramineus,Q1591383
Q27625237,Q27625237_Megalurus punctatus vealeae,Q25245111
Q27625241,Q27625241_Megalurus punctatus punctatus,Q25245111
Q27625242,Q27625242_Megalurus punctatus stewartianus,Q25245111
Q27625244,Q27625244_Megalurus punctatus wilsoni,Q25245111
Q27625245,Q27625245_Megalurus punctatus caudatus,Q25245111
Q27625247,Q27625247_Megalurus timoriensis tweeddalei,Q1591347
Q27625248,Q27625248_Megalurus timoriensis alopex,Q1591347
Q27625250,Q27625250_Megalurus timoriensis amboinensis,Q1591347
Q27625251,Q27625251_Megalurus timoriensis crex,Q1591347
Q27625253,Q27625253_Megalurus timoriensis mindorensis,Q1591347
Q27625254,Q27625254_Megalurus timoriensis celebensis,Q1591347
Q27625256,Q27625256_Megalurus timoriensis inquirendus,Q1591347
Q27625257,Q27625257_Megalurus timoriensis timoriensis,Q1591347
Q27625258,Q27625258_Megalurus timoriensis muscalis,Q1591347
Q27625260,Q27625260_Megalurus timoriensis alisteri,Q1591347
Q27625262,Q27625262_Megalurus macrurus stresemanni,Q3728542
Q27625264,Q27625264_Megalurus macrurus mayri,Q3728542
Q27625265,Q27625265_Megalurus macrurus wahgiensis,Q3728542
Q27625267,Q27625267_Megalurus macrurus harterti,Q3728542
Q27625268,Q27625268_Megalurus macrurus alpinus,Q3728542
Q27625270,Q27625270_Megalurus macrurus interscapularis,Q3728542
Q27625271,Q27625271_Megalurulus whitneyi turipavae,Q3726262
Q27625272,Q27625272_Megalurulus whitneyi whitneyi,Q3726262
Q27625274,Q27625274_Megalurulus rufus rufus,Q902738
Q27625276,Q27625276_Megalurulus rufus cluniei,Q902738
Q27625293,Q27625293_Neomixis tenella tenella,Q1586291
Q27625295,Q27625295_Neomixis tenella decaryi,Q1586291
Q27625296,Q27625296_Neomixis tenella orientalis,Q1586291
Q27625297,Q27625297_Neomixis tenella debilis,Q1586291
Q27625299,Q27625299_Neomixis viridis delacouri,Q2668155
Q27625301,Q27625301_Neomixis viridis viridis,Q2668155
Q27625302,Q27625302_Neomixis striatigula sclateri,Q1587284
Q27625304,Q27625304_Neomixis striatigula striatigula,Q1587284
Q27625305,Q27625305_Neomixis striatigula pallidior,Q1587284
Q27626690,Q27626690_Bathmocercus rufus rufus,Q2667998
Q27626692,Q27626692_Bathmocercus rufus vulpinus,Q2667998
Q27626694,Q27626694_Orthotomus sutorius guzuratus,Q795556
Q27626695,Q27626695_Orthotomus sutorius patia,Q795556
Q27626697,Q27626697_Orthotomus sutorius luteus,Q795556
Q27626698,Q27626698_Orthotomus sutorius inexpectatus,Q795556
Q27626700,Q27626700_Orthotomus sutorius longicauda,Q795556
Q27626701,Q27626701_Orthotomus sutorius maculicollis,Q795556
Q27626702,Q27626702_Orthotomus sutorius edela,Q795556
Q27626704,Q27626704_Orthotomus sutorius fernandonis,Q795556
Q27626705,Q27626705_Orthotomus sutorius sutorius,Q795556
Q27626707,Q27626707_Orthotomus atrogularis nitidus,Q795531
Q27626708,Q27626708_Orthotomus atrogularis atrogularis,Q795531
Q27626709,Q27626709_Orthotomus atrogularis anambensis,Q795531
Q27626711,Q27626711_Orthotomus atrogularis humphreysi,Q795531
Q27626712,Q27626712_Orthotomus castaneiceps castaneiceps,Q2060250
Q27626714,Q27626714_Orthotomus castaneiceps rabori,Q2060250
Q27626715,Q27626715_Orthotomus frontalis frontalis,Q3728761
Q27626716,Q27626716_Orthotomus frontalis mearnsi,Q3728761
Q27626718,Q27626718_Orthotomus derbianus derbianus,Q1969775
Q27626720,Q27626720_Orthotomus derbianus nilesi,Q1969775
Q27626722,Q27626722_Orthotomus sericeus hesperius,Q795553
Q27626723,Q27626723_Orthotomus sericeus sericeus,Q795553
Q27626725,Q27626725_Orthotomus sericeus rubicundulus,Q795553
Q27626726,Q27626726_Orthotomus ruficeps cineraceus,Q2605727
Q27626728,Q27626728_Orthotomus ruficeps baeus,Q2605727
Q27626729,Q27626729_Orthotomus ruficeps concinnus,Q2605727
Q27626731,Q27626731_Orthotomus ruficeps palliolatus,Q2605727
Q27626733,Q27626733_Orthotomus ruficeps baweanus,Q2605727
Q27626734,Q27626734_Orthotomus ruficeps borneoensis,Q2605727
Q27626735,Q27626735_Orthotomus ruficeps cagayanensis,Q2605727
Q27626737,Q27626737_Orthotomus sepium sundaicus,Q74022
Q27626738,Q27626738_Orthotomus sepium sepium,Q74022
Q27626740,Q27626740_Orthotomus cinereiceps obscurior,Q1972667
Q27626741,Q27626741_Orthotomus cinereiceps cinereiceps,Q1972667
Q27626949,Q27626949_Spelaeornis troglodytoides sherriffi,Q1304128
Q27626952,Q27626952_Spelaeornis troglodytoides indiraji,Q1304128
Q27626954,Q27626954_Spelaeornis troglodytoides souliei,Q1304128
Q27626957,Q27626957_Spelaeornis troglodytoides rocki,Q1304128
Q27626959,Q27626959_Spelaeornis troglodytoides troglodytoides,Q1304128
Q27626961,Q27626961_Spelaeornis troglodytoides nanchuanensis,Q1304128
Q27626964,Q27626964_Spelaeornis troglodytoides halsueti,Q1304128
Q27626966,Q27626966_Stachyris nigriceps nigriceps,Q1038419
Q27626970,Q27626970_Stachyris nigriceps coltarti,Q1038419
Q27626972,Q27626972_Stachyris nigriceps yunnanensis,Q1038419
Q27626975,Q27626975_Stachyris nigriceps rileyi,Q1038419
Q27626977,Q27626977_Stachyris nigriceps dipora,Q1038419
Q27626979,Q27626979_Stachyris nigriceps davisoni,Q1038419
Q27626982,Q27626982_Stachyris nigriceps larvata,Q1038419
Q27626984,Q27626984_Stachyris nigriceps natunensis,Q1038419
Q27626987,Q27626987_Stachyris nigriceps tionis,Q1038419
Q27626989,Q27626989_Stachyris nigriceps hartleyi,Q1038419
Q27626993,Q27626993_Stachyris nigriceps borneensis,Q1038419
Q27626995,Q27626995_Stachyris strialata helenae,Q1038020
Q27626997,Q27626997_Stachyris strialata guttata,Q1038020
Q27627000,Q27627000_Stachyris strialata tonkinensis,Q1038020
Q27627002,Q27627002_Stachyris strialata swinhoei,Q1038020
Q27627004,Q27627004_Stachyris strialata nigrescentior,Q1038020
Q27627008,Q27627008_Stachyris strialata umbrosa,Q1038020
Q27627010,Q27627010_Stachyris strialata strialata,Q1038020
Q27627013,Q27627013_Stachyris maculata maculata,Q3728117
Q27627016,Q27627016_Stachyris maculata banjakensis,Q3728117
Q27627019,Q27627019_Stachyris maculata hypopyrrha,Q3728117
Q27627021,Q27627021_Stachyris leucotis leucotis,Q1314413
Q27627025,Q27627025_Stachyris leucotis sumatrensis,Q1314413
Q27627027,Q27627027_Stachyris leucotis obscurata,Q1314413
Q27627030,Q27627030_Stachyris thoracica thoracica,Q3083797
Q27627033,Q27627033_Stachyris thoracica orientalis,Q3083797
Q27627036,Q27627036_Stachyris erythroptera erythroptera,Q1091313
Q27627039,Q27627039_Stachyris erythroptera pyrrhophaea,Q1091313
Q27627041,Q27627041_Stachyris erythroptera fulviventris,Q1091313
Q27627043,Q27627043_Stachyris erythroptera bicolor,Q1091313
Q27627048,Q27627048_Stachyris erythroptera rufa,Q1091313
Q27627050,Q27627050_Stachyris melanothorax melanothorax,Q73878
Q27627051,Q27627051_Stachyris melanothorax intermedia,Q73878
Q27627052,Q27627052_Stachyris melanothorax baliensis,Q73878
Q27627144,Q27627144_Timalia pileata bengalensis,Q82745
Q27627146,Q27627146_Timalia pileata smithi,Q82745
Q27627147,Q27627147_Timalia pileata intermedia,Q82745
Q27627149,Q27627149_Timalia pileata patriciae,Q82745
Q27627150,Q27627150_Timalia pileata dictator,Q82745
Q27627152,Q27627152_Timalia pileata pileata,Q82745
Q27627156,Q27627156_Alcippe castaneceps castaneceps,Q1441641
Q27627157,Q27627157_Alcippe castaneceps exul,Q1441641
Q27627159,Q27627159_Alcippe castaneceps stepanyani,Q1441641
Q27627160,Q27627160_Alcippe castaneceps soror,Q1441641
Q27627162,Q27627162_Alcippe rufogularis rufogularis,Q27075516
Q27627163,Q27627163_Alcippe rufogularis collaris,Q27075516
Q27627165,Q27627165_Alcippe rufogularis major,Q27075516
Q27627166,Q27627166_Alcippe rufogularis stevensi,Q27075516
Q27627167,Q27627167_Alcippe rufogularis kelleyi,Q27075516
Q27627169,Q27627169_Alcippe rufogularis khmerensis,Q27075516
Q27627171,Q27627171_Alcippe dubia mandellii,Q27075517
Q27627172,Q27627172_Alcippe dubia intermedia,Q27075517
Q27627173,Q27627173_Alcippe dubia genestieri,Q27075517
Q27627175,Q27627175_Alcippe dubia cui,Q27075517
Q27627176,Q27627176_Alcippe dubia dubia,Q27075517
Q27627178,Q27627178_Alcippe brunnea olivacea,Q27075518
Q27627179,Q27627179_Alcippe brunnea weigoldi,Q27075518
Q27627181,Q27627181_Alcippe brunnea arguta,Q27075518
Q27627182,Q27627182_Alcippe brunnea superciliaris,Q27075518
Q27627185,Q27627185_Alcippe brunnea brunnea,Q27075518
Q27627188,Q27627188_Alcippe poioicephala poioicephala,Q3728899
Q27627189,Q27627189_Alcippe poioicephala brucei,Q3728899
Q27627190,Q27627190_Alcippe poioicephala fusca,Q3728899
Q27627192,Q27627192_Alcippe poioicephala phayrei,Q3728899
Q27627194,Q27627194_Alcippe poioicephala haringtoniae,Q3728899
Q27627195,Q27627195_Alcippe poioicephala alearis,Q3728899
Q27627198,Q27627198_Alcippe poioicephala karenni,Q3728899
Q27627199,Q27627199_Alcippe poioicephala davisoni,Q3728899
Q27627200,Q27627200_Alcippe peracensis annamensis,Q2669077
Q27627201,Q27627201_Alcippe peracensis peracensis,Q2669077
Q27627203,Q27627203_Alcippe grotei eremita,Q1091297
Q27627204,Q27627204_Alcippe grotei grotei,Q1091297
Q27627205,Q27627205_Alcippe davidi schaefferi,Q12253097
Q27627207,Q27627207_Alcippe davidi davidi,Q12253097
Q27627208,Q27627208_Alcippe fratercula yunnanensis,Q12253099
Q27627210,Q27627210_Alcippe fratercula fratercula,Q12253099
Q27627211,Q27627211_Alcippe fratercula laotiana,Q12253099
Q27627215,Q27627215_Alcippe hueti hueti,Q12253098
Q27627216,Q27627216_Alcippe hueti rufescentior,Q12253098
Q27627218,Q27627218_Alcippe nipalensis nipalensis,Q1304473
Q27627219,Q27627219_Alcippe nipalensis stanfordi,Q1304473
Q27627221,Q27627221_Ptilocichla mindanensis minuta,Q2663600
Q27627222,Q27627222_Ptilocichla mindanensis fortichi,Q2663600
Q27627223,Q27627223_Ptilocichla mindanensis mindanensis,Q2663600
Q27627227,Q27627227_Ptilocichla mindanensis basilanica,Q2663600
Q27627229,Q27627229_Napothera macrodactyla macrodactyla,Q73845
Q27627231,Q27627231_Napothera macrodactyla beauforti,Q73845
Q27627232,Q27627232_Napothera macrodactyla lepidopleura,Q73845
Q27627234,Q27627234_Napothera marmorata grandior,Q2226317
Q27627236,Q27627236_Napothera marmorata marmorata,Q2226317
Q27627237,Q27627237_Napothera crispifrons annamensis,Q3121304
Q27627240,Q27627240_Napothera crispifrons crispifrons,Q3121304
Q27627241,Q27627241_Napothera brevicaudata striata,Q3043660
Q27627243,Q27627243_Napothera brevicaudata brevicaudata,Q3043660
Q27627244,Q27627244_Napothera brevicaudata stevensi,Q3043660
Q27627246,Q27627246_Napothera brevicaudata proxima,Q3043660
Q27627247,Q27627247_Napothera brevicaudata rufiventer,Q3043660
Q27627250,Q27627250_Napothera brevicaudata griseigularis,Q3043660
Q27627252,Q27627252_Napothera brevicaudata leucosticta,Q3043660
Q27627253,Q27627253_Napothera epilepidota guttaticollis,Q2667873
Q27627254,Q27627254_Napothera epilepidota roberti,Q2667873
Q27627256,Q27627256_Napothera epilepidota bakeri,Q2667873
Q27627258,Q27627258_Napothera epilepidota davisoni,Q2667873
Q27627259,Q27627259_Napothera epilepidota laotiana,Q2667873
Q27627260,Q27627260_Napothera epilepidota amyae,Q2667873
Q27627262,Q27627262_Napothera epilepidota delacouri,Q2667873
Q27627263,Q27627263_Napothera epilepidota hainana,Q2667873
Q27627264,Q27627264_Napothera epilepidota clara,Q2667873
Q27627266,Q27627266_Napothera epilepidota granti,Q2667873
Q27627267,Q27627267_Napothera epilepidota diluta,Q2667873
Q27627268,Q27627268_Napothera epilepidota epilepidota,Q2667873
Q27627270,Q27627270_Napothera epilepidota exsul,Q2667873
Q27627275,Q27627275_Ptyrticus turdinus harterti,Q905276
Q27627277,Q27627277_Ptyrticus turdinus turdinus,Q905276
Q27627278,Q27627278_Ptyrticus turdinus upembae,Q905276
Q27627279,Q27627279_Illadopsis cleaveri johnsoni,Q2828927
Q27627281,Q27627281_Illadopsis cleaveri cleaveri,Q2828927
Q27627282,Q27627282_Illadopsis cleaveri marchanti,Q2828927
Q27627284,Q27627284_Illadopsis cleaveri batesi,Q2828927
Q27627285,Q27627285_Illadopsis cleaveri poensis,Q2828927
Q27627287,Q27627287_Illadopsis puveli puveli,Q1303267
Q27627288,Q27627288_Illadopsis puveli strenuipes,Q1303267
Q27627290,Q27627290_Illadopsis rufipennis extrema,Q2828923
Q27627291,Q27627291_Illadopsis rufipennis bocagei,Q2828923
Q27627293,Q27627293_Illadopsis rufipennis rufipennis,Q2828923
Q27627294,Q27627294_Illadopsis rufipennis distans,Q2828923
Q27627295,Q27627295_Illadopsis fulvescens gularis,Q2828915
Q27627297,Q27627297_Illadopsis fulvescens moloneyana,Q2828915
Q27627299,Q27627299_Illadopsis fulvescens iboensis,Q2828915
Q27627300,Q27627300_Illadopsis fulvescens fulvescens,Q2828915
Q27627302,Q27627302_Illadopsis fulvescens ugandae,Q2828915
Q27627303,Q27627303_Illadopsis fulvescens dilutior,Q2828915
Q27627305,Q27627305_Illadopsis pyrrhoptera pyrrhoptera,Q2828919
Q27627307,Q27627307_Illadopsis pyrrhoptera nyasae,Q2828919
Q27627309,Q27627309_Jabouilleia danjoui parvirostris,Q2667976
Q27627310,Q27627310_Jabouilleia danjoui danjoui,Q2667976
Q27627312,Q27627312_Malacocincla abbotti abbotti,Q2667966
Q27627313,Q27627313_Malacocincla abbotti krishnarajui,Q2667966
Q27627314,Q27627314_Malacocincla abbotti williamsoni,Q2667966
Q27627316,Q27627316_Malacocincla abbotti obscurior,Q2667966
Q27627317,Q27627317_Malacocincla abbotti altera,Q2667966
Q27627318,Q27627318_Malacocincla abbotti olivacea,Q2667966
Q27627319,Q27627319_Malacocincla abbotti concreta,Q2667966
Q27627321,Q27627321_Malacocincla abbotti baweana,Q2667966
Q27627322,Q27627322_Malacocincla sepiaria tardinata,Q73865
Q27627324,Q27627324_Malacocincla sepiaria barussana,Q73865
Q27627325,Q27627325_Malacocincla sepiaria sepiaria,Q73865
Q27627326,Q27627326_Malacocincla sepiaria rufiventris,Q73865
Q27627329,Q27627329_Malacocincla sepiaria harterti,Q73865
Q27627330,Q27627330_Malacocincla malaccensis malaccensis,Q863123
Q27627332,Q27627332_Malacocincla malaccensis poliogenis,Q863123
Q27627333,Q27627333_Malacopteron magnirostre magnirostre,Q2667884
Q27627335,Q27627335_Malacopteron magnirostre cinereocapilla,Q2667884
Q27627336,Q27627336_Malacopteron cinereum indochinense,Q73344
Q27627338,Q27627338_Malacopteron cinereum cinereum,Q73344
Q27627339,Q27627339_Malacopteron cinereum niasense,Q73344
Q27627341,Q27627341_Malacopteron cinereum rufifrons,Q73344
Q27627343,Q27627343_Malacopteron magnum magnum,Q2667880
Q27627344,Q27627344_Malacopteron magnum saba,Q2667880
Q27627345,Q27627345_Malacopteron albogulare albogulare,Q2668224
Q27627347,Q27627347_Malacopteron albogulare moultoni,Q2668224
Q27627348,Q27627348_Trichastoma rostratum rostratum,Q863106
Q27627349,Q27627349_Trichastoma rostratum macropterum,Q863106
Q27627351,Q27627351_Trichastoma celebense celebense,Q2225852
Q27627353,Q27627353_Trichastoma celebense rufofuscum,Q2225852
Q27627355,Q27627355_Trichastoma celebense finschi,Q2225852
Q27627356,Q27627356_Trichastoma celebense sordidum,Q2225852
Q27627358,Q27627358_Trichastoma celebense togianense,Q2225852
Q27627360,Q27627360_Graminicola striatus sinicus,Q12258718
Q27627361,Q27627361_Graminicola striatus striatus,Q12258718
Q27627437,Q27627437_Kupeornis chapini chapini,Q3176280
Q27627439,Q27627439_Kupeornis chapini nyombensis,Q3176280
Q27627440,Q27627440_Kupeornis chapini kalindei,Q3176280
Q27627530,Q27627530_Babax lanceolatus bonvaloti,Q1587171
Q27627532,Q27627532_Babax lanceolatus lanceolatus,Q1587171
Q27627533,Q27627533_Babax lanceolatus latouchei,Q1587171
Q27627535,Q27627535_Babax waddelli waddelli,Q3315651
Q27627536,Q27627536_Babax waddelli jomo,Q3315651
Q27627538,Q27627538_Babax koslowi koslowi,Q3315227
Q27627539,Q27627539_Babax koslowi yuquensis,Q3315227
Q27627542,Q27627542_Garrulax canorus canorus,Q1589896
Q27627543,Q27627543_Hainan Hwamei,Q1589896
Q27627545,Q27627545_Garrulax leucolophus leucolophus,Q862812
Q27627547,Q27627547_Garrulax leucolophus patkaicus,Q862812
Q27627549,Q27627549_Garrulax leucolophus belangeri,Q862812
Q27627550,Q27627550_Garrulax leucolophus diardi,Q862812
Q27627552,Q27627552_Garrulax milleti sweeti,Q3231521
Q27627553,Q27627553_Garrulax milleti milleti,Q3231521
Q27627554,Q27627554_Garrulax castanotis varennei,Q5429005
Q27627556,Q27627556_Garrulax castanotis castanotis,Q5429005
Q27627557,Q27627557_Garrulax cineraceus cineraceus,Q3313694
Q27627559,Q27627559_Garrulax cineraceus strenuus,Q3313694
Q27627561,Q27627561_Garrulax cineraceus cinereiceps,Q3313694
Q27627563,Q27627563_Garrulax rufogularis occidentalis,Q1304429
Q27627564,Q27627564_Garrulax rufogularis rufogularis,Q1304429
Q27627568,Q27627568_Garrulax rufogularis assamensis,Q1304429
Q27627572,Q27627572_Garrulax rufogularis rufitinctus,Q1304429
Q27627575,Q27627575_Garrulax rufogularis rufiberbis,Q1304429
Q27627579,Q27627579_Garrulax rufogularis intensior,Q1304429
Q27627583,Q27627583_Garrulax lunulatus lunulatus,Q1038010
Q27627586,Q27627586_Garrulax lunulatus liangshanensis,Q1038010
Q27627592,Q27627592_Garrulax ocellatus griseicauda,Q1048782
Q27627596,Q27627596_Garrulax ocellatus ocellatus,Q1048782
Q27627599,Q27627599_Garrulax ocellatus maculipectus,Q1048782
Q27627602,Q27627602_Garrulax ocellatus artemisiae,Q1048782
Q27627607,Q27627607_Garrulax palliatus palliatus,Q2667868
Q27627610,Q27627610_Garrulax palliatus schistochlamys,Q2667868
Q27627616,Q27627616_Garrulax rufifrons slamatensis,Q81660
Q27627622,Q27627622_Garrulax albogularis whistleri,Q1588929
Q27627626,Q27627626_Garrulax albogularis albogularis,Q1588929
Q27627629,Q27627629_Garrulax albogularis eous,Q1588929
Q27627636,Q27627636_Garrulax monileger monileger,Q1588950
Q27627639,Q27627639_Garrulax monileger badius,Q1588950
Q27627643,Q27627643_Garrulax monileger stuarti,Q1588950
Q27627648,Q27627648_Garrulax monileger fuscatus,Q1588950
Q27627652,Q27627652_Garrulax monileger mouhoti,Q1588950
Q27627655,Q27627655_Garrulax monileger pasquieri,Q1588950
Q27627659,Q27627659_Garrulax monileger schauenseei,Q1588950
Q27627662,Q27627662_Garrulax monileger tonkinensis,Q1588950
Q27627666,Q27627666_Garrulax monileger melli,Q1588950
Q27627670,Q27627670_Garrulax monileger schmackeri,Q1588950
Q27627675,Q27627675_Garrulax pectoralis pectoralis,Q3098479
Q27627678,Q27627678_Garrulax pectoralis subfusus,Q3098479
Q27627682,Q27627682_Garrulax pectoralis robini,Q3098479
Q27627685,Q27627685_Garrulax pectoralis picticollis,Q3098479
Q27627687,Q27627687_Garrulax pectoralis semitorquatus,Q3098479
Q27627692,Q27627692_Garrulax chinensis lochmius,Q1589453
Q27627695,Q27627695_Garrulax chinensis propinquus,Q1589453
Q27627698,Q27627698_Garrulax chinensis germaini,Q1589453
Q27627701,Q27627701_Garrulax chinensis chinensis,Q1589453
Q27627702,Q27627702_Garrulax chinensis monachus,Q1589453
Q27627703,Q27627703_Garrulax courtoisi courtoisi,Q1590472
Q27627705,Q27627705_Garrulax courtoisi simaoensis,Q1590472
Q27627707,Q27627707_Garrulax davidi davidi,Q3318461
Q27627709,Q27627709_Garrulax davidi concolor,Q3318461
Q27627710,Q27627710_Garrulax caerulatus caerulatus,Q3315062
Q27627712,Q27627712_Garrulax caerulatus subcaerulatus,Q3315062
Q27627713,Q27627713_Garrulax caerulatus livingstoni,Q3315062
Q27627716,Q27627716_Garrulax caerulatus kaurensis,Q3315062
Q27627717,Q27627717_Garrulax caerulatus latifrons,Q3315062
Q27627718,Q27627718_Garrulax sannio albosuperciliaris,Q3315640
Q27627720,Q27627720_Garrulax sannio comis,Q3315640
Q27627721,Q27627721_Garrulax sannio sannio,Q3315640
Q27627723,Q27627723_Garrulax sannio oblectans,Q3315640
Q27627725,Q27627725_Garrulax mitratus major,Q1591310
Q27627727,Q27627727_Garrulax mitratus mitratus,Q1591310
Q27627728,Q27627728_Garrulax treacheri treacheri,Q7038481
Q27627730,Q27627730_Garrulax treacheri damnatus,Q7038481
Q27627731,Q27627731_Garrulax treacheri griswoldi,Q7038481
Q27627734,Q27627734_Garrulax merulinus merulinus,Q3315250
Q27627736,Q27627736_Garrulax merulinus laoensis,Q3315250
Q27627737,Q27627737_Garrulax merulinus obscurus,Q3315250
Q27627738,Q27627738_Garrulax striatus striatus,Q3315584
Q27627740,Q27627740_Garrulax striatus vibex,Q3315584
Q27627741,Q27627741_Garrulax striatus sikkimensis,Q3315584
Q27627742,Q27627742_Garrulax striatus brahmaputra,Q3315584
Q27627744,Q27627744_Garrulax striatus cranbrooki,Q3315584
Q27627824,Q27627824_Minla cyanouroptera cyanouroptera,Q1442540
Q27627827,Q27627827_Minla cyanouroptera aglae,Q1442540
Q27627830,Q27627830_Minla cyanouroptera wingatei,Q1442540
Q27627835,Q27627835_Minla cyanouroptera sordida,Q1442540
Q27627839,Q27627839_Minla cyanouroptera wirthi,Q1442540
Q27627842,Q27627842_Minla cyanouroptera orientalis,Q1442540
Q27627846,Q27627846_Minla cyanouroptera rufodorsalis,Q1442540
Q27627849,Q27627849_Minla cyanouroptera sordidior,Q1442540
Q27627852,Q27627852_Minla strigula simlaensis,Q2669195
Q27627857,Q27627857_Minla strigula strigula,Q2669195
Q27627860,Q27627860_Minla strigula yunnanensis,Q2669195
Q27627863,Q27627863_Minla strigula traii,Q2669195
Q27627867,Q27627867_Minla strigula castanicauda,Q2669195
Q27627870,Q27627870_Minla strigula malayana,Q2669195
Q27627875,Q27627875_Minla ignotincta ignotincta,Q3043686
Q27627878,Q27627878_Minla ignotincta mariae,Q3043686
Q27627881,Q27627881_Minla ignotincta sini,Q3043686
Q27627884,Q27627884_Minla ignotincta jerdoni,Q3043686
Q27627889,Q27627889_Liocichla phoenicea phoenicea,Q1585772
Q27627892,Q27627892_Liocichla phoenicea bakeri,Q1585772
Q27627897,Q27627897_Liocichla ripponi ripponi,Q1923725
Q27627899,Q27627899_Liocichla ripponi wellsi,Q1923725
Q27627905,Q27627905_Actinodura egertoni egertoni,Q2668197
