id	parent_taxon
Q27627552	Q3231521
Q27613503	Q1270808
Q27606849	Q19886412
Q1587496	Q637716
Q27610101	Q369680
Q40988114	Q868144
Q28505	Q76366
Q27614809	Q1261701
Q27636515	Q5419907
Q84239593	Q162085
Q40993201	Q28842439
Q3056159	Q28753
Q62168463	Q25245251
Q27606782	Q22003908
Q27615061	Q1263704
Q40504602	Q795567
Q28719042	Q28719004
Q2668509	Q133891
Q27615590	Q1272582
Q28114444	Q241515
Q2345384	Q1607847
Q289448	Q28449
Q966961	Q2136293
Q27617107	Q1264048
Q33137965	Q25950
Q40628304	Q930738
Q27636169	Q21962227
Q27616785	Q28813014
Q632066	Q10731928
Q595838	Q10754390
Q778825	Q26012
Q916745	Q533630
Q27609537	Q739963
Q27631196	Q1585850
Q1268100	Q743573
Q27611315	Q31801
Q21716	Q43657
Q41001565	Q1087793
Q790635	Q633562
Q1187252	Q576979
Q27622775	Q1587918
Q41096009	Q40654929
Q27611443	Q358469
Q714093	Q209239
Q27615375	Q53731
Q27611152	Q31795
Q125895	Q1991437
Q27601261	Q772929
Q107333226	Q107272850
Q10809258	Q160835
Q27602692	Q28358
Q27610801	Q535374
Q27635755	Q26552
Q109563257	Q13571873
Q40585497	Q1262057
Q22264385	Q666222
Q2669773	Q193807
Q41005987	Q3078833
Q27624822	Q2746307
Q659742	Q1180288
Q27618429	Q1272176
Q521704	Q2704742
Q27638781	Q1590119
Q27611017	Q1260505
Q40514871	Q1080355
Q15215292	Q454872
Q27621698	Q235052
Q613939	Q456513
Q40635784	Q790596
Q27622043	Q1585720
Q27615525	Q283670
Q40660630	Q10832167
Q783540	Q639234
Q41001782	Q1061823
Q27606479	Q997713
Q1259290	Q743573
Q27611857	Q1065091
Q1588839	Q899759
Q841126	Q989480
Q10811678	Q550595
Q27631484	Q27075636
Q27611380	Q772286
Q109578241	Q944621
Q41015321	Q735456
Q27621976	Q746109
Q27614434	Q1263488
Q40719889	Q259857
Q40520147	Q1587899
Q40481925	Q282256
Q1868513	Q905044
Q27615622	Q1260153
Q41021947	Q2188600
Q40985328	Q201231
Q868144	Q667490
Q19966811	Q25222
Q27626623	Q2225165
Q5705431	Q839859
Q27635157	Q1590302
Q1269775	Q310935
Q27628002	Q589245
Q11106501	Q41152107
Q109556949	Q214264
Q27602054	Q194043
Q27612093	Q645799
Q221758	Q832329
Q1302671	Q21448008
Q637143	Q544722
Q27628768	Q2488433
Q12256034	Q899824
Q27617042	Q571306
Q27631785	Q2673582
Q1976187	Q902469
Q41005593	Q579064
Q1073630	Q10804972
Q591987	Q852812
Q1301531	Q1821411
Q261172	Q748220
Q62098127	Q28922148
Q27631383	Q2827231
Q3769135	Q129059
Q27614530	Q27074928
Q56759905	Q214508
Q85110093	Q143473
Q27630650	Q1881975
Q27613916	Q1271806
Q3729668	Q3482534
Q27635212	Q208707
Q41114044	Q40656508
Q27606945	Q862825
Q1267961	Q386521
Q27635302	Q174088
Q40536417	Q1311012
Q21362087	Q73925
Q623194	Q1887740
Q27610794	Q25769
Q127880	Q2271534
Q40539389	Q27074582
Q24993496	Q746658
Q27632030	Q905873
Q27618220	Q5419999
Q1589845	Q10827979
Q109563170	Q210416
Q27613279	Q71118
Q41152661	Q211670
Q1047971	Q859048
Q27614587	Q207290
Q1267009	Q1038107
Q27626777	Q3726251
Q27074575	Q844415
Q2583832	Q833811
Q40985488	Q25403040
Q2637671	Q719380
Q27638254	Q3117590
Q27601560	Q142651
Q1302403	Q905044
Q1271412	Q1080599
Q15054313	Q241515
Q694319	Q642855
Q41001766	Q1061823
Q1270963	Q1082200
Q27624123	Q1061928
Q40984761	Q198823
Q27614952	Q30535
Q109563360	Q1088541
Q18467941	Q216850
Q509595	Q10821430
Q41017063	Q751284
Q41006834	Q1088541
Q1035252	Q666222
Q1591245	Q28316918
Q27620648	Q27075293
Q27601068	Q167164
Q27615549	Q319545
Q90119940	Q25510
Q3281645	Q1976419
Q3356705	Q777139
Q1048770	Q456513
Q27633187	Q73776
Q1300381	Q913555
Q40689512	Q25649368
Q21397518	Q900889
Q27638442	Q941987
Q27612317	Q1260684
Q21352798	Q630354
Q27620573	Q27075286
Q15738052	Q1059647
Q1590088	Q1081020
Q40660534	Q115661
Q27616913	Q744905
Q1069587	Q578278
Q27600868	Q1270445
Q2226864	Q863293
Q84241794	Q84241841
Q1521450	Q28922
Q28913201	Q214627
Q6793760	Q209239
Q27627335	Q2667884
Q62075773	Q62075760
Q107055526	Q41972
Q27601166	Q647461
Q738666	Q43489
Q21358593	Q1270985
Q40652041	Q611996
Q40340205	Q283691
Q12252779	Q637716
Q27611907	Q524681
Q3759722	Q185237
Q916025	Q963874
Q27621146	Q3233186
Q840098	Q527497
Q3726892	Q2062609
Q27617263	Q1263966
Q10749586	Q666222
Q27614784	Q31206
Q1586220	Q2090536
Q41007936	Q1077909
Q41086421	Q40655530
Q41018684	Q906092
Q28746167	Q15882082
Q41011782	Q19413
Q15846166	Q650835
Q27628347	Q1302584
Q430477	Q753221
Q27619678	Q604518
Q31874718	Q10748864
Q40656892	Q646544
Q27614613	Q264640
Q33140991	Q752173
Q27608994	Q926867
Q27623425	Q191096
Q27629389	Q524799
Q40535733	Q28114243
Q109578059	Q1463407
Q3136341	Q665719
Q41011076	Q134998
Q27619012	Q834638
Q1923070	Q646707
Q27636270	Q791200
Q27630566	Q1305187
Q27624976	Q3726386
Q27609579	Q834065
Q1263283	Q1089119
Q27609096	Q1263074
Q264142	Q867544
Q848772	Q383469
Q41004393	Q2583832
Q532125	Q132908
Q40576142	Q1953447
Q27627222	Q2663600
Q3142836	Q970291
Q1923059	Q902469
Q27616480	Q1029788
Q40484526	Q2668354
Q27610333	Q306919
Q206668	Q902912
Q27618292	Q262450
Q40493971	Q1265228
Q27635423	Q17516886
Q859263	Q10761115
Q19058	Q10740725
Q2668209	Q989763
Q27620187	Q1922972
Q852440	Q578464
Q27611959	Q838353
Q27638090	Q1588614
Q40658083	Q636683
Q1052022	Q478281
Q40493768	Q1273088
Q27623079	Q971196
Q3116434	Q283514
Q27621327	Q25261986
Q107055607	Q44617
Q41012667	Q1061547
Q41219326	Q10809594
Q27634519	Q1317295
Q40986865	Q860944
Q27637226	Q1586862
Q1262955	Q860944
Q937947	Q187014
Q41018512	Q1049495
Q27625371	Q2225630
Q40652060	Q634459
Q27630771	Q748147
Q27625474	Q2225661
Q27633595	Q27075709
Q41018772	Q906092
Q27636219	Q27075941
Q27631178	Q26349
Q27622386	Q2224713
Q27622026	Q603910
Q40545092	Q22085062
Q14624738	Q28135
Q27617255	Q903045
Q40657317	Q832329
Q27619282	Q28747718
Q1586082	Q10730471
Q2136293	Q373682
Q40551069	Q25270207
Q27638362	Q1024919
Q753746	Q518087
Q27075772	Q417324
Q41003781	Q1572676
Q27632737	Q27075700
Q6694073	Q13169039
Q27632825	Q3728611
Q1313892	Q1088541
Q50407547	Q905872
Q761582	Q1924047
Q1259223	Q938830
Q27612294	Q1268508
Q41007773	Q1081434
Q1318191	Q697714
Q41023396	Q756174
Q27618869	Q1093948
Q920780	Q695754
Q638019	Q310862
Q1265206	Q595643
Q74075	Q508859
Q27622698	Q3314834
Q27632970	Q1588957
Q27631716	Q27075654
Q757121	Q1293045
Q40438487	Q782023
Q41024657	Q687310
Q1277405	Q1059647
Q27623407	Q2263439
Q40511958	Q420840
Q27603145	Q899810
Q1260867	Q1573935
Q40474132	Q1314566
Q27075489	Q850925
Q28843145	Q22262555
Q27608889	Q704982
Q40986706	Q10747463
Q27636300	Q1535791
Q1588635	Q259857
Q27611440	Q1270680
Q15707900	Q1082200
Q27636990	Q525818
Q28106789	Q28106682
Q109563502	Q2576337
Q27601987	Q732340
Q27615200	Q27074997
Q40654665	Q2351914
Q12255855	Q2719515
Q61968364	Q28868046
Q1308712	Q1129268
Q25882	Q183361
Q40474779	Q111674
Q27634736	Q541793
Q27637816	Q2669189
Q1922995	Q134369
Q27622921	Q766306
Q27637102	Q526134
Q1992066	Q188854
Q27615284	Q1262659
Q3726945	Q662785
Q27637865	Q918311
Q27621688	Q1083497
Q27635994	Q3047433
Q27621594	Q1086560
Q21347061	Q839926
Q1067817	Q468560
Q665642	Q43489
Q27620004	Q910836
Q28381340	Q518502
Q27634045	Q2138311
Q27611151	Q31795
Q41167895	Q41158066
Q40656113	Q328982
Q19027	Q592593
Q630658	Q827170
Q27617294	Q1266563
Q28106921	Q28106682
Q27075951	Q1180282
Q40997156	Q28736472
Q28354098	Q230042
Q41022373	Q1080599
Q27627048	Q1091313
Q27612818	Q875885
Q27620690	Q1311227
Q28842439	Q187014
Q997687	Q1062313
Q41096583	Q40654947
Q28107193	Q14472604
Q1131174	Q455997
Q27627211	Q12253099
Q27625396	Q1314566
Q40476798	Q855618
Q27636924	Q587505
Q863166	Q773305
Q2482272	Q15998878
Q27617334	Q636532
Q27613410	Q3295310
Q27627267	Q2667873
Q27620745	Q1302936
Q1587918	Q852405
Q27624707	Q691183
Q481671	Q11846584
Q40989032	Q43365
Q3003878	Q2468395
Q1266674	Q832329
Q27635411	Q221330
Q55116361	Q388003
Q109563263	Q28866553
Q27616708	Q1038744
Q40997802	Q764211
Q27615095	Q1259586
Q40501600	Q1265078
Q27608216	Q18851
Q27633364	Q3182666
Q27632429	Q1589281
Q40445885	Q1369768
Q41009335	Q1951909
Q535829	Q1073958
Q27611763	Q943588
Q3136313	Q901041
Q27992750	Q769083
Q27615019	Q786929
Q27601027	Q914045
Q2161792	Q2699864
Q20718992	Q761582
Q12256224	Q11234198
Q27621987	Q1588820
Q40539485	Q27074582
Q1302446	Q827170
Q27618493	Q948121
Q27610933	Q1122212
Q27635456	Q25170208
Q1083213	Q1073958
Q27614390	Q27074882
Q1275458	Q869407
Q27631233	Q1590629
Q27625937	Q3238781
Q40651953	Q804438
Q40986757	Q13465652
Q472299	Q609533
Q21301257	Q138638
Q109578462	Q756174
Q62576567	Q1275053
Q41011858	Q1071983
Q27610332	Q306919
Q27605733	Q715710
Q27633694	Q12255838
Q40493680	Q1273088
Q1093273	Q214462
Q657815	Q613598
Q27617706	Q902690
Q61885227	Q905872
Q27624938	Q27075479
Q728235	Q310857
Q27620303	Q909180
Q282809	Q637549
Q777185	Q428336
Q944579	Q858577
Q386116	Q657775
Q27617879	Q842527
Q109563407	Q310935
Q650369	Q540128
Q27638754	Q3315562
Q27637564	Q3182688
Q61968114	Q193807
Q27610582	Q518608
Q27621557	Q3182125
Q41068888	Q40653857
Q109563262	Q905872
Q21348761	Q1264191
Q1274883	Q133579
Q4749034	Q259857
Q21401037	Q905913
Q27614085	Q21279591
Q29836721	Q507769
Q41024556	Q41972
Q109578409	Q906092
Q40447967	Q1306331
Q31874414	Q548016
Q2669185	Q867433
Q1935552	Q1080266
Q27624518	Q2735005
Q27611373	Q1263055
Q1269260	Q655569
Q3315804	Q10766689
Q27074695	Q17711431
Q27623863	Q1591286
Q607794	Q1049495
Q568863	Q10811740
Q62546973	Q1271642
Q62086222	Q55312740
Q27614597	Q1274508
Q27613645	Q1052008
Q40989108	Q43365
Q1308335	Q10789831
Q27624527	Q25429
Q26833985	Q10809413
Q41142742	Q40660576
Q41023404	Q756174
Q40651387	Q772179
Q31873577	Q19622342
Q1310306	Q1093619
Q27629599	Q377733
Q27633558	Q10785358
Q27075866	Q5261336
Q1189488	Q211670
Q27624592	Q27075446
Q41007729	Q569605
Q27623543	Q385343
Q27608659	Q18864
Q27604614	Q652151
Q27636840	Q26961
Q27629642	Q841099
Q27613180	Q854665
Q41023527	Q1088385
Q669634	Q13169039
Q12255627	Q857905
Q27621139	Q1038066
Q27627062	Q27075514
Q27629006	Q1314731
Q27618859	Q1048555
Q41005232	Q954652
Q27638245	Q2963867
Q2739638	Q1050525
Q109578474	Q11848605
Q27606590	Q623791
Q27622805	Q1588102
Q40989432	Q28917130
Q27601946	Q178702
Q27636764	Q1034950
Q27604802	Q25625
Q27624644	Q1923064
Q21366877	Q1088385
Q690946	Q1083087
Q40543760	Q25382
Q27624177	Q2927920
Q41091167	Q40656058
Q27615291	Q1267543
Q805774	Q1424573
Q27629273	Q4780970
Q27604556	Q258791
Q276196	Q636683
Q27616180	Q942712
Q27619586	Q1164379
Q28065127	Q27460259
Q27613603	Q1259249
Q27634752	Q998505
Q515035	Q337964
Q109563594	Q115661
Q40656474	Q6821570
Q18766	Q212941
Q40504211	Q184508
Q28807860	Q28807586
Q27613972	Q135469
Q61886705	Q857819
Q2226317	Q1193141
Q109557042	Q687310
Q20898323	Q19171
Q1078580	Q72109
Q28065678	Q4288490
Q27623477	Q574281
Q1263571	Q845382
Q27632758	Q12265001
Q27609612	Q792890
Q838793	Q371767
Q41006539	Q230042
Q27616818	Q844032
Q27076014	Q1821411
Q27613355	Q1271058
Q27614514	Q27074924
Q41004368	Q2583832
Q27611252	Q27361
Q27614347	Q1273813
Q580007	Q568111
Q1591254	Q2351914
Q40994970	Q1752184
Q27614052	Q27074834
Q40993916	Q743740
Q1930568	Q2050255
Q40496379	Q337416
Q62080761	Q55312740
Q27638283	Q3114766
Q40652152	Q265839
Q40476309	Q875885
Q27601052	Q511979
Q109578018	Q183361
Q27624106	Q875866
Q27620231	Q3728528
Q27612555	Q669331
Q842013	Q859641
Q2672958	Q2104600
Q27600626	Q852723
Q40450397	Q817868
Q20097944	Q20171221
Q62113134	Q28843600
Q1268802	Q831376
Q21349069	Q1302849
Q109318419	Q616648
Q27619517	Q24997891
Q41062708	Q40653174
Q1266868	Q429074
Q40993819	Q614481
Q31874636	Q924903
Q770366	Q115661
Q27636993	Q525818
Q27616758	Q1263232
Q41016590	Q858279
Q41014739	Q1093619
Q106447826	Q21352687
Q2380180	Q923089
Q40635437	Q1262671
Q40447267	Q1535791
Q62575946	Q62575847
Q27636662	Q228125
Q1263217	Q1193758
Q3315654	Q644294
Q27619565	Q549909
Q1588229	Q857905
Q1084570	Q943281
Q27620207	Q2223774
Q27638696	Q726389
Q1305035	Q850557
Q31874585	Q15879560
Q41027762	Q226900
Q27619589	Q420813
Q1301012	Q1044109
Q40532760	Q1541137
Q918395	Q1092589
Q326483	Q14635103
Q27631391	Q2225549
Q27609388	Q955859
Q40655759	Q1300723
Q40988794	Q27956115
Q12054713	Q26578
Q1277254	Q688188
Q27628808	Q1923098
Q264640	Q868238
Q12264799	Q2351447
Q26698	Q3924795
Q1052008	Q900889
Q27623161	Q1590830
Q73865	Q941239
Q27615203	Q27075005
Q499568	Q30085
Q40638338	Q28114101
Q41006021	Q240083
Q27627401	Q1586627
Q40987321	Q867433
Q791206	Q43624
Q27605776	Q114015
Q27619784	Q394708
Q1263634	Q256637
Q845382	Q4691259
Q28919254	Q28740166
Q27617775	Q841840
Q545515	Q28486
Q40652081	Q5734788
Q748220	Q25341
Q41214755	Q10750008
Q18599584	Q2333854
Q839914	Q285898
Q27602827	Q1273414
Q27617242	Q903045
Q1265197	Q188737
Q27633104	Q3026823
Q40690249	Q313394
Q41016515	Q28740166
Q27956445	Q8327
Q27631077	Q868591
Q40542678	Q509455
Q41010133	Q18340387
Q27611463	Q1076873
Q27602371	Q25269458
Q27624000	Q26982
Q41004853	Q777396
Q40450229	Q4865244
Q27614603	Q1268092
Q40441441	Q782023
Q27637464	Q2630970
Q28584463	Q28584457
Q27622793	Q944751
Q10773123	Q666222
Q41027426	Q372344
Q2262654	Q16124376
Q1037940	Q646707
Q62075588	Q40660989
Q27638425	Q728336
Q2465230	Q461021
Q28812528	Q614481
Q3180327	Q867433
Q590200	Q905044
Q27617122	Q1193374
Q27624362	Q2232768
Q27632175	Q945095
Q27629434	Q2224793
Q18560082	Q730023
Q27635083	Q530069
Q168881	Q5261336
Q61961184	Q1068798
Q27616464	Q1259233
Q27637611	Q3114803
Q41025760	Q115661
Q18579837	Q31431
Q41017687	Q25261964
Q27629319	Q25740
Q27074699	Q16527983
Q29652481	Q867087
Q27630731	Q1588297
Q2225023	Q1868951
Q860375	Q844117
Q40984692	Q257715
Q27601711	Q1260944
Q109578387	Q220705
Q62507367	Q41017122
Q110257280	Q1193141
Q41020832	Q2417877
Q1589453	Q644294
Q171655	Q4288490
Q477133	Q44617
Q40579683	Q900701
Q27629772	Q156767
Q40979870	Q10732539
Q1266981	Q379403
Q27627360	Q12258718
Q27622581	Q3321834
Q27636278	Q791198
Q592571	Q1079212
Q40491151	Q3726354
Q27611662	Q581590
Q27628677	Q1091330
Q1591879	Q2303843
Q27637174	Q1586533
Q27615225	Q1259161
Q27630886	Q882923
Q27611418	Q1261001
Q27627008	Q1038020
Q27624202	Q674822
Q27628925	Q3073755
Q27612773	Q854701
Q27634048	Q1302431
Q41020430	Q28878310
Q27616800	Q1263063
Q27615304	Q650748
Q1590504	Q644294
Q40986182	Q900889
Q81515	Q214293
Q62392897	Q10757977
Q1434396	Q3301114
Q27635290	Q25167830
Q33135190	Q19961898
Q27603246	Q546835
Q27627182	Q27075518
Q27608828	Q525717
Q27619113	Q907892
Q27634838	Q693154
Q27623993	Q26982
Q40667312	Q206089
Q23908018	Q26050
Q27614187	Q978817
Q27623463	Q2889018
Q1465799	Q21596773
Q28114152	Q310853
Q27628536	Q27075559
Q27610404	Q716317
Q604473	Q2351914
Q582282	Q819388
Q27615560	Q1809222
Q10830214	Q217478
Q27611955	Q513267
Q588651	Q858827
Q27636421	Q906518
Q756868	Q10785968
Q205943	Q749521
Q41027809	Q226900
Q180691	Q2982568
Q40652156	Q132906
Q27616955	Q1264320
Q27626757	Q3726354
Q10773422	Q26050
Q2669182	Q214627
Q27614016	Q998661
Q22977431	Q647533
Q27621775	Q1302920
Q27613695	Q320043
Q27609736	Q633242
Q27632450	Q1315689
Q7126418	Q21291211
Q15708222	Q1263469
Q1070285	Q1093619
Q27616996	Q903968
Q71118	Q2623737
Q21401195	Q1274300
Q27613605	Q1264475
Q27620196	Q997723
Q26903654	Q26698
Q27074706	Q16527983
Q27638249	Q2963851
Q41020897	Q540883
Q27612017	Q1268606
Q40994680	Q478281
Q27634533	Q1305042
Q27614275	Q1266235
Q27603616	Q10416539
Q27628733	Q795545
Q16537759	Q974811
Q27604151	Q210341
Q27634672	Q806262
Q1311967	Q1093619
Q1311233	Q1093619
Q33177705	Q27725
Q27625287	Q2225561
Q27621071	Q1957093
Q27635967	Q1300835
Q1888384	Q26623
Q1060337	Q427512
Q40606470	Q25422
Q98065849	Q386521
Q27624825	Q2746307
Q27634798	Q56899
Q1069567	Q303542
Q27614735	Q27074942
Q56508303	Q3389415
Q27625015	Q1589801
Q40660851	Q226900
Q40690692	Q1589575
Q600048	Q1069958
Q27075433	Q737061
Q1651414	Q208492
Q40980918	Q641870
Q40542282	Q31874735
Q27624145	Q997298
Q730464	Q770332
Q27633587	Q27075709
Q40980611	Q183361
Q27613830	Q754511
Q27625100	Q159080
Q27616447	Q1267052
Q27610413	Q251939
Q40429929	Q73760
Q27634934	Q819464
Q41219511	Q771870
Q27636504	Q1302812
Q18841	Q585636
Q27601413	Q425828
Q956469	Q27757
Q62090240	Q62090214
Q3066642	Q842978
Q965737	Q1072218
Q27611544	Q580094
Q1274371	Q655569
Q40489793	Q26490
Q1101389	Q10811980
Q22061764	Q10739347
Q40458361	Q793068
Q27617914	Q686477
Q27615346	Q901812
Q27618440	Q1268763
Q41106671	Q40657317
Q27637027	Q1588145
Q3646227	Q744219
Q1261427	Q135472
Q640376	Q925204
Q875498	Q773896
Q1091373	Q859720
Q40658635	Q924903
Q110901560	Q122250
Q27614356	Q1262753
Q946537	Q375593
Q27611165	Q1267488
Q1586520	Q588866
Q27613998	Q11907233
Q21347058	Q3313726
Q303019	Q734677
Q27633162	Q2668255
Q27614823	Q1274095
Q27637372	Q3315295
Q1591374	Q899824
Q109563548	Q726375
Q41025050	Q941671
Q110257470	Q29413514
Q27614760	Q1269909
Q107333208	Q107272793
Q27635208	Q871527
Q1273301	Q135990
Q516398	Q917116
Q1092096	Q743573
Q1586068	Q10741566
Q76823769	Q2668938
Q49136335	Q33147488
Q27634463	Q1312295
Q27616792	Q28813014
Q41011721	Q383275
Q27606777	Q26235798
Q40978492	Q508859
Q1272899	Q936752
Q27608791	Q26650
Q49560555	Q769564
Q27610266	Q891067
Q27627758	Q879650
Q109578025	Q310853
Q41065496	Q40652519
Q27623103	Q2214265
Q27637677	Q883102
Q79407462	Q1285640
Q21355672	Q1267407
Q27619245	Q903829
Q27619869	Q27075220
Q26836075	Q6471715
Q40655148	Q1301362
Q27616164	Q12258041
Q208707	Q193807
Q27638196	Q1304677
Q27631130	Q1587231
Q27609301	Q2984173
Q27620495	Q20686295
Q600791	Q852351
Q27610615	Q926291
Q1028471	Q456513
Q27638151	Q625481
Q944153	Q193807
Q27615257	Q669689
Q27619995	Q221753
Q40987693	Q2719515
Q27631685	Q73477
Q62340507	Q28834698
Q28746154	Q839859
Q782355	Q194240
Q604404	Q2280446
Q27635249	Q1589993
Q1304987	Q2583832
Q27636102	Q641195
Q27636153	Q21962227
Q27623834	Q1060851
Q27637476	Q2630970
Q41220416	Q10826912
Q10805346	Q72968
Q27636257	Q26833812
Q27615372	Q53731
Q40473492	Q1048555
Q27608009	Q25928
Q756640	Q19264
Q16534665	Q16532434
Q40995723	Q934716
Q27630060	Q555532
Q638242	Q834904
Q27619810	Q901966
Q379761	Q789358
Q3726404	Q1080266
Q1270661	Q386521
Q27607727	Q1263986
Q27635354	Q559883
Q27611469	Q12843886
Q512348	Q208488
Q62566075	Q41418356
Q26833829	Q26833826
Q868083	Q571013
Q40496091	Q869040
Q21346151	Q32840
Q41018644	Q906092
Q27623654	Q27075396
Q10787015	Q10856
Q27075391	Q3838093
Q27607467	Q785652
Q7258519	Q25769
Q10887107	Q1081020
Q40481506	Q606886
Q40988827	Q27956115
Q27622253	Q856531
Q520983	Q634459
Q27619789	Q844186
Q41025329	Q28869721
Q27614155	Q1266727
Q27620829	Q795046
Q31873833	Q14438633
Q27606762	Q367459
Q27609307	Q901699
Q902008	Q784488
Q40585409	Q2784520
Q837198	Q517533
Q10856	Q28078
Q41009983	Q27960090
Q1265410	Q698195
Q74078	Q226900
Q27630645	Q116667
Q62177863	Q28913228
Q27638006	Q1071693
Q27615245	Q1274805
Q27610329	Q782800
Q794868	Q1031335
Q27632865	Q1034960
Q31874333	Q771870
Q1668487	Q15881075
Q40517834	Q3182119
Q40441290	Q1272743
Q109578153	Q869569
Q27609929	Q764054
Q27612921	Q998535
Q40488167	Q1303122
Q41013949	Q836368
Q9663218	Q539783
Q40989681	Q869723
Q10811701	Q72968
Q40475097	Q852265
Q40651316	Q10733490
Q41218920	Q15729194
Q27634678	Q578352
Q31874611	Q311248
Q27619611	Q1587539
Q27982303	Q2418074
Q106447065	Q3608921
Q41024410	Q944284
Q106481127	Q1106329
Q27600941	Q843185
Q1302453	Q10749773
Q27606061	Q1265270
Q73427	Q656643
Q109556940	Q209239
Q27604590	Q131709
Q727989	Q10733490
Q19622342	Q26773
Q27075517	Q583659
Q27635120	Q995602
Q1273751	Q648113
Q3119565	Q646544
Q27607070	Q929942
Q27622840	Q838749
Q21358749	Q1535791
Q40434034	Q74100
Q27616715	Q55112046
Q107348123	Q2330918
Q559170	Q844117
Q26707571	Q578756
Q5190172	Q5113
Q27614424	Q27074898
Q613301	Q1029657
Q27630859	Q26656
Q630022	Q637716
Q21222602	Q754889
Q28910513	Q28910508
Q27606802	Q1273720
Q27626427	Q2858123
Q27617740	Q840094
Q27610417	Q1264818
Q10757971	Q10757966
Q2442601	Q855948
Q859287	Q642855
Q58294759	Q12814087
Q40982527	Q132900
Q27075667	Q10832421
Q27601433	Q1262423
Q27609896	Q844860
Q21446687	Q4790721
Q1269639	Q766642
Q40450071	Q270722
Q27602592	Q20830886
Q27604477	Q333796
Q27635052	Q26698
Q2047849	Q833811
Q27618958	Q1272199
Q1301134	Q11840021
Q27601949	Q178702
Q6371761	Q1401386
Q1300214	Q481671
Q40995756	Q740872
Q21947066	Q1253103
Q27635198	Q143313
Q27610537	Q200724
Q27624140	Q787686
Q41168732	Q41159329
Q40994847	Q10759509
Q28871828	Q22266087
Q27632128	Q1367236
Q27606624	Q594687
Q40440302	Q4876403
Q27636552	Q890905
Q675496	Q10803031
Q27624743	Q650114
Q27621944	Q2667725
Q27608076	Q372606
Q1274182	Q746986
Q10803052	Q782355
Q704987	Q30944
Q27637697	Q1588090
Q27628604	Q27075564
Q27617184	Q372834
Q27611687	Q1271702
Q27607309	Q1263469
Q26719038	Q408457
Q24276102	Q492684
Q31874331	Q261172
Q753758	Q591480
Q3121382	Q597127
Q20072286	Q12634279
Q41025510	Q10830029
Q40518377	Q478632
Q40723214	Q914721
Q867965	Q10749078
Q27636177	Q21962227
Q27635766	Q26552
Q27624894	Q2668165
Q160488	Q310853
Q27611324	Q1266075
Q40574164	Q749577
Q2450563	Q200989
Q31874427	Q269502
Q1301053	Q723568
Q27619446	Q1306523
Q206535	Q10809131
Q27634876	Q1050978
Q41001674	Q3154331
Q840179	Q10745345
Q41025249	Q945088
Q109556987	Q209239
Q40656988	Q671699
Q40488838	Q795984
Q12213967	Q19171
Q27612290	Q1272427
Q492684	Q526626
Q27602837	Q1261664
