id	parent_taxon
Q62075621	Q700028
Q27632135	Q3315355
Q27623540	Q385343
Q40563760	Q1072609
Q27621805	Q1318023
Q239720	Q367990
Q27617100	Q1078618
Q40487687	Q256018
Q27631461	Q1316534
Q27634711	Q560326
Q27629095	Q776497
Q27609452	Q1271347
Q62272967	Q1133750
Q41091269	Q40656066
Q27620821	Q795046
Q110509450	Q193807
Q40650916	Q2548219
Q27623882	Q1083050
Q27622390	Q1922951
Q10807627	Q2862448
Q27611557	Q684679
Q510044	Q13220216
Q28113796	Q28113783
Q27604705	Q320193
Q827245	Q13426919
Q21350045	Q3728494
Q27609546	Q1049295
Q27616018	Q847151
Q40986808	Q545285
Q41007467	Q1079850
Q27600975	Q529857
Q1923092	Q226900
Q1305836	Q1003690
Q40988806	Q27956115
Q28839472	Q666222
Q27623462	Q2889018
Q27624628	Q766667
Q51836655	Q764420
Q27606446	Q426708
Q41112732	Q40657826
Q27633344	Q73567
Q2008627	Q945274
Q109578314	Q19413
Q720648	Q478281
Q27632117	Q27442
Q864381	Q2548219
Q27617479	Q1267214
Q14694261	Q214462
Q27621577	Q3182125
Q27622827	Q2667717
Q27631736	Q1300873
Q40539076	Q1036497
Q27621458	Q1923225
Q21197421	Q10759477
Q860941	Q860944
Q27619148	Q1302546
Q41017674	Q25261964
Q27636494	Q1307046
Q27614610	Q264640
Q7357458	Q749428
Q27624652	Q2225465
Q62272845	Q907786
Q27610885	Q29249
Q3315537	Q2376830
Q27630674	Q25469
Q25648926	Q132898
Q27606634	Q601107
Q3114704	Q1093396
Q41217963	Q4288490
Q40985720	Q385322
Q5211989	Q827170
Q27628610	Q27075565
Q27612557	Q521821
Q27631540	Q15133675
Q25260677	Q25260465
Q943570	Q858577
Q27634580	Q1305068
Q27631195	Q1585850
Q27627761	Q879650
Q27608967	Q728682
Q40669813	Q1242914
Q27637474	Q2630970
Q27624721	Q27075468
Q27620401	Q941479
Q41171497	Q40693550
Q27626304	Q27075508
Q27610655	Q174466
Q21348428	Q1304963
Q1227674	Q755540
Q27609215	Q688940
Q41006061	Q240083
Q379200	Q12060072
Q1273286	Q990759
Q1268678	Q10823686
Q27636706	Q228125
Q27614873	Q782104
Q109578382	Q10810103
Q28374399	Q115661
Q40995403	Q43489
Q1262253	Q766642
Q40645326	Q1193086
Q27624925	Q12265904
Q2226106	Q597127
Q232906	Q47549
Q60791812	Q786045
Q107272758	Q7556
Q27074644	Q1137291
Q264067	Q1061231
Q214264	Q27725
Q391412	Q27757
Q28860338	Q28399371
Q18834	Q11840576
Q862806	Q126630
Q27620689	Q1317356
Q109556999	Q1293045
Q1588786	Q947937
Q728682	Q838599
Q742259	Q11234198
Q40525556	Q1316022
Q27615274	Q1262659
Q932473	Q214293
Q882404	Q456513
Q740766	Q200989
Q40988868	Q578756
Q1261199	Q858279
Q109556975	Q115661
Q40981805	Q25263522
Q109563079	Q1997711
Q27637283	Q3726404
Q27623192	Q386866
Q27638601	Q3114676
Q109563497	Q241515
Q41214698	Q133554
Q27075238	Q14920540
Q28744877	Q1293045
Q262493	Q3389415
Q28837185	Q2149147
Q27629042	Q790641
Q55112174	Q1992066
Q1267169	Q1079044
Q27624085	Q15238032
Q2587436	Q217478
Q907876	Q598747
Q1589176	Q2376830
Q109563427	Q10809423
Q1260238	Q133587
Q2669127	Q857319
Q31874342	Q944621
Q12886356	Q661898
Q27636071	Q1585617
Q33136654	Q5113
Q41025660	Q115661
Q27610638	Q467068
Q5405864	Q795511
Q40982551	Q132900
Q3011641	Q592718
Q41112854	Q40657833
Q2430569	Q7256090
Q62086460	Q41001393
Q609129	Q1081421
Q596325	Q222951
Q41119120	Q1303970
Q40684764	Q1262057
Q27637912	Q2934255
Q28065509	Q213827
Q27605831	Q2873060
Q27610327	Q782800
Q21352448	Q79915
Q27602215	Q285165
Q10803225	Q666222
Q27907730	Q940685
Q27638494	Q1086136
Q2226255	Q9202459
Q27624633	Q1305519
Q1076015	Q375593
Q27637342	Q2226813
Q27614337	Q886565
Q133577	Q27589
Q937794	Q209239
Q83020448	Q83020450
Q2630955	Q770332
Q588900	Q777396
Q27637547	Q1035250
Q1247251	Q133531
Q27624288	Q1923081
Q27630481	Q2226210
Q27601877	Q19068
Q27609283	Q1084579
Q29828580	Q16069825
Q1264223	Q568111
Q185673	Q328982
Q28123884	Q28123885
Q27638047	Q623428
Q1193779	Q614481
Q40462475	Q1262262
Q15881128	Q1271783
Q312236	Q7556
Q1513629	Q1869243
Q27628847	Q2226191
Q27618188	Q858281
Q27610596	Q1073416
Q27074559	Q1286431
Q27624420	Q10770477
Q27624027	Q207249
Q40986990	Q1088825
Q15865426	Q452969
Q27619496	Q791067
Q1028467	Q15885499
Q27074558	Q1232156
Q30590006	Q13883248
Q27629302	Q4767755
Q107333201	Q107272772
Q1262138	Q736322
Q27605713	Q1272519
Q606171	Q11846584
Q41023769	Q429173
Q1318330	Q15904783
Q21363281	Q245181
Q40996006	Q21705649
Q27616150	Q1265893
Q40577447	Q2093403
Q1268205	Q1573935
Q40494111	Q1265228
Q959880	Q786422
Q27603548	Q601988
Q27605871	Q2873060
Q49150096	Q21666
Q1267754	Q302790
Q27635710	Q27075852
Q1588548	Q674813
Q40341861	Q662785
Q40436011	Q904408
Q27606934	Q368713
Q27609860	Q1080467
Q27615033	Q911080
Q28910260	Q1267009
Q2225042	Q869723
Q109578011	Q214264
Q27635278	Q25383
Q103672450	Q25341
Q41215169	Q899705
Q27620283	Q1313727
Q3182131	Q1078472
Q27627227	Q2663600
Q27632893	Q1123850
Q834182	Q10856
Q40655637	Q749428
Q27608235	Q979488
Q10749350	Q748159
Q3508115	Q655569
Q62168711	Q51670098
Q9019941	Q205930
Q27616306	Q1262531
Q10772724	Q2482272
Q41166254	Q41155940
Q18746519	Q921396
Q952376	Q687310
Q27628749	Q596250
Q27619079	Q1262963
Q543325	Q989480
Q27630839	Q695723
Q20162165	Q180691
Q41026181	Q385940
Q109563469	Q644426
Q529048	Q256760
Q27606739	Q1260982
Q62576407	Q28114133
Q15707911	Q508859
Q27623827	Q3233038
Q1264910	Q10773533
Q41017491	Q220705
Q2668579	Q509402
Q40988777	Q27956115
Q27601758	Q19058
Q41080844	Q40654116
Q1587691	Q10803052
Q27621231	Q244251
Q41019725	Q27961993
Q27609819	Q286199
Q109557014	Q903934
Q28836866	Q1307485
Q62132229	Q28858168
Q1304448	Q583659
Q19598017	Q26623
Q109563574	Q687310
Q27611171	Q593759
Q40988682	Q868932
Q104395495	Q1651414
Q1503632	Q997457
Q27631025	Q10809432
Q27614914	Q131918
Q27604920	Q126167
Q947895	Q1031335
Q27611345	Q1261427
Q41170911	Q1264910
Q41095874	Q40654929
Q27626599	Q2225117
Q107272819	Q26626
Q27611513	Q387934
Q27625147	Q208710
Q40995359	Q43489
Q27605406	Q280663
Q73567	Q772179
Q926314	Q244364
Q7242953	Q867433
Q11842343	Q2719515
Q41034692	Q40652069
Q41171006	Q40656249
Q489866	Q375716
Q2224769	Q771870
Q468560	Q135447
Q910846	Q1077909
Q27608241	Q979488
Q27629483	Q2667795
Q27623377	Q1585397
Q1262214	Q131901
Q1048555	Q2409861
Q27612043	Q873459
Q27620701	Q27075303
Q104848677	Q214462
Q40473666	Q3726434
Q27630274	Q1591533
Q40485843	Q543325
Q27613375	Q1274403
Q27609707	Q997448
Q29510268	Q11792265
Q40987687	Q2719515
Q3314670	Q1234395
Q1270188	Q832329
Q1868951	Q208304
Q27613573	Q22285209
Q1259263	Q2345384
Q10826841	Q18789
Q27614635	Q1269735
Q27630726	Q694756
Q40653598	Q209239
Q40985992	Q1991437
Q12262806	Q2542411
Q41017584	Q1082554
Q27620681	Q1317356
Q27627237	Q3121304
Q973779	Q769083
Q1262177	Q1060119
Q490459	Q1060194
Q40537548	Q27075738
Q49619495	Q574859
Q913227	Q188737
Q28846319	Q774692
Q790651	Q858577
Q41064513	Q1034960
Q1259695	Q844117
Q27615331	Q208060
Q27074749	Q11794255
Q1192214	Q10784792
Q1089145	Q945088
Q41214407	Q10745257
Q27634588	Q1304641
Q27635178	Q2669742
Q2703151	Q217472
Q21029592	Q768526
Q107055472	Q15042113
Q1588700	Q737061
Q27043853	Q994067
Q27075644	Q899824
Q1088544	Q26050
Q1261484	Q1192076
Q27606413	Q744953
Q134379	Q11725806
Q15715881	Q26125
Q12266029	Q3482534
Q40993928	Q743740
Q27636949	Q587505
Q27606745	Q917017
Q27612527	Q432073
Q107272830	Q26626
Q27637086	Q2926383
Q27635147	Q1590302
Q27616982	Q1272878
Q28861783	Q278636
Q27634440	Q998572
Q21078895	Q21292513
Q41019514	Q642855
Q41009119	Q913555
Q82979962	Q636683
Q27621095	Q3726945
Q41170739	Q1269647
Q10832176	Q25510
Q27609526	Q605804
Q10812337	Q205938
Q40679811	Q489860
Q22085058	Q671699
Q27624479	Q3136313
Q27050	Q210416
Q27627721	Q3315640
Q27631828	Q1585695
Q27617142	Q1270857
Q27627778	Q27075531
Q27619831	Q648896
Q2226761	Q597127
Q27624552	Q767065
Q27621416	Q1923214
Q596481	Q766642
Q2565091	Q25341
Q774692	Q208221
Q1093948	Q15877773
Q41170885	Q40462915
Q11844301	Q18515513
Q27637322	Q1586520
Q27610630	Q839524
Q41004590	Q911415
Q1265429	Q937893
Q27616699	Q1267130
Q40685707	Q585726
Q12269427	Q226900
Q27619034	Q221422
Q21347850	Q876234
Q27625595	Q795503
Q366974	Q25341
Q5674532	Q905257
Q1586785	Q943094
Q28109028	Q28108960
Q207796	Q25510
Q1316048	Q28753
Q27617337	Q636532
Q1923036	Q902469
Q839945	Q763271
Q10349193	Q370849
Q40661904	Q26800
Q1262014	Q27412
Q27628035	Q3314721
Q40991604	Q340041
Q31873683	Q10809413
Q2225032	Q869723
Q27634924	Q36197
Q27608941	Q18875
Q27622557	Q903024
Q5769386	Q1261575
Q27621625	Q795567
Q27617769	Q901547
Q1263607	Q868932
Q40460627	Q843182
Q1303327	Q2375770
Q109563466	Q906092
Q40657894	Q735456
Q27614352	Q1264601
Q2667972	Q922763
Q1302865	Q964102
Q27609245	Q27036540
Q946556	Q427512
Q27617105	Q1078618
Q594607	Q2283955
Q11842272	Q545285
Q1923489	Q226900
Q9019957	Q205930
Q40995669	Q934716
Q2844267	Q3056163
Q27609128	Q1275852
Q27631946	Q3315631
Q27621555	Q3182125
Q40517661	Q22081851
Q27607868	Q184834
Q21366752	Q1271215
Q28807749	Q28807586
Q775228	Q1093619
Q40528224	Q28740002
Q62098164	Q62098144
Q143473	Q19338
Q27624285	Q765614
Q41026064	Q1608770
Q27636156	Q21962227
Q935356	Q122250
Q19888304	Q183364
Q372319	Q900882
Q21293477	Q16687464
Q39049316	Q133554
Q27623137	Q2758882
Q27620273	Q1302157
Q109578239	Q944621
Q2706005	Q179333
Q27621054	Q1957093
Q27629023	Q1586963
Q27619662	Q742921
Q27601235	Q1259671
Q16514380	Q666222
Q957877	Q211670
Q27618807	Q522791
Q997606	Q287476
Q28678077	Q10751280
Q109563082	Q652976
Q27618406	Q282543
Q905290	Q2465230
Q1215382	Q11839473
Q874704	Q1071248
Q27624314	Q285922
Q27614507	Q27074920
Q27621049	Q3040211
Q41139917	Q40660325
Q41119776	Q40658766
Q28808094	Q23655859
Q40510381	Q736722
Q27637820	Q2669189
Q61887524	Q25648361
Q10808224	Q27725
Q4784037	Q12785142
Q586423	Q1767410
Q1193783	Q777396
Q40984633	Q857905
Q41025174	Q3888717
Q27603822	Q1193343
Q21351020	Q1265929
Q649795	Q1524265
Q27625227	Q73512
Q27624952	Q27075479
Q1306531	Q536789
Q27610114	Q1273372
Q263740	Q10811700
Q21347693	Q645658
Q938813	Q217478
Q40689601	Q2670038
Q2376651	Q921139
Q589526	Q1193275
Q40442279	Q372790
Q27611367	Q490476
Q1268434	Q386521
Q27610514	Q616393
Q27631163	Q1587231
Q2226217	Q226900
Q27614266	Q1260603
Q27637714	Q1586718
Q15904783	Q916830
Q40588261	Q605732
Q62090232	Q62090214
Q27635395	Q46143
Q1588168	Q545285
Q27614095	Q27074872
Q40582029	Q1002576
Q27613651	Q859288
Q27637259	Q3178443
Q27623108	Q1082344
Q40450324	Q1587203
Q62506400	Q48798163
Q738741	Q10730460
Q5486437	Q1004819
Q27608921	Q28490
Q27609591	Q279641
Q27637944	Q918165
Q27634565	Q1301031
Q2090536	Q202955
Q12255843	Q867433
Q27609967	Q1270622
Q489889	Q832329
Q2304236	Q10832172
Q631542	Q1080978
Q41003437	Q28529237
Q27620479	Q1922945
Q27614972	Q644135
Q40636859	Q643836
Q27610718	Q856009
Q28808096	Q28807586
Q583659	Q187014
Q27608849	Q248740
Q148735	Q588866
Q27610722	Q1267748
Q41138431	Q40660095
Q27629381	Q10680158
Q109578216	Q754657
Q27626762	Q3726354
Q21347809	Q767069
Q586480	Q743573
Q27636868	Q842599
Q191628	Q183361
Q62393746	Q28832183
Q40594097	Q928398
Q40981901	Q663507
Q27621879	Q2667746
Q40579447	Q20823397
Q873310	Q256637
Q41014996	Q751427
Q385881	Q10748948
Q5644702	Q31431
Q27608037	Q280358
Q1923434	Q1932080
Q27637389	Q3315166
Q27629322	Q25740
Q25662104	Q842978
Q27623060	Q25357
Q134010	Q194240
Q10732184	Q659179
Q109563553	Q41972
Q27613032	Q1034953
Q27611301	Q1273359
Q27623985	Q26982
Q27614512	Q27074920
Q27601371	Q767354
Q27618303	Q539272
Q375593	Q427512
Q1317489	Q3482534
Q109563597	Q115661
Q40980569	Q513741
Q55112223	Q10830029
Q109563374	Q18379868
Q17970	Q3157022
Q27636355	Q972551
Q27630550	Q517230
Q430976	Q10756568
Q3706848	Q18552568
Q27623389	Q3314726
Q40513239	Q2225329
Q21153	Q7556
Q992907	Q768526
Q27624007	Q207249
Q27617921	Q291255
Q27637180	Q1587019
Q28832183	Q10757966
Q107055636	Q339517
Q27623763	Q1584207
Q7246820	Q21078871
Q27638200	Q1304647
Q40636974	Q25382
Q1034120	Q914721
Q40577529	Q319545
Q1219291	Q990042
Q27620258	Q1301876
Q27621421	Q1923220
Q2754762	Q577346
Q1260070	Q235152
Q27609912	Q1264191
Q21354035	Q130933
Q27620653	Q27075295
Q27635211	Q208707
Q1305053	Q767947
Q27636192	Q27075932
Q41017884	Q648113
Q6022464	Q212669
Q27605647	Q795570
Q27614769	Q201106
Q40980804	Q193807
Q27613863	Q1193728
Q41003524	Q845382
Q27636761	Q1034950
Q27615283	Q1262659
Q27638164	Q1302271
Q27601475	Q786840
Q110257476	Q754657
Q12265438	Q2303843
Q12269418	Q226900
Q41014341	Q850942
Q27629338	Q25740
Q27638544	Q679711
Q31873485	Q257205
Q41016040	Q518087
Q41015285	Q735456
Q10803699	Q27589
Q40983475	Q850627
Q27611978	Q503619
Q27624621	Q766667
Q22111496	Q25978
Q604442	Q10764656
Q27617029	Q1265676
Q41171187	Q40657480
Q834483	Q842978
Q27620411	Q253464
Q27828339	Q2873060
Q28113446	Q921396
Q27610305	Q25317
Q27610581	Q518608
Q6133144	Q902912
Q27611217	Q863116
Q1316505	Q1062853
Q2927894	Q737061
Q27635574	Q27075822
Q27621802	Q1318023
Q27630647	Q1881975
Q40473531	Q3726434
Q1808894	Q18340387
Q27622375	Q1923245
Q899345	Q575045
Q27615466	Q940834
Q1304219	Q827170
Q1263520	Q832329
Q27625237	Q25245111
Q28123243	Q28123245
Q21976074	Q10830029
Q1272640	Q963172
Q27618976	Q791132
Q7538812	Q422873
Q27630189	Q15707860
Q27634418	Q1070285
Q1253103	Q518087
Q27623787	Q27075404
Q27612172	Q882545
Q2226693	Q780445
Q40561042	Q1586171
Q10809699	Q427512
Q109557044	Q756174
Q40479658	Q918078
Q61886711	Q882373
Q1307274	Q226900
Q994067	Q21334133
Q62185143	Q28913118
Q40495036	Q1305068
Q40544979	Q22085062
Q27613599	Q31998
Q127837	Q188737
Q927832	Q179333
Q27621994	Q1590382
Q551092	Q10856
Q213836	Q10756909
Q40986314	Q859950
Q31874007	Q220705
Q41009088	Q1081020
Q1924754	Q3467715
Q27615667	Q1263571
Q16958059	Q2708026
Q40458009	Q1304212
Q41216605	Q10773349
Q27601654	Q1259880
Q3182156	Q282279
Q21354096	Q14683
Q27614172	Q220061
Q27601310	Q1268396
Q2414549	Q662785
Q7676579	Q1587231
Q27614357	Q1262753
Q41139796	Q40660320
Q27628747	Q2226282
Q27636505	Q2668953
Q27611865	Q730279
Q110257525	Q12814009
Q21356875	Q547920
Q192058	Q1237815
Q1143180	Q339517
Q408457	Q25341
Q27623378	Q1585397
Q9757317	Q10745883
Q27620907	Q26537
Q41171251	Q40657692
Q27610431	Q265026
Q10676562	Q3539268
Q40618550	Q748957
Q27610125	Q18838
Q27627947	Q2668229
Q108117411	Q2330918
Q1269145	Q2587436
Q27620738	Q267852
Q27613976	Q1268271
Q40987476	Q867433
Q27075676	Q16069825
Q23306962	Q408457
Q27615439	Q1266253
Q1587748	Q578756
Q27633980	Q73760
Q27617415	Q1272909
Q109563578	Q687310
Q542925	Q772179
Q27601478	Q909402
Q43825725	Q3917160
Q27622484	Q3153924
Q27613518	Q790658
Q40996014	Q21705649
Q630457	Q241515
Q1263124	Q372528
Q58352863	Q10809555
Q27619696	Q3119578
Q185099	Q220705
Q27603673	Q557125
Q27614194	Q267565
Q27624284	Q765614
Q2542411	Q379200
Q27611829	Q873437
Q25612	Q29564928
Q27623362	Q2668854
Q27630564	Q1305187
Q65163745	Q16611446
Q549398	Q10807310
Q27609539	Q739963
Q27638761	Q531938
Q27613527	Q838793
Q1271436	Q776072
Q10811964	Q25510
Q109563462	Q1049495
Q41145518	Q40660768
Q27623816	Q10794078
Q40990141	Q10751095
Q27631016	Q846350
Q40539735	Q20719997
Q870775	Q203472
Q27610677	Q1059545
Q27075856	Q2822501
Q2464919	Q905872
Q10732443	Q26623
Q27075606	Q514379
Q50726589	Q50698116
Q27638392	Q2645947
Q27610815	Q1190032
Q27624270	Q1588687
Q135913	Q955626
Q61889486	Q18854
Q27602505	Q1275889
Q27638207	Q1304647
Q7090423	Q19776310
Q27609828	Q1267993
Q1271201	Q766642
Q28885023	Q28884526
Q27624242	Q941386
Q1304371	Q827170
Q27630517	Q948662
Q40336386	Q860920
Q41021581	Q241515
Q917017	Q147880
Q40605934	Q787215
Q40984004	Q1821411
Q27606744	Q917017
Q27601086	Q783125
Q28883529	Q1049495
Q27611589	Q942904
Q27631750	Q2673576
Q775981	Q10757304
Q22813459	Q847168
Q27633950	Q2454690
Q936460	Q373694
Q1265625	Q921396
Q569247	Q1092589
Q27609393	Q1386698
Q1591110	Q2314111
Q27622722	Q786944
Q12265002	Q28915
Q27630992	Q1047971
Q1274224	Q1241107
Q27613962	Q1273822
Q27622111	Q1585920
Q40684376	Q2670041
Q7616388	Q2654205
Q40432567	Q114715
Q27620217	Q2223735
Q2226235	Q616831
Q27614704	Q495520
Q27618057	Q1273672
Q27075902	Q132908
Q587412	Q10764657
Q62566061	Q39049316
Q27635286	Q848192
Q41015270	Q735456
Q41009103	Q913555
Q1081454	Q588704
Q27941668	Q611069
Q27611595	Q942904
Q27613957	Q1274755
Q1210070	Q852860
Q27112	Q25222
Q27638716	Q166985
Q27630816	Q3116828
Q40449340	Q1272719
Q27611394	Q321267
Q109563524	Q1187535
Q109563573	Q687310
Q27616630	Q1274815
Q27621900	Q1302046
Q27622642	Q3181378
Q27637843	Q776016
Q62566064	Q39049316
Q19722303	Q839859
Q21346309	Q1589673
Q27609316	Q913892
Q10448641	Q10745883
Q41018710	Q906092
Q945254	Q867087
Q682379	Q518087
Q27606641	Q630665
Q1874877	Q179983
Q41016582	Q858279
Q1270524	Q1007595
Q1589993	Q193807
Q27624738	Q606609
Q863168	Q14643448
Q16687728	Q20729263
Q27606525	Q1075004
Q41081844	Q40654791
Q40984247	Q28445130
Q27627502	Q900701
Q1304453	Q1093619
Q40979309	Q369242
Q27075156	Q751427
Q27624137	Q501063
Q27613883	Q902787
Q30693869	Q10802315
Q14920538	Q211670
Q2622315	Q185237
Q16527983	Q10856
Q547159	Q614481
Q27610416	Q1264818
Q557125	Q539433
Q41014778	Q1880170
Q28863556	Q1180307
Q40453	Q781348
Q26114	Q642855
Q1265632	Q27412
Q49605159	Q659179
Q5374671	Q749577
Q25386	Q43365
Q41023643	Q375593
Q27627091	Q1303878
Q27634769	Q583220
Q27637907	Q1067111
Q20072242	Q20162061
Q109578306	Q28778256
Q27611389	Q31797
Q208763	Q917005
Q691183	Q10826830
Q27638070	Q651404
Q6792383	Q1004819
Q27623168	Q692554
Q856531	Q11234198
Q27624828	Q3726260
Q912057	Q15637143
Q27631273	Q551736
Q1041651	Q931465
Q28381377	Q612008
Q27613361	Q1263692
Q27627390	Q1586627
Q27623141	Q958493
Q844285	Q370340
Q27620868	Q2941279
Q41013156	Q214627
Q27613899	Q1264910
Q1269712	Q1007774
Q524799	Q3888717
Q24997890	Q553009
Q27616944	Q839222
Q27627527	Q1091274
Q40506742	Q478632
Q1266619	Q1007595
Q10818313	Q185237
Q27638487	Q578835
Q21226299	Q992907
Q25681071	Q26719038
Q27075804	Q14517970
Q868238	Q561145
Q3078833	Q187014
Q31874183	Q1187535
Q259281	Q278968
Q27637183	Q1587019
Q21997200	Q666222
Q41011378	Q719380
Q591461	Q940859
Q526150	Q1051348
Q28856108	Q226900
Q3182642	Q867433
Q108885497	Q838749
Q27610907	Q943329
Q40478446	Q791145
Q27612900	Q742552
Q27625077	Q1586482
Q40997612	Q371767
Q27611604	Q1262955
Q21349092	Q3727251
Q3231549	Q520302
Q27608903	Q18834
Q62168661	Q51670098
Q2668232	Q735572
Q107999146	Q28842436
Q1272137	Q832329
Q542326	Q137879
Q27634824	Q1300537
Q27609669	Q512566
Q21219714	Q15632492
Q27608706	Q18858
Q27605792	Q2873060
Q9086499	Q129059
Q27614759	Q1269909
Q5311192	Q666222
Q1589614	Q842978
Q27630819	Q3116828
Q27629067	Q969006
Q27602649	Q1063957
Q27614767	Q39023
Q40491477	Q647512
Q27617249	Q903045
Q41218371	Q1083925
Q31874175	Q193807
Q18551949	Q943843
Q40978356	Q136358
Q27633248	Q73836
Q27619438	Q1306523
Q15106057	Q8327
Q939571	Q740872
Q27618041	Q942878
Q109563559	Q687310
Q27603469	Q845982
Q109578169	Q746658
Q809612	Q27757
Q27075670	Q10784792
Q27609203	Q1270299
Q27619518	Q24997892
Q2784424	Q719380
Q27623098	Q25260858
Q27619226	Q74588
Q24578902	Q9335687
Q28733373	Q115661
Q27634761	Q247966
Q41014058	Q1195360
Q27624476	Q3136313
Q27616828	Q1039940
Q1584566	Q43365
Q27604531	Q27074615
Q27637696	Q1588090
Q852185	Q863604
Q27607242	Q27074640
Q27608956	Q27215
Q269116	Q860944
Q19896719	Q19896715
Q1261443	Q2705039
Q41021293	Q76366
Q27637489	Q261819
Q27635750	Q26552
Q1272465	Q310935
Q27621077	Q1957093
Q27629442	Q3726415
Q10821979	Q579399
Q20072117	Q310853
Q27615532	Q2141239
Q27604060	Q574693
Q310253	Q29858
Q55651295	Q1557120
Q27616801	Q782336
Q737221	Q10751095
Q27619925	Q2182252
Q25009338	Q1466731
Q27609343	Q650277
Q27623659	Q10684497
Q868271	Q72968
Q1267757	Q1038290
Q27621069	Q1957093
Q210416	Q620938
Q1591261	Q719380
Q40552277	Q263854
Q655145	Q3389415
Q1305068	Q1524265
Q27620812	Q609883
Q62393917	Q1307522
Q109578079	Q18449889
Q27610370	Q1267153
Q27620625	Q570351
Q578180	Q869377
Q746663	Q771870
Q15078722	Q843168
Q27621002	Q2667574
Q41132367	Q40659565
Q27616853	Q1272035
Q27621347	Q3115163
Q27631752	Q2673576
Q27616376	Q908845
Q27622818	Q15616389
Q27629927	Q928415
Q27605978	Q1265197
Q28114229	Q642855
Q40506383	Q429477
Q20165859	Q19169
Q632213	Q515217
Q27610237	Q2736303
Q28778418	Q28778416
Q27622808	Q2667834
Q40492095	Q25334
Q106481223	Q1092784
Q27629228	Q595581
Q65051768	Q2512915
Q1305365	Q14586381
Q671889	Q2465230
Q20720449	Q579914
Q20675461	Q15207808
Q2586596	Q115661
Q27637065	Q3314713
Q21366643	Q26755
Q328359	Q135923
Q27618639	Q339429
Q18708628	Q44327
Q40994433	Q990759
Q27610834	Q1260171
Q921343	Q855800
Q1262047	Q4120583
Q27627231	Q73845
Q90124130	Q208492
Q27604826	Q25440
Q60966991	Q105082007
Q27617104	Q1078618
Q932533	Q390189
Q1264136	Q27412
Q27608959	Q216921
Q109578489	Q687310
Q28920981	Q23460856
Q250490	Q859043
Q21364592	Q1266107
Q2535971	Q13577409
Q40694837	Q947937
Q731404	Q843173
Q58344618	Q27547
Q27600726	Q609761
Q27614464	Q184518
Q25664334	Q25958002
Q1528805	Q10747617
Q109563243	Q746658
Q27637362	Q2668370
Q27075027	Q21995346
Q110257442	Q786422
Q18379951	Q4792615
Q27627889	Q1585772
Q27625052	Q1258056
Q28122710	Q26626
Q1262874	Q540128
Q33151180	Q26381
Q27622261	Q856531
Q40457383	Q26034
Q581590	Q1088385
Q24551048	Q10809413
Q28823722	Q662854
Q27634509	Q1317295
Q27621234	Q244251
Q3181850	Q1078472
Q559977	Q571065
Q575654	Q777910
Q41001905	Q31818
Q1809611	Q508859
Q27622020	Q1591161
Q41025900	Q115661
Q27614328	Q3382384
Q40980992	Q613598
Q40984734	Q257715
Q145846	Q831376
Q3319125	Q240083
Q27617696	Q998408
Q41010225	Q667248
Q40535494	Q978052
Q2065504	Q1060194
Q455997	Q1073958
Q1165844	Q456513
Q27611516	Q857888
Q82954817	Q1080599
Q27620894	Q745796
Q2317737	Q943396
Q27633835	Q766717
Q21346934	Q201106
Q40636677	Q10809673
Q2578867	Q335992
Q3726341	Q214627
Q28856991	Q22954484
Q21346968	Q1190018
Q27631427	Q27075635
Q27627488	Q2554381
Q41019740	Q27961993
Q109578007	Q56245572
Q28648627	Q3497147
Q61887437	Q18834
Q27600551	Q933682
Q28872580	Q28872559
Q27635535	Q27075806
Q21270527	Q581391
Q27628655	Q1037999
Q40651886	Q780445
Q41067683	Q40653758
Q31874026	Q697714
Q27624394	Q998240
Q918405	Q507769
Q27630861	Q26656
Q27624143	Q1061015
Q1272534	Q832329
Q41023595	Q375593
Q40467871	Q795565
Q27638706	Q726389
Q27634056	Q1302431
Q27620884	Q966961
Q16113575	Q3901583
Q623791	Q2194882
Q1274866	Q743573
Q27637931	Q794366
Q27620558	Q3729668
Q27617525	Q1271666
Q242369	Q14089322
Q27615722	Q1061425
Q27636311	Q22980451
Q27614545	Q3382445
Q27624841	Q3049745
Q10792646	Q2101364
Q1142678	Q648414
Q27074635	Q10803962
Q179356	Q310465
Q2668377	Q1431050
Q27074892	Q1128784
Q27631697	Q604473
Q27614200	Q1264242
Q27608924	Q28490
Q40984306	Q28445130
Q1055821	Q1089119
Q27621732	Q678728
Q1430628	Q226900
Q49620778	Q18956
Q27629165	Q997457
Q27605938	Q114715
Q16687470	Q18604631
Q845621	Q10807619
Q2668513	Q133891
Q747372	Q814693
Q61887516	Q25648361
Q10832421	Q1193805
Q40654183	Q740766
Q40592587	Q1037999
Q27637110	Q526134
Q109563276	Q43489
Q27609528	Q605804
Q27605675	Q127839
Q4741856	Q3543844
Q27636176	Q21962227
Q109563197	Q1991437
Q1269241	Q766642
Q1589071	Q735572
Q27624699	Q2225318
Q26787267	Q43489
Q40986153	Q900889
Q63881	Q1062902
Q27622981	Q25307
Q40987194	Q3497147
Q109578036	Q214293
Q41021277	Q76366
Q40484845	Q3726265
Q27620629	Q570351
Q27631934	Q3315631
Q27624378	Q12267925
Q27614334	Q1274659
Q27610398	Q1062614
Q27610619	Q129958
Q1272830	Q844117
Q3727625	Q261172
Q27621437	Q1923204
Q27621651	Q430863
Q4024652	Q207107
