audio_id	path	book_id	曲名	全長	分布	季節	環境
5_56	db/日本野鳥大鑑5/56 クロジ.wav	5	56 クロジ	17㎝	本州中部の日本海側を中心に北海道まで局所的に繁殖。本州中部地方以南で越冬	漂鳥	繁殖地は山地のササの多い林。越冬地は雑木林、都会の公園など暗い林
5_57	db/日本野鳥大鑑5/57 オオジュリン.wav	5	57 オオジュリン	16㎝	繁殖は東北地方以北。越冬は東北地方南部以南	漂鳥	繁殖は草原、越冬はアシ原
5_58	db/日本野鳥大鑑5/58 ツメナガホオジロ.wav	5	58 ツメナガホオジロ	15.5㎝	ユーラシア、北アメリカの両大陸の北部に広く繁殖し、各大陸の南部で広く越冬。日本では少数が各地に渡来	冬鳥または旅鳥	海岸の砂地、埋立地など
5_59	db/日本野鳥大鑑5/59 ユキホオジロ.wav	5	59 ユキホオジロ	16.5㎝	ユーラシア、北アメリカの両大陸の北部で広く繁殖し、各大陸の南部で広く越冬。日本ではおもに北海道、少数が北日本の各地に渡来	おもに冬鳥	海岸の砂地、原野、農耕地など
5_60	db/日本野鳥大鑑5/60 ミヤマシトド.wav	5	60 ミヤマシトド	17㎝	繁殖は北アメリカ大陸北部、越冬地は南部。日本では北海道と本州の各地に少数が渡来	冬鳥または旅鳥	河原のアシ原、林のまわりなど
5_61	db/日本野鳥大鑑5/61 サバンナシトド.wav	5	61 サバンナシトド	14㎝	繁殖は北アメリカ大陸北部、越冬地は南部。日本では本州、九州の各地に少数が渡来	冬鳥	湖沼のアシ原の周辺、草地など
6_01	db/日本野鳥大鑑6/01 ズアオアトリ.wav	6	01 ズアオアトリ	16㎝	ユーラシア大陸の西部を中心に広く分布。日本では、北海道の離島で１例のみ	旅鳥と思われる	農耕地、灌木林、公園、庭園
6_02	db/日本野鳥大鑑6/02 アトリ.wav	6	02 アトリ	16㎝	全国	冬鳥	平地から山地の森林
6_03	db/日本野鳥大鑑6/03 カワラヒワ.wav	6	03 カワラヒワ	14.5㎝	全国	留鳥	平地から低山の森林や農耕地、河原
6_04	db/日本野鳥大鑑6/04 マヒワ.wav	6	04 マヒワ	12.5㎝	北海道南部以南で越冬。各地でまれに繁殖	冬鳥。繁殖例もある	越冬期は平地から低山の森林とその周辺。繁殖期は亜高山帯の森林
6_05	db/日本野鳥大鑑6/05 ベニヒワ.wav	6	05 ベニヒワ	13.5㎝	おもに北海道。時に本州や九州などにも渡来	冬鳥	海辺や山間部の草地など
6_06	db/日本野鳥大鑑6/06 ハギマシコ.wav	6	06 ハギマシコ	16㎝	本州中部地方以北。北海道の一部で繁殖の可能性がある	おもに冬鳥	山地、河川、海岸付近の草地、耕地、裸地など
6_07	db/日本野鳥大鑑6/07 アカマシコ.wav	6	07 アカマシコ	14㎝	ユーラシア大陸の東西に広く分布。日本では日本海側の離島など	旅鳥	山地の明るい林、別荘地など
6_08	db/日本野鳥大鑑6/08 オオマシコ.wav	6	08 オオマシコ	17㎝	ユーラシア大陸の東部に広く分布。日本では本州中部地方以北でまれ	冬鳥	山地の明るい林
6_09	db/日本野鳥大鑑6/09 ベニマシコ.wav	6	09 ベニマシコ	15㎝	全国。北海道、本州北部で繁殖、北海道南部以南で越冬	おもに漂鳥	繁殖は草原、越冬は平地から低山の草むら
6_10	db/日本野鳥大鑑6/10 ギンザンマシコ.wav	6	10 ギンザンマシコ	20㎝	ユーラシア大陸から北アメリカ大陸まで広く分布。日本では北海道、まれに本州	留鳥または漂鳥	繁殖は高山、越冬は平地でも
6_11	db/日本野鳥大鑑6/11 イスカ.wav	6	11 イスカ	16.5㎝	ほぼ全国。少数が本州中部地方以北で繁殖	冬鳥。一部が繁殖	山地から丘陵地のマツやモミの林
6_12	db/日本野鳥大鑑6/12 ナキイスカ.wav	6	12 ナキイスカ	15㎝	本州以北、おもに北海道に少数が渡来	冬鳥	記録が少なく環境は特定できないが、山地のマツ林など
6_13	db/日本野鳥大鑑6/13 ウソ.wav	6	13 ウソ	15.5㎝	全国	留鳥または漂鳥	繁殖は亜高山、越冬は山地の森林
6_14	db/日本野鳥大鑑6/14 シメ.wav	6	14 シメ	18㎝	全国。繁殖は北海道、越冬は本州以南	冬鳥、北海道では夏鳥	平地から低山の森林
6_15	db/日本野鳥大鑑6/15 コイカル.wav	6	15 コイカル	18.5㎝	西日本で越冬。熊本県、島根県、東京都で繁殖	おもに冬鳥、一部で留鳥	平地から山地の落葉広葉樹
6_16	db/日本野鳥大鑑6/16 イカル.wav	6	16 イカル	23㎝	全国。越冬は本州以南	留鳥または漂鳥	平地から山地の森林とその周辺
6_17	db/日本野鳥大鑑6/17 イエスズメ.wav	6	17 イエスズメ	17㎝	アフリカ、ユーラシア大陸のほか世界各地に移入。日本では北海道、日本海の離島	留鳥または旅鳥	集落、農耕地
6_18	db/日本野鳥大鑑6/18 スズメ.wav	6	18 スズメ	14.5㎝	全国	留鳥	平地から山地の住宅地、集落、農耕地など
6_19	db/日本野鳥大鑑6/19 ニュウナイスズメ.wav	6	19 ニュウナイスズメ	14㎝	全国。繁殖は本州中部地方以北、越冬は関東地方以南	漂鳥	繁殖地は山地の森林、北海道では平地の森林。越冬地は平地の農耕地
6_20	db/日本野鳥大鑑6/20 シベリアムクドリ.wav	6	20 シベリアムクドリ	16.5㎝	ユーラシア大陸の極東で繁殖、東南アジアなどで越冬。日本では離島に少数が渡来	旅鳥。春の記録が多い	灌木林、明るい林や林の縁。日本では記録が少ないが明るい林など
6_21	db/日本野鳥大鑑6/21 コムクドリ.wav	6	21 コムクドリ	19㎝	中部地方以北で繁殖。渡りの途中は全国	夏鳥または旅鳥	本州中部地方以北では山地の森林。東北、北海道では平地の森林
6_22	db/日本野鳥大鑑6/22 ムクドリ.wav	6	22 ムクドリ	24㎝	全国。西日本では少ない	留鳥または漂鳥	平地から山地の農耕地など
6_23	db/日本野鳥大鑑6/23 ホシムクドリ.wav	6	23 ホシムクドリ	21㎝	ユーラシア大陸に広く分布。北アメリカ大陸でも移入されたものが広く分布する。日本では九州、沖縄に少数が渡来	冬鳥または旅鳥	農耕地、明るい林
6_24	db/日本野鳥大鑑6/24 コウライウグイス.wav	6	24 コウライウグイス	26㎝	ユーラシア大陸東部に広く分布。日本ではおもに日本海側の離島で少数が通過	旅鳥、記録は春が多い	よく茂った森林や村落付近の果樹園、農耕地など
6_25	db/日本野鳥大鑑6/25 オウチュウ.wav	6	25 オウチュウ	28㎝	中国中部から南部、東南アジアに広く分布。日本では、日本海側の離島などで少数が通過	旅鳥。記録は春	農耕地などの平地
6_26	db/日本野鳥大鑑6/26 カケス.wav	6	26 カケス	33㎝	全国	留鳥	山地の森林、冬は低山から平地の森林でも
6_27	db/日本野鳥大鑑6/27 ミヤマカケス.wav	6	27 ミヤマカケス					詳細記載なし
6_28	db/日本野鳥大鑑6/28 ルリカケス.wav	6	28 ルリカケス	38㎝	鹿児島県奄美大島	留鳥	よく茂った常緑広葉樹林
6_29	db/日本野鳥大鑑6/29 オナガ.wav	6	29 オナガ	37㎝	中部地方以北から東北地方南部以南	留鳥	低地から山地の森林
6_30	db/日本野鳥大鑑6/30 カササギ.wav	6	30 カササギ	45㎝	ユーラシア大陸に広く分布。日本では移入されたものが佐賀県を中心に九州北部	留鳥	平野部の農耕地、村落など
6_31	db/日本野鳥大鑑6/31 ホシガラス.wav	6	31 ホシガラス	35㎝	北海道、本州、四国	留鳥または漂鳥	亜高山の針葉樹林など
6_32	db/日本野鳥大鑑6/32 コクマルガラス.wav	6	32 コクマルガラス	33㎝	ユーラシア大陸の東部に広く分布するが、日本では、おもに西日本	冬鳥	農耕地、住宅地、明るい林など
6_33	db/日本野鳥大鑑6/33 ニシコクマルガラス.wav	6	33 ニシコクマルガラス	33㎝	ユーラシア大陸西部に広く分布。日本では北海道での記録のみ	旅鳥と思われる	集落、農耕地
6_34	db/日本野鳥大鑑6/34 イエガラス.wav	6	34 イエガラス	43㎝	インドからスリランカに分布。移入されたものがシンガポール、紅海沿岸、アフリカの一部に生息。日本では大阪での記録が１例あるのみ	記録では冬鳥と思われる	農耕地、都市近郊、明るい林など
6_35	db/日本野鳥大鑑6/35 ミヤマガラス.wav	6	35 ミヤマガラス	47㎝	ユーラシア大陸に広く分布。日本では九州を中心とした西日本と北海道南部、東北地方などに渡来	冬鳥	農耕地
6_36	db/日本野鳥大鑑6/36 ハシボソガラス.wav	6	36 ハシボソガラス	50㎝	全国	留鳥	平地から山地の農耕地、草原、林など
6_37	db/日本野鳥大鑑6/37 ハシブトガラス.wav	6	37 ハシブトガラス	56.5㎝	全国	留鳥	平地の市街地、農耕地、海辺から山地の森林など
6_38	db/日本野鳥大鑑6/38 オサハシブトガラス.wav	6	38 オサハシブトガラス					詳細記載なし
6_39	db/日本野鳥大鑑6/39 ワタリガラス.wav	6	39 ワタリガラス	61㎝	ユーラシア大陸から北米大陸に広く分布。日本では北海道北部と東部	おもに冬鳥	海岸とその周辺
6_40	db/日本野鳥大鑑6/40 インドトキコウ.wav	6	40 インドトキコウ	93～103㎝	インド、東南アジア	留鳥	おもに淡水の湿地、池沼、河口、干潟	↓外来種
6_41	db/日本野鳥大鑑6/41 アフリカクロトキ.wav	6	41 アフリカクロトキ	95～105㎝	アフリカ中央の東部から西部	留鳥	湖沼、河川、河口、干潟など湿地
6_42	db/日本野鳥大鑑6/42 コクチョウ.wav	6	42 コクチョウ	110～140㎝	オーストラリア、ニュージーランド	留鳥	湖沼
6_43	db/日本野鳥大鑑6/43 ガチョウ.wav	6	43 ガチョウ	80～90㎝	日本では各地	家禽のため区分なし	湖沼、河川
6_44	db/日本野鳥大鑑6/44 アヒル.wav	6	44 アヒル	60㎝	全国	家禽のため区分なし	湖沼、池沼
6_45	db/日本野鳥大鑑6/45 コウライキジ.wav	6	45 コウライキジ	雄85㎝、雌50㎝	北海道、対馬	留鳥	農耕地、牧場、林など
6_46	db/日本野鳥大鑑6/46 コジュケイ.wav	6	46 コジュケイ	27㎝	関東地方と山陽地方を結ぶ線以南と佐渡島	留鳥	平地、低山などの林や公園
6_47	db/日本野鳥大鑑6/47 テッケイ.wav	6	47 テッケイ					詳細記載なし
6_48	db/日本野鳥大鑑6/48 キンケイ.wav	6	48 キンケイ	雄100㎝、雌65㎝	中国中部	留鳥	公園、住宅地
6_49	db/日本野鳥大鑑6/49 ドバト.wav	6	49 ドバト	33㎝	全国	留鳥	都市、農耕地、岩礁海岸
6_50	db/日本野鳥大鑑6/50 チョウショウバト.wav	6	50 チョウショウバト	21㎝	マレー半島、スマトラ島、ジャワ島など東南アジア	留鳥	平地を中心に開けた林から藪地、公園など
6_51	db/日本野鳥大鑑6/51 オカメインコ.wav	6	51 オカメインコ	32㎝	オーストラリア	留鳥	森林、平原と幅広い
6_52	db/日本野鳥大鑑6/52 セキセイインコ.wav	6	52 セキセイインコ	18㎝	オーストラリア	ほぼ留鳥	灌木林、サバンナ、藪のある平原など開けた環境
6_53	db/日本野鳥大鑑6/53 ワカケホンセイインコ.wav	6	53 ワカケホンセイインコ	37～43㎝	インド、アフリカ中央部	留鳥	半砂漠、丈の低い草地、サバンナ、藪地、平地林、乾燥し開けた環境に多い
6_54	db/日本野鳥大鑑6/54 コンゴウインコ.wav	6	54 コンゴウインコ	84～89㎝	中央アメリカから南アメリカ北部	留鳥	平地のよく繁った常緑樹の森林、サバンナ
6_55	db/日本野鳥大鑑6/55 コウラウン.wav	6	55 コウラウン	19～20㎝	インドから東南アジア、中国南部（ハワイなどで帰化）	留鳥	森林、公園、庭園
6_56	db/日本野鳥大鑑6/56 シキチョウ.wav	6	56 シキチョウ	23㎝	南アジア	留鳥	庭園、公園、集落、市街地
6_57	db/日本野鳥大鑑6/57 アカハラシキチョウ.wav	6	57 アカハラシキチョウ	22㎝	インド、バングラディッシュ、スリランカなどで局地的	留鳥	常緑樹の森林、竹林
6_58	db/日本野鳥大鑑6/58 ハクオウチョウ.wav	6	58 ハクオウチョウ	28㎝	インド北部、中国南西部、マレー半島など	留鳥	低木の藪、森林の下生えなど
6_59	db/日本野鳥大鑑6/59 ソウシチョウ.wav	6	59 ソウシチョウ	15㎝	中国中南部からインドシナ半島	留鳥	森林の下生え
6_60	db/日本野鳥大鑑6/60 ガビチョウ.wav	6	60 ガビチョウ	23㎝	中国南東部、台湾、インドシナ半島	留鳥	丘陵地から山地の森林、村落周辺の灌木の藪、竹林など
6_61	db/日本野鳥大鑑6/61 カオジロガビチョウ.wav	6	61 カオジロガビチョウ	23㎝	中国南東部、台湾、インドシナ半島	留鳥	丘陵地から山地の森林、村落周辺の灌木の藪、竹林など
6_62	db/日本野鳥大鑑6/62 ショウジョウコウカンチョウ.wav	6	62 ショウジョウコウカンチョウ	22㎝	カナダ南東部、アメリカ東部からメキシコ、ハワイに移入	留鳥	林縁部、低木林、庭園、沼地
6_63	db/日本野鳥大鑑6/63 ホウコウチョウ.wav	6	63 ホウコウチョウ	10㎝	アフリカ西部から南部	留鳥	乾いた草原、サバンナ
6_64	db/日本野鳥大鑑6/64 カエデチョウ.wav	6	64 カエデチョウ	10㎝	アフリカ南部から中部	ほぼ留鳥	乾燥した草原、サバンナ、灌木林
6_65	db/日本野鳥大鑑6/65 ベニスズメ.wav	6	65 ベニスズメ	10㎝	インド、東南アジア、中国南部、ジャワ、バリ島	留鳥	草地、農耕地、藪地など
6_66	db/日本野鳥大鑑6/66 キンカチョウ.wav	6	66 キンカチョウ	10㎝	オーストラリア、小スンダ島など	留鳥	乾燥した草原、灌木の点在する開けた環境
6_67	db/日本野鳥大鑑6/67 ギンパラ.wav	6	67 ギンパラ	10.5～11.5㎝	インド南部から中央部、中国南西部、台湾、インドネシア	ほぼ留鳥	農耕地、草地、沼地
6_68	db/日本野鳥大鑑6/68 キンパラ.wav	6	68 キンパラ	11.5㎝	インド南部、ミャンマー	留鳥	農耕地、草地、沼地
6_69	db/日本野鳥大鑑6/69 コシジロキンパラ.wav	6	69 コシジロキンパラ	11.5㎝	インド、中国南部、台湾、東南アジア	留鳥	灌木が点在するような草原、農耕地
6_70	db/日本野鳥大鑑6/70 コゲチャキンパラ.wav	6	70 コゲチャキンパラ	11㎝	ボルネオ	留鳥	水田、河川敷の草原
6_71	db/日本野鳥大鑑6/71 シマキンパラ.wav	6	71 シマキンパラ	10～12.5㎝	インドから台湾、インドネシア	留鳥	明るい林、藪の点在する草原、庭園など
6_72	db/日本野鳥大鑑6/72 ギンハシ.wav	6	72 ギンハシ	11～11.5㎝	インド、スリランカ	留鳥	乾燥した草原、イバラや藪が点在するような砂漠
6_73	db/日本野鳥大鑑6/73 ヘキチョウ.wav	6	73 ヘキチョウ	11㎝	マレー半島、スマトラ、ジャワ、バリ	留鳥	湿地が点在するような草原、刈り取り後の水田
6_74	db/日本野鳥大鑑6/74 ブンチョウ.wav	6	74 ブンチョウ	16㎝	ジャワ島、バリ島（東南アジア、オーストラリアに移入）	留鳥	庭園、農耕地
6_75	db/日本野鳥大鑑6/75 キンランチョウ.wav	6	75 キンランチョウ	12～14㎝	サハラ以南のアフリカ	ほぼ留鳥	乾燥した草原
6_76	db/日本野鳥大鑑6/76 ホオジロムクドリ.wav	6	76 ホオジロムクドリ	23㎝	インドからインドシナ半島	留鳥	開けた農耕地、よく繁った草原など
6_77	db/日本野鳥大鑑6/77 インドハッカ.wav	6	77 インドハッカ	25㎝	インド、スリランカ、ミャンマー、中国南西部、ハワイ、オーストラリア、南アフリカなどに移入	留鳥	市街地、公園、農耕地、森林
6_78	db/日本野鳥大鑑6/78 ハッカチョウ.wav	6	78 ハッカチョウ	27㎝	中国中部から南東部、台湾、ベトナムなど	留鳥	農耕地、集落、果樹園
6_79	db/日本野鳥大鑑6/79 キュウカンチョウ.wav	6	79 キュウカンチョウ	25～29㎝	インド、東南アジア	留鳥	よく繁った広葉常緑樹の森林
6_80	db/日本野鳥大鑑6/80 ヤマムスメ.wav	6	80 ヤマムスメ	64㎝	台湾	留鳥	山地の森林
